,Fitness,Iteration,Restarts,State,Time,current_restart
0,21.0,0,1,"[1 1 0 0 1 1 1 1 1 0 0 1 0 1 1 0 0 1 0 0 0 1 0 0 1 0 0 0 1 0 0 0 1 1 1 1 1
 0 0 0 1 1 1 1 1 1 0 1 1 0]",0.00019158600002811,0
1,21.0,1,1,"[1 1 0 0 1 1 1 1 1 0 0 1 0 1 1 0 0 1 0 0 0 1 0 0 1 0 0 0 1 0 0 0 1 1 1 1 1
 0 0 0 1 1 1 1 1 1 0 1 1 0]",0.0005730970000286106,0
2,21.0,2,1,"[1 1 0 0 1 1 1 1 1 0 0 1 0 1 1 0 0 1 0 0 0 1 0 0 1 0 0 0 1 0 0 0 1 1 1 1 1
 0 0 0 1 1 1 1 1 1 0 1 1 0]",0.000922843000012108,0
3,21.0,4,1,"[1 1 0 0 1 1 1 1 1 0 0 1 0 1 1 0 0 1 0 0 0 1 0 0 1 0 0 0 1 0 0 0 1 1 1 1 1
 0 0 0 1 1 1 1 1 1 0 1 1 0]",0.00145897800007333,0
4,25.0,8,1,"[1 1 0 0 1 1 1 1 1 0 0 1 0 1 1 0 0 1 0 0 0 1 0 0 1 0 0 0 1 0 1 0 1 1 1 1 1
 0 0 0 1 1 0 1 1 1 0 1 1 0]",0.0038165240000580525,0
5,27.0,16,1,"[1 1 0 0 1 1 1 0 1 0 0 1 0 1 1 0 0 1 0 0 0 1 0 0 1 0 0 0 1 0 1 0 1 1 1 1 1
 0 0 0 1 1 0 1 1 1 0 1 1 0]",0.005389942000078918,0
6,32.0,32,1,"[0 1 0 0 1 1 1 0 1 0 0 1 0 1 1 0 0 1 0 0 0 1 0 0 1 0 1 0 1 0 1 0 1 1 0 1 1
 0 0 0 1 1 0 1 1 1 0 1 1 0]",0.008996953000064423,0
7,36.0,64,1,"[0 1 0 0 1 1 1 0 1 0 0 1 0 1 1 0 0 1 0 1 0 1 0 0 1 0 1 0 1 0 1 0 1 1 0 1 1
 0 1 0 1 1 0 1 1 1 0 1 1 0]",0.015136428999994678,0
8,40.0,128,1,"[0 1 0 0 1 0 1 0 1 0 0 1 0 1 1 0 0 1 0 1 0 1 0 0 1 0 1 0 1 0 1 0 1 1 0 1 1
 0 1 0 1 1 0 1 0 1 0 1 1 0]",0.026430742000002283,0
9,40.0,256,1,"[0 1 0 0 1 0 1 0 1 0 0 1 0 1 1 0 0 1 0 1 0 1 0 0 1 0 1 0 1 0 1 0 1 1 0 1 1
 0 1 0 1 1 0 1 0 1 0 1 1 0]",0.051964584000074865,0
10,40.0,512,1,"[0 1 0 0 1 0 1 0 1 0 0 1 0 1 1 0 0 1 0 1 0 1 0 0 1 0 1 0 1 0 1 0 1 1 0 1 1
 0 1 0 1 1 0 1 0 1 0 1 1 0]",0.09738396800003102,0
11,40.0,1024,1,"[0 1 0 0 1 0 1 0 1 0 0 1 0 1 1 0 0 1 0 1 0 1 0 0 1 0 1 0 1 0 1 0 1 1 0 1 1
 0 1 0 1 1 0 1 0 1 0 1 1 0]",0.20170012200003384,0
12,40.0,2048,1,"[0 1 0 0 1 0 1 0 1 0 0 1 0 1 1 0 0 1 0 1 0 1 0 0 1 0 1 0 1 0 1 0 1 1 0 1 1
 0 1 0 1 1 0 1 0 1 0 1 1 0]",0.4634079220001013,0
13,40.0,4096,1,"[0 1 0 0 1 0 1 0 1 0 0 1 0 1 1 0 0 1 0 1 0 1 0 0 1 0 1 0 1 0 1 0 1 1 0 1 1
 0 1 0 1 1 0 1 0 1 0 1 1 0]",1.2089962730000252,0
14,40.0,8192,1,"[0 1 0 0 1 0 1 0 1 0 0 1 0 1 1 0 0 1 0 1 0 1 0 0 1 0 1 0 1 0 1 0 1 1 0 1 1
 0 1 0 1 1 0 1 0 1 0 1 1 0]",1.7308936410000797,0
15,21.0,0,5,"[1 1 0 0 1 1 1 1 1 0 0 1 0 1 1 0 0 1 0 0 0 1 0 0 1 0 0 0 1 0 0 0 1 1 1 1 1
 0 0 0 1 1 1 1 1 1 0 1 1 0]",0.00019792300008703023,0
16,21.0,1,5,"[1 1 0 0 1 1 1 1 1 0 0 1 0 1 1 0 0 1 0 0 0 1 0 0 1 0 0 0 1 0 0 0 1 1 1 1 1
 0 0 0 1 1 1 1 1 1 0 1 1 0]",0.0005975459999945087,0
17,21.0,2,5,"[1 1 0 0 1 1 1 1 1 0 0 1 0 1 1 0 0 1 0 0 0 1 0 0 1 0 0 0 1 0 0 0 1 1 1 1 1
 0 0 0 1 1 1 1 1 1 0 1 1 0]",0.0010833420000153637,0
18,21.0,4,5,"[1 1 0 0 1 1 1 1 1 0 0 1 0 1 1 0 0 1 0 0 0 1 0 0 1 0 0 0 1 0 0 0 1 1 1 1 1
 0 0 0 1 1 1 1 1 1 0 1 1 0]",0.0016318830000727758,0
19,25.0,8,5,"[1 1 0 0 1 1 1 1 1 0 0 1 0 1 1 0 0 1 0 0 0 1 0 0 1 0 0 0 1 0 1 0 1 1 1 1 1
 0 0 0 1 1 0 1 1 1 0 1 1 0]",0.0030651160000161326,0
20,27.0,16,5,"[1 1 0 0 1 1 1 0 1 0 0 1 0 1 1 0 0 1 0 0 0 1 0 0 1 0 0 0 1 0 1 0 1 1 1 1 1
 0 0 0 1 1 0 1 1 1 0 1 1 0]",0.004760534000070038,0
21,32.0,32,5,"[0 1 0 0 1 1 1 0 1 0 0 1 0 1 1 0 0 1 0 0 0 1 0 0 1 0 1 0 1 0 1 0 1 1 0 1 1
 0 0 0 1 1 0 1 1 1 0 1 1 0]",0.008684083000048304,0
22,36.0,64,5,"[0 1 0 0 1 1 1 0 1 0 0 1 0 1 1 0 0 1 0 1 0 1 0 0 1 0 1 0 1 0 1 0 1 1 0 1 1
 0 1 0 1 1 0 1 1 1 0 1 1 0]",0.020054966000088825,0
23,40.0,128,5,"[0 1 0 0 1 0 1 0 1 0 0 1 0 1 1 0 0 1 0 1 0 1 0 0 1 0 1 0 1 0 1 0 1 1 0 1 1
 0 1 0 1 1 0 1 0 1 0 1 1 0]",0.03540144100009002,0
24,40.0,256,5,"[0 1 0 0 1 0 1 0 1 0 0 1 0 1 1 0 0 1 0 1 0 1 0 0 1 0 1 0 1 0 1 0 1 1 0 1 1
 0 1 0 1 1 0 1 0 1 0 1 1 0]",0.06224401800000123,0
25,40.0,512,5,"[0 1 0 0 1 0 1 0 1 0 0 1 0 1 1 0 0 1 0 1 0 1 0 0 1 0 1 0 1 0 1 0 1 1 0 1 1
 0 1 0 1 1 0 1 0 1 0 1 1 0]",0.11578092800004924,0
26,40.0,1024,5,"[0 1 0 0 1 0 1 0 1 0 0 1 0 1 1 0 0 1 0 1 0 1 0 0 1 0 1 0 1 0 1 0 1 1 0 1 1
 0 1 0 1 1 0 1 0 1 0 1 1 0]",0.2394978990000709,0
27,40.0,2048,5,"[0 1 0 0 1 0 1 0 1 0 0 1 0 1 1 0 0 1 0 1 0 1 0 0 1 0 1 0 1 0 1 0 1 1 0 1 1
 0 1 0 1 1 0 1 0 1 0 1 1 0]",0.5427618360000679,0
28,40.0,4096,5,"[0 1 0 0 1 0 1 0 1 0 0 1 0 1 1 0 0 1 0 1 0 1 0 0 1 0 1 0 1 0 1 0 1 1 0 1 1
 0 1 0 1 1 0 1 0 1 0 1 1 0]",1.340418211000042,0
29,40.0,8192,5,"[0 1 0 0 1 0 1 0 1 0 0 1 0 1 1 0 0 1 0 1 0 1 0 0 1 0 1 0 1 0 1 0 1 1 0 1 1
 0 1 0 1 1 0 1 0 1 0 1 1 0]",1.8511012140000958,0
30,21.0,0,10,"[1 1 0 0 1 1 1 1 1 0 0 1 0 1 1 0 0 1 0 0 0 1 0 0 1 0 0 0 1 0 0 0 1 1 1 1 1
 0 0 0 1 1 1 1 1 1 0 1 1 0]",0.00019938100001581915,0
31,21.0,1,10,"[1 1 0 0 1 1 1 1 1 0 0 1 0 1 1 0 0 1 0 0 0 1 0 0 1 0 0 0 1 0 0 0 1 1 1 1 1
 0 0 0 1 1 1 1 1 1 0 1 1 0]",0.0006286580000960384,0
32,21.0,2,10,"[1 1 0 0 1 1 1 1 1 0 0 1 0 1 1 0 0 1 0 0 0 1 0 0 1 0 0 0 1 0 0 0 1 1 1 1 1
 0 0 0 1 1 1 1 1 1 0 1 1 0]",0.0010511890000088897,0
33,21.0,4,10,"[1 1 0 0 1 1 1 1 1 0 0 1 0 1 1 0 0 1 0 0 0 1 0 0 1 0 0 0 1 0 0 0 1 1 1 1 1
 0 0 0 1 1 1 1 1 1 0 1 1 0]",0.0015874900000198977,0
34,25.0,8,10,"[1 1 0 0 1 1 1 1 1 0 0 1 0 1 1 0 0 1 0 0 0 1 0 0 1 0 0 0 1 0 1 0 1 1 1 1 1
 0 0 0 1 1 0 1 1 1 0 1 1 0]",0.0028006230000983123,0
35,27.0,16,10,"[1 1 0 0 1 1 1 0 1 0 0 1 0 1 1 0 0 1 0 0 0 1 0 0 1 0 0 0 1 0 1 0 1 1 1 1 1
 0 0 0 1 1 0 1 1 1 0 1 1 0]",0.005971331000068858,0
36,32.0,32,10,"[0 1 0 0 1 1 1 0 1 0 0 1 0 1 1 0 0 1 0 0 0 1 0 0 1 0 1 0 1 0 1 0 1 1 0 1 1
 0 0 0 1 1 0 1 1 1 0 1 1 0]",0.010540468000044712,0
37,36.0,64,10,"[0 1 0 0 1 1 1 0 1 0 0 1 0 1 1 0 0 1 0 1 0 1 0 0 1 0 1 0 1 0 1 0 1 1 0 1 1
 0 1 0 1 1 0 1 1 1 0 1 1 0]",0.02034495700002026,0
38,40.0,128,10,"[0 1 0 0 1 0 1 0 1 0 0 1 0 1 1 0 0 1 0 1 0 1 0 0 1 0 1 0 1 0 1 0 1 1 0 1 1
 0 1 0 1 1 0 1 0 1 0 1 1 0]",0.04027578500006257,0
39,40.0,256,10,"[0 1 0 0 1 0 1 0 1 0 0 1 0 1 1 0 0 1 0 1 0 1 0 0 1 0 1 0 1 0 1 0 1 1 0 1 1
 0 1 0 1 1 0 1 0 1 0 1 1 0]",0.06657463400006236,0
40,40.0,512,10,"[0 1 0 0 1 0 1 0 1 0 0 1 0 1 1 0 0 1 0 1 0 1 0 0 1 0 1 0 1 0 1 0 1 1 0 1 1
 0 1 0 1 1 0 1 0 1 0 1 1 0]",0.12173977300005845,0
41,40.0,1024,10,"[0 1 0 0 1 0 1 0 1 0 0 1 0 1 1 0 0 1 0 1 0 1 0 0 1 0 1 0 1 0 1 0 1 1 0 1 1
 0 1 0 1 1 0 1 0 1 0 1 1 0]",0.24470098900007997,0
42,40.0,2048,10,"[0 1 0 0 1 0 1 0 1 0 0 1 0 1 1 0 0 1 0 1 0 1 0 0 1 0 1 0 1 0 1 0 1 1 0 1 1
 0 1 0 1 1 0 1 0 1 0 1 1 0]",0.532497954000064,0
43,40.0,4096,10,"[0 1 0 0 1 0 1 0 1 0 0 1 0 1 1 0 0 1 0 1 0 1 0 0 1 0 1 0 1 0 1 0 1 1 0 1 1
 0 1 0 1 1 0 1 0 1 0 1 1 0]",1.3739039540000704,0
44,40.0,8192,10,"[0 1 0 0 1 0 1 0 1 0 0 1 0 1 1 0 0 1 0 1 0 1 0 0 1 0 1 0 1 0 1 0 1 1 0 1 1
 0 1 0 1 1 0 1 0 1 0 1 1 0]",1.8782888450000428,0
