,Fitness,Iteration,Restarts,State,Time,current_restart
0,3385.696876616101,0,1,"[11 21 28 15 20 25 17 29 19  0  3 16 10  6 12  2  4 22 13  7  9 18 24 27
  8  1  5 23 14 26]",0.00025879200074996334,0
1,3385.696876616101,1,1,"[11 21 28 15 20 25 17 29 19  0  3 16 10  6 12  2  4 22 13  7  9 18 24 27
  8  1  5 23 14 26]",0.0008107220000965754,0
2,3320.0649235493916,2,1,"[11  5 28 15 20 25 17 29 19  0  3 16 10  6 12  2  4 22 13  7  9 18 24 27
  8  1 21 23 14 26]",0.0012362450006548897,0
3,3103.9101450822764,4,1,"[11  5 28 15 20 25 17 29 19  0  6 16 10  3 12  2  4 22 13  7  9 18 24 27
  8  1 21 23 14 26]",0.002818597000441514,0
4,3103.9101450822764,8,1,"[11  5 28 15 20 25 17 29 19  0  6 16 10  3 12  2  4 22 13  7  9 18 24 27
  8  1 21 23 14 26]",0.003598260000217124,0
5,2824.976819503962,16,1,"[11  5 27 15 20 25 17 29 19  0  6 16 10  3 12  2  4 23 13  7  9 18 24 28
  8  1 21 22 14 26]",0.005512657000508625,0
6,2463.147855784547,32,1,"[11  5 25 27 20 15 13 29 19  0  6 16 10  3 12  2  4 23 17 24 21 18  7 28
  8  1  9 22 14 26]",0.00861699300003238,0
7,2040.156369108371,64,1,"[11  5 25 27 20 15 13 17 28  0  6 16 10  3 12 23  4  2 29  7 21 19  1 18
  8 24  9 26 14 22]",0.01503265800056397,0
8,1812.54898423851,128,1,"[ 5  3 25 12 20 15 13 17 28  0  6 16 10 27 11 21 23  2 29  7  4 18 26 19
 24  8  9  1 14 22]",0.025644059000114794,0
9,1548.5976761202592,256,1,"[25  3  5 12 20 15 13 17 28 18  6 16 10 27 11 21 23  2 29  7  4  0 26 14
 24  8  9  1 19 22]",0.048652832000698254,0
10,1458.4743860868193,512,1,"[11  3  5 12 20 21 13 17 28 18  6 16 14 27 25 15 29  2 23  7  4  0 26 10
 24  8 19  1  9 22]",0.09526021300007415,0
11,1364.7969909405208,1024,1,"[11  3  5 12 20 21 13 17 28 18  6 16 10 22 25 15 29  2 23  7  4  0 14 26
 24  8 19  1  9 27]",0.20981067100001383,0
12,1223.259728165016,2048,1,"[27 20 12  3  5 25 15 17 28 18  6 16 10 14 21 13 29  2 23  7  4  0 22 26
 24  8  9  1 19 11]",0.5022065749999456,0
13,1223.259728165016,4096,1,"[27 20 12  3  5 25 15 17 28 18  6 16 10 14 21 13 29  2 23  7  4  0 22 26
 24  8  9  1 19 11]",1.2267756589999408,0
14,1223.259728165016,8192,1,"[27 20 12  3  5 25 15 17 28 18  6 16 10 14 21 13 29  2 23  7  4  0 22 26
 24  8  9  1 19 11]",2.67171843899996,0
15,3385.696876616101,0,5,"[11 21 28 15 20 25 17 29 19  0  3 16 10  6 12  2  4 22 13  7  9 18 24 27
  8  1  5 23 14 26]",0.0002794319998429273,0
16,3385.696876616101,1,5,"[11 21 28 15 20 25 17 29 19  0  3 16 10  6 12  2  4 22 13  7  9 18 24 27
  8  1  5 23 14 26]",0.0007170679991759243,0
17,3320.0649235493916,2,5,"[11  5 28 15 20 25 17 29 19  0  3 16 10  6 12  2  4 22 13  7  9 18 24 27
  8  1 21 23 14 26]",0.001090498999474221,0
18,3103.9101450822764,4,5,"[11  5 28 15 20 25 17 29 19  0  6 16 10  3 12  2  4 22 13  7  9 18 24 27
  8  1 21 23 14 26]",0.0023574459992232732,0
19,3103.9101450822764,8,5,"[11  5 28 15 20 25 17 29 19  0  6 16 10  3 12  2  4 22 13  7  9 18 24 27
  8  1 21 23 14 26]",0.0031278409996957635,0
20,2824.976819503962,16,5,"[11  5 27 15 20 25 17 29 19  0  6 16 10  3 12  2  4 23 13  7  9 18 24 28
  8  1 21 22 14 26]",0.0052225049994376604,0
21,2463.147855784547,32,5,"[11  5 25 27 20 15 13 29 19  0  6 16 10  3 12  2  4 23 17 24 21 18  7 28
  8  1  9 22 14 26]",0.008802749999631487,0
22,2040.156369108371,64,5,"[11  5 25 27 20 15 13 17 28  0  6 16 10  3 12 23  4  2 29  7 21 19  1 18
  8 24  9 26 14 22]",0.016015235999475408,0
23,1812.54898423851,128,5,"[ 5  3 25 12 20 15 13 17 28  0  6 16 10 27 11 21 23  2 29  7  4 18 26 19
 24  8  9  1 14 22]",0.02891974999965896,0
