,Iteration,Time,Fitness,max_iters,temperature,init_state,algorithm,activation,bias,early_stopping,clip_max,hidden_layer_sizes,learning_rate_init,max_attempts
10,10,0.02343909199999672,1.0773824634195264,400,10,"[0.9702324061859924, -0.3656469941319789, -0.931004665922418, -0.3207171158837536, -0.5772343739065942, 0.28058707007828154, -0.027160965547396554, 0.12755807993534707, 0.2885568487545098, 0.8066216137899047, 0.8557711220692585, 0.621543880869861, -0.9025948748893922, -0.7698845245449071, -0.8259466125081263, -0.8670113282204421, -0.7201431005508125, 0.2922525079431424, 0.40931934901682787, 0.4652648722967878, 0.061222980235642765, 0.15868809960226815, 0.3958293177507177, -0.26159353303492905, 0.5480568773977055, 0.29495812561461676, 0.5176778816553507, -0.2640473577103368, 0.3724873544055085, -0.25359335510448244, -0.3100382457826272, 0.6952344944996756, 0.5519100852625463]",sa,relu,True,True,10000000000.0,"[3, 3]",0.001,100
11,11,0.025349483999999478,1.0773841777312745,400,10,"[0.9702324061859924, -0.3656469941319789, -0.931004665922418, -0.3207171158837536, -0.5772343739065942, 0.28058707007828154, -0.027160965547396554, 0.12755807993534707, 0.2885568487545098, 0.8066216137899047, 0.8557711220692585, 0.621543880869861, -0.9025948748893922, -0.7698845245449071, -0.8259466125081263, -0.8670113282204421, -0.7201431005508125, 0.2922525079431424, 0.40931934901682787, 0.4652648722967878, 0.061222980235642765, 0.15868809960226815, 0.3958293177507177, -0.26159353303492905, 0.5480568773977055, 0.29495812561461676, 0.5176778816553507, -0.2640473577103368, 0.3724873544055085, -0.25359335510448244, -0.3100382457826272, 0.6952344944996756, 0.5519100852625463]",sa,relu,True,True,10000000000.0,"[3, 3]",0.001,100
12,12,0.02767987000000005,1.0773843980685875,400,10,"[0.9702324061859924, -0.3656469941319789, -0.931004665922418, -0.3207171158837536, -0.5772343739065942, 0.28058707007828154, -0.027160965547396554, 0.12755807993534707, 0.2885568487545098, 0.8066216137899047, 0.8557711220692585, 0.621543880869861, -0.9025948748893922, -0.7698845245449071, -0.8259466125081263, -0.8670113282204421, -0.7201431005508125, 0.2922525079431424, 0.40931934901682787, 0.4652648722967878, 0.061222980235642765, 0.15868809960226815, 0.3958293177507177, -0.26159353303492905, 0.5480568773977055, 0.29495812561461676, 0.5176778816553507, -0.2640473577103368, 0.3724873544055085, -0.25359335510448244, -0.3100382457826272, 0.6952344944996756, 0.5519100852625463]",sa,relu,True,True,10000000000.0,"[3, 3]",0.001,100
13,13,0.029463335999999174,1.0773318419178834,400,10,"[0.9702324061859924, -0.3656469941319789, -0.931004665922418, -0.3207171158837536, -0.5772343739065942, 0.28058707007828154, -0.027160965547396554, 0.12755807993534707, 0.2885568487545098, 0.8066216137899047, 0.8557711220692585, 0.621543880869861, -0.9025948748893922, -0.7698845245449071, -0.8259466125081263, -0.8670113282204421, -0.7201431005508125, 0.2922525079431424, 0.40931934901682787, 0.4652648722967878, 0.061222980235642765, 0.15868809960226815, 0.3958293177507177, -0.26159353303492905, 0.5480568773977055, 0.29495812561461676, 0.5176778816553507, -0.2640473577103368, 0.3724873544055085, -0.25359335510448244, -0.3100382457826272, 0.6952344944996756, 0.5519100852625463]",sa,relu,True,True,10000000000.0,"[3, 3]",0.001,100
14,14,0.031328782999999305,1.077330412542247,400,10,"[0.9702324061859924, -0.3656469941319789, -0.931004665922418, -0.3207171158837536, -0.5772343739065942, 0.28058707007828154, -0.027160965547396554, 0.12755807993534707, 0.2885568487545098, 0.8066216137899047, 0.8557711220692585, 0.621543880869861, -0.9025948748893922, -0.7698845245449071, -0.8259466125081263, -0.8670113282204421, -0.7201431005508125, 0.2922525079431424, 0.40931934901682787, 0.4652648722967878, 0.061222980235642765, 0.15868809960226815, 0.3958293177507177, -0.26159353303492905, 0.5480568773977055, 0.29495812561461676, 0.5176778816553507, -0.2640473577103368, 0.3724873544055085, -0.25359335510448244, -0.3100382457826272, 0.6952344944996756, 0.5519100852625463]",sa,relu,True,True,10000000000.0,"[3, 3]",0.001,100
15,15,0.033046880999997086,1.0773391224120037,400,10,"[0.9702324061859924, -0.3656469941319789, -0.931004665922418, -0.3207171158837536, -0.5772343739065942, 0.28058707007828154, -0.027160965547396554, 0.12755807993534707, 0.2885568487545098, 0.8066216137899047, 0.8557711220692585, 0.621543880869861, -0.9025948748893922, -0.7698845245449071, -0.8259466125081263, -0.8670113282204421, -0.7201431005508125, 0.2922525079431424, 0.40931934901682787, 0.4652648722967878, 0.061222980235642765, 0.15868809960226815, 0.3958293177507177, -0.26159353303492905, 0.5480568773977055, 0.29495812561461676, 0.5176778816553507, -0.2640473577103368, 0.3724873544055085, -0.25359335510448244, -0.3100382457826272, 0.6952344944996756, 0.5519100852625463]",sa,relu,True,True,10000000000.0,"[3, 3]",0.001,100
16,16,0.03469653799999861,1.0773176127004116,400,10,"[0.9702324061859924, -0.3656469941319789, -0.931004665922418, -0.3207171158837536, -0.5772343739065942, 0.28058707007828154, -0.027160965547396554, 0.12755807993534707, 0.2885568487545098, 0.8066216137899047, 0.8557711220692585, 0.621543880869861, -0.9025948748893922, -0.7698845245449071, -0.8259466125081263, -0.8670113282204421, -0.7201431005508125, 0.2922525079431424, 0.40931934901682787, 0.4652648722967878, 0.061222980235642765, 0.15868809960226815, 0.3958293177507177, -0.26159353303492905, 0.5480568773977055, 0.29495812561461676, 0.5176778816553507, -0.2640473577103368, 0.3724873544055085, -0.25359335510448244, -0.3100382457826272, 0.6952344944996756, 0.5519100852625463]",sa,relu,True,True,10000000000.0,"[3, 3]",0.001,100
17,17,0.03642438799999681,1.0773262235206515,400,10,"[0.9702324061859924, -0.3656469941319789, -0.931004665922418, -0.3207171158837536, -0.5772343739065942, 0.28058707007828154, -0.027160965547396554, 0.12755807993534707, 0.2885568487545098, 0.8066216137899047, 0.8557711220692585, 0.621543880869861, -0.9025948748893922, -0.7698845245449071, -0.8259466125081263, -0.8670113282204421, -0.7201431005508125, 0.2922525079431424, 0.40931934901682787, 0.4652648722967878, 0.061222980235642765, 0.15868809960226815, 0.3958293177507177, -0.26159353303492905, 0.5480568773977055, 0.29495812561461676, 0.5176778816553507, -0.2640473577103368, 0.3724873544055085, -0.25359335510448244, -0.3100382457826272, 0.6952344944996756, 0.5519100852625463]",sa,relu,True,True,10000000000.0,"[3, 3]",0.001,100
18,18,0.03866621199999898,1.077328278192744,400,10,"[0.9702324061859924, -0.3656469941319789, -0.931004665922418, -0.3207171158837536, -0.5772343739065942, 0.28058707007828154, -0.027160965547396554, 0.12755807993534707, 0.2885568487545098, 0.8066216137899047, 0.8557711220692585, 0.621543880869861, -0.9025948748893922, -0.7698845245449071, -0.8259466125081263, -0.8670113282204421, -0.7201431005508125, 0.2922525079431424, 0.40931934901682787, 0.4652648722967878, 0.061222980235642765, 0.15868809960226815, 0.3958293177507177, -0.26159353303492905, 0.5480568773977055, 0.29495812561461676, 0.5176778816553507, -0.2640473577103368, 0.3724873544055085, -0.25359335510448244, -0.3100382457826272, 0.6952344944996756, 0.5519100852625463]",sa,relu,True,True,10000000000.0,"[3, 3]",0.001,100
19,19,0.040628019999999765,1.0773507901863264,400,10,"[0.9702324061859924, -0.3656469941319789, -0.931004665922418, -0.3207171158837536, -0.5772343739065942, 0.28058707007828154, -0.027160965547396554, 0.12755807993534707, 0.2885568487545098, 0.8066216137899047, 0.8557711220692585, 0.621543880869861, -0.9025948748893922, -0.7698845245449071, -0.8259466125081263, -0.8670113282204421, -0.7201431005508125, 0.2922525079431424, 0.40931934901682787, 0.4652648722967878, 0.061222980235642765, 0.15868809960226815, 0.3958293177507177, -0.26159353303492905, 0.5480568773977055, 0.29495812561461676, 0.5176778816553507, -0.2640473577103368, 0.3724873544055085, -0.25359335510448244, -0.3100382457826272, 0.6952344944996756, 0.5519100852625463]",sa,relu,True,True,10000000000.0,"[3, 3]",0.001,100
20,20,0.04248024699999675,1.0773647337661987,400,10,"[0.9702324061859924, -0.3656469941319789, -0.931004665922418, -0.3207171158837536, -0.5772343739065942, 0.28058707007828154, -0.027160965547396554, 0.12755807993534707, 0.2885568487545098, 0.8066216137899047, 0.8557711220692585, 0.621543880869861, -0.9025948748893922, -0.7698845245449071, -0.8259466125081263, -0.8670113282204421, -0.7201431005508125, 0.2922525079431424, 0.40931934901682787, 0.4652648722967878, 0.061222980235642765, 0.15868809960226815, 0.3958293177507177, -0.26159353303492905, 0.5480568773977055, 0.29495812561461676, 0.5176778816553507, -0.2640473577103368, 0.3724873544055085, -0.25359335510448244, -0.3100382457826272, 0.6952344944996756, 0.5519100852625463]",sa,relu,True,True,10000000000.0,"[3, 3]",0.001,100
21,21,0.044197735999997434,1.0773664540856667,400,10,"[0.9702324061859924, -0.3656469941319789, -0.931004665922418, -0.3207171158837536, -0.5772343739065942, 0.28058707007828154, -0.027160965547396554, 0.12755807993534707, 0.2885568487545098, 0.8066216137899047, 0.8557711220692585, 0.621543880869861, -0.9025948748893922, -0.7698845245449071, -0.8259466125081263, -0.8670113282204421, -0.7201431005508125, 0.2922525079431424, 0.40931934901682787, 0.4652648722967878, 0.061222980235642765, 0.15868809960226815, 0.3958293177507177, -0.26159353303492905, 0.5480568773977055, 0.29495812561461676, 0.5176778816553507, -0.2640473577103368, 0.3724873544055085, -0.25359335510448244, -0.3100382457826272, 0.6952344944996756, 0.5519100852625463]",sa,relu,True,True,10000000000.0,"[3, 3]",0.001,100
22,22,0.04600830599999739,1.0773685393074095,400,10,"[0.9702324061859924, -0.3656469941319789, -0.931004665922418, -0.3207171158837536, -0.5772343739065942, 0.28058707007828154, -0.027160965547396554, 0.12755807993534707, 0.2885568487545098, 0.8066216137899047, 0.8557711220692585, 0.621543880869861, -0.9025948748893922, -0.7698845245449071, -0.8259466125081263, -0.8670113282204421, -0.7201431005508125, 0.2922525079431424, 0.40931934901682787, 0.4652648722967878, 0.061222980235642765, 0.15868809960226815, 0.3958293177507177, -0.26159353303492905, 0.5480568773977055, 0.29495812561461676, 0.5176778816553507, -0.2640473577103368, 0.3724873544055085, -0.25359335510448244, -0.3100382457826272, 0.6952344944996756, 0.5519100852625463]",sa,relu,True,True,10000000000.0,"[3, 3]",0.001,100
23,23,0.0479031259999978,1.0773756772928647,400,10,"[0.9702324061859924, -0.3656469941319789, -0.931004665922418, -0.3207171158837536, -0.5772343739065942, 0.28058707007828154, -0.027160965547396554, 0.12755807993534707, 0.2885568487545098, 0.8066216137899047, 0.8557711220692585, 0.621543880869861, -0.9025948748893922, -0.7698845245449071, -0.8259466125081263, -0.8670113282204421, -0.7201431005508125, 0.2922525079431424, 0.40931934901682787, 0.4652648722967878, 0.061222980235642765, 0.15868809960226815, 0.3958293177507177, -0.26159353303492905, 0.5480568773977055, 0.29495812561461676, 0.5176778816553507, -0.2640473577103368, 0.3724873544055085, -0.25359335510448244, -0.3100382457826272, 0.6952344944996756, 0.5519100852625463]",sa,relu,True,True,10000000000.0,"[3, 3]",0.001,100
24,24,0.04961757699999936,1.0774357734420736,400,10,"[0.9702324061859924, -0.3656469941319789, -0.931004665922418, -0.3207171158837536, -0.5772343739065942, 0.28058707007828154, -0.027160965547396554, 0.12755807993534707, 0.2885568487545098, 0.8066216137899047, 0.8557711220692585, 0.621543880869861, -0.9025948748893922, -0.7698845245449071, -0.8259466125081263, -0.8670113282204421, -0.7201431005508125, 0.2922525079431424, 0.40931934901682787, 0.4652648722967878, 0.061222980235642765, 0.15868809960226815, 0.3958293177507177, -0.26159353303492905, 0.5480568773977055, 0.29495812561461676, 0.5176778816553507, -0.2640473577103368, 0.3724873544055085, -0.25359335510448244, -0.3100382457826272, 0.6952344944996756, 0.5519100852625463]",sa,relu,True,True,10000000000.0,"[3, 3]",0.001,100
25,25,0.05127340800000013,1.0774624924039429,400,10,"[0.9702324061859924, -0.3656469941319789, -0.931004665922418, -0.3207171158837536, -0.5772343739065942, 0.28058707007828154, -0.027160965547396554, 0.12755807993534707, 0.2885568487545098, 0.8066216137899047, 0.8557711220692585, 0.621543880869861, -0.9025948748893922, -0.7698845245449071, -0.8259466125081263, -0.8670113282204421, -0.7201431005508125, 0.2922525079431424, 0.40931934901682787, 0.4652648722967878, 0.061222980235642765, 0.15868809960226815, 0.3958293177507177, -0.26159353303492905, 0.5480568773977055, 0.29495812561461676, 0.5176778816553507, -0.2640473577103368, 0.3724873544055085, -0.25359335510448244, -0.3100382457826272, 0.6952344944996756, 0.5519100852625463]",sa,relu,True,True,10000000000.0,"[3, 3]",0.001,100
26,26,0.052936758999997835,1.0774538326505347,400,10,"[0.9702324061859924, -0.3656469941319789, -0.931004665922418, -0.3207171158837536, -0.5772343739065942, 0.28058707007828154, -0.027160965547396554, 0.12755807993534707, 0.2885568487545098, 0.8066216137899047, 0.8557711220692585, 0.621543880869861, -0.9025948748893922, -0.7698845245449071, -0.8259466125081263, -0.8670113282204421, -0.7201431005508125, 0.2922525079431424, 0.40931934901682787, 0.4652648722967878, 0.061222980235642765, 0.15868809960226815, 0.3958293177507177, -0.26159353303492905, 0.5480568773977055, 0.29495812561461676, 0.5176778816553507, -0.2640473577103368, 0.3724873544055085, -0.25359335510448244, -0.3100382457826272, 0.6952344944996756, 0.5519100852625463]",sa,relu,True,True,10000000000.0,"[3, 3]",0.001,100
27,27,0.05469091499999834,1.0774447778745715,400,10,"[0.9702324061859924, -0.3656469941319789, -0.931004665922418, -0.3207171158837536, -0.5772343739065942, 0.28058707007828154, -0.027160965547396554, 0.12755807993534707, 0.2885568487545098, 0.8066216137899047, 0.8557711220692585, 0.621543880869861, -0.9025948748893922, -0.7698845245449071, -0.8259466125081263, -0.8670113282204421, -0.7201431005508125, 0.2922525079431424, 0.40931934901682787, 0.4652648722967878, 0.061222980235642765, 0.15868809960226815, 0.3958293177507177, -0.26159353303492905, 0.5480568773977055, 0.29495812561461676, 0.5176778816553507, -0.2640473577103368, 0.3724873544055085, -0.25359335510448244, -0.3100382457826272, 0.6952344944996756, 0.5519100852625463]",sa,relu,True,True,10000000000.0,"[3, 3]",0.001,100
28,28,0.05634106699999819,1.0774971424695294,400,10,"[0.9702324061859924, -0.3656469941319789, -0.931004665922418, -0.3207171158837536, -0.5772343739065942, 0.28058707007828154, -0.027160965547396554, 0.12755807993534707, 0.2885568487545098, 0.8066216137899047, 0.8557711220692585, 0.621543880869861, -0.9025948748893922, -0.7698845245449071, -0.8259466125081263, -0.8670113282204421, -0.7201431005508125, 0.2922525079431424, 0.40931934901682787, 0.4652648722967878, 0.061222980235642765, 0.15868809960226815, 0.3958293177507177, -0.26159353303492905, 0.5480568773977055, 0.29495812561461676, 0.5176778816553507, -0.2640473577103368, 0.3724873544055085, -0.25359335510448244, -0.3100382457826272, 0.6952344944996756, 0.5519100852625463]",sa,relu,True,True,10000000000.0,"[3, 3]",0.001,100
29,29,0.05799711299999899,1.0774957170101556,400,10,"[0.9702324061859924, -0.3656469941319789, -0.931004665922418, -0.3207171158837536, -0.5772343739065942, 0.28058707007828154, -0.027160965547396554, 0.12755807993534707, 0.2885568487545098, 0.8066216137899047, 0.8557711220692585, 0.621543880869861, -0.9025948748893922, -0.7698845245449071, -0.8259466125081263, -0.8670113282204421, -0.7201431005508125, 0.2922525079431424, 0.40931934901682787, 0.4652648722967878, 0.061222980235642765, 0.15868809960226815, 0.3958293177507177, -0.26159353303492905, 0.5480568773977055, 0.29495812561461676, 0.5176778816553507, -0.2640473577103368, 0.3724873544055085, -0.25359335510448244, -0.3100382457826272, 0.6952344944996756, 0.5519100852625463]",sa,relu,True,True,10000000000.0,"[3, 3]",0.001,100
30,30,0.05970502799999977,1.0774978789309473,400,10,"[0.9702324061859924, -0.3656469941319789, -0.931004665922418, -0.3207171158837536, -0.5772343739065942, 0.28058707007828154, -0.027160965547396554, 0.12755807993534707, 0.2885568487545098, 0.8066216137899047, 0.8557711220692585, 0.621543880869861, -0.9025948748893922, -0.7698845245449071, -0.8259466125081263, -0.8670113282204421, -0.7201431005508125, 0.2922525079431424, 0.40931934901682787, 0.4652648722967878, 0.061222980235642765, 0.15868809960226815, 0.3958293177507177, -0.26159353303492905, 0.5480568773977055, 0.29495812561461676, 0.5176778816553507, -0.2640473577103368, 0.3724873544055085, -0.25359335510448244, -0.3100382457826272, 0.6952344944996756, 0.5519100852625463]",sa,relu,True,True,10000000000.0,"[3, 3]",0.001,100
31,31,0.06153846399999807,1.0774916929606377,400,10,"[0.9702324061859924, -0.3656469941319789, -0.931004665922418, -0.3207171158837536, -0.5772343739065942, 0.28058707007828154, -0.027160965547396554, 0.12755807993534707, 0.2885568487545098, 0.8066216137899047, 0.8557711220692585, 0.621543880869861, -0.9025948748893922, -0.7698845245449071, -0.8259466125081263, -0.8670113282204421, -0.7201431005508125, 0.2922525079431424, 0.40931934901682787, 0.4652648722967878, 0.061222980235642765, 0.15868809960226815, 0.3958293177507177, -0.26159353303492905, 0.5480568773977055, 0.29495812561461676, 0.5176778816553507, -0.2640473577103368, 0.3724873544055085, -0.25359335510448244, -0.3100382457826272, 0.6952344944996756, 0.5519100852625463]",sa,relu,True,True,10000000000.0,"[3, 3]",0.001,100
32,32,0.06377591899999757,1.0774957406719108,400,10,"[0.9702324061859924, -0.3656469941319789, -0.931004665922418, -0.3207171158837536, -0.5772343739065942, 0.28058707007828154, -0.027160965547396554, 0.12755807993534707, 0.2885568487545098, 0.8066216137899047, 0.8557711220692585, 0.621543880869861, -0.9025948748893922, -0.7698845245449071, -0.8259466125081263, -0.8670113282204421, -0.7201431005508125, 0.2922525079431424, 0.40931934901682787, 0.4652648722967878, 0.061222980235642765, 0.15868809960226815, 0.3958293177507177, -0.26159353303492905, 0.5480568773977055, 0.29495812561461676, 0.5176778816553507, -0.2640473577103368, 0.3724873544055085, -0.25359335510448244, -0.3100382457826272, 0.6952344944996756, 0.5519100852625463]",sa,relu,True,True,10000000000.0,"[3, 3]",0.001,100
33,33,0.06555997199999908,1.077469456458871,400,10,"[0.9702324061859924, -0.3656469941319789, -0.931004665922418, -0.3207171158837536, -0.5772343739065942, 0.28058707007828154, -0.027160965547396554, 0.12755807993534707, 0.2885568487545098, 0.8066216137899047, 0.8557711220692585, 0.621543880869861, -0.9025948748893922, -0.7698845245449071, -0.8259466125081263, -0.8670113282204421, -0.7201431005508125, 0.2922525079431424, 0.40931934901682787, 0.4652648722967878, 0.061222980235642765, 0.15868809960226815, 0.3958293177507177, -0.26159353303492905, 0.5480568773977055, 0.29495812561461676, 0.5176778816553507, -0.2640473577103368, 0.3724873544055085, -0.25359335510448244, -0.3100382457826272, 0.6952344944996756, 0.5519100852625463]",sa,relu,True,True,10000000000.0,"[3, 3]",0.001,100
34,34,0.06734425599999838,1.0774690219928051,400,10,"[0.9702324061859924, -0.3656469941319789, -0.931004665922418, -0.3207171158837536, -0.5772343739065942, 0.28058707007828154, -0.027160965547396554, 0.12755807993534707, 0.2885568487545098, 0.8066216137899047, 0.8557711220692585, 0.621543880869861, -0.9025948748893922, -0.7698845245449071, -0.8259466125081263, -0.8670113282204421, -0.7201431005508125, 0.2922525079431424, 0.40931934901682787, 0.4652648722967878, 0.061222980235642765, 0.15868809960226815, 0.3958293177507177, -0.26159353303492905, 0.5480568773977055, 0.29495812561461676, 0.5176778816553507, -0.2640473577103368, 0.3724873544055085, -0.25359335510448244, -0.3100382457826272, 0.6952344944996756, 0.5519100852625463]",sa,relu,True,True,10000000000.0,"[3, 3]",0.001,100
