,Iteration,Fitness,Time,State,max_iters,temperature,init_state,algorithm,activation,bias,early_stopping,clip_max,hidden_layer_sizes,learning_rate_init,max_attempts
0,0,1.0773619408378687,0.0014563879999975882,"[0.9702324061859924, -0.3656469941319789, -0.931004665922418, -0.3207171158837536, -0.5772343739065942, 0.28058707007828154, -0.027160965547396554, 0.12755807993534707, 0.2885568487545098, 0.8066216137899047, 0.8557711220692585, 0.621543880869861, -0.9025948748893922, -0.7698845245449071, -0.8259466125081263, -0.8670113282204421, -0.7201431005508125, 0.2922525079431424, 0.40931934901682787, 0.4652648722967878, 0.061222980235642765, 0.15868809960226815, 0.3958293177507177, -0.26159353303492905, 0.5480568773977055, 0.29495812561461676, 0.5176778816553507, -0.2640473577103368, 0.3724873544055085, -0.25359335510448244, -0.3100382457826272, 0.6952344944996756, 0.5519100852625463]",400,10,"[0.9702324061859924, -0.3656469941319789, -0.931004665922418, -0.3207171158837536, -0.5772343739065942, 0.28058707007828154, -0.027160965547396554, 0.12755807993534707, 0.2885568487545098, 0.8066216137899047, 0.8557711220692585, 0.621543880869861, -0.9025948748893922, -0.7698845245449071, -0.8259466125081263, -0.8670113282204421, -0.7201431005508125, 0.2922525079431424, 0.40931934901682787, 0.4652648722967878, 0.061222980235642765, 0.15868809960226815, 0.3958293177507177, -0.26159353303492905, 0.5480568773977055, 0.29495812561461676, 0.5176778816553507, -0.2640473577103368, 0.3724873544055085, -0.25359335510448244, -0.3100382457826272, 0.6952344944996756, 0.5519100852625463]",sa,relu,True,True,10000000000.0,"[3, 3]",0.001,100
1,100,1.077569213022404,0.20006088599999927,"[0.9672324061859924, -0.3666469941319789, -0.932004665922418, -0.3197171158837536, -0.5762343739065942, 0.27858707007828154, -0.02416096554739655, 0.12755807993534707, 0.2895568487545098, 0.8076216137899047, 0.8557711220692585, 0.623543880869861, -0.9015948748893922, -0.7688845245449071, -0.8249466125081263, -0.8670113282204421, -0.7181431005508125, 0.2892525079431424, 0.4103193490168279, 0.4652648722967878, 0.059222980235642764, 0.16068809960226815, 0.3958293177507177, -0.26459353303492905, 0.5500568773977055, 0.29595812561461676, 0.5166778816553507, -0.2640473577103368, 0.3724873544055085, -0.25459335510448244, -0.3110382457826272, 0.6952344944996756, 0.5519100852625463]",400,10,"[0.9702324061859924, -0.3656469941319789, -0.931004665922418, -0.3207171158837536, -0.5772343739065942, 0.28058707007828154, -0.027160965547396554, 0.12755807993534707, 0.2885568487545098, 0.8066216137899047, 0.8557711220692585, 0.621543880869861, -0.9025948748893922, -0.7698845245449071, -0.8259466125081263, -0.8670113282204421, -0.7201431005508125, 0.2922525079431424, 0.40931934901682787, 0.4652648722967878, 0.061222980235642765, 0.15868809960226815, 0.3958293177507177, -0.26159353303492905, 0.5480568773977055, 0.29495812561461676, 0.5176778816553507, -0.2640473577103368, 0.3724873544055085, -0.25359335510448244, -0.3100382457826272, 0.6952344944996756, 0.5519100852625463]",sa,relu,True,True,10000000000.0,"[3, 3]",0.001,100
2,400,1.0777328350645325,0.8638562569999984,"[0.9692324061859924, -0.3686469941319789, -0.930004665922418, -0.3177171158837536, -0.5692343739065941, 0.27858707007828154, -0.02316096554739655, 0.12555807993534707, 0.2865568487545098, 0.8026216137899047, 0.8547711220692585, 0.622543880869861, -0.9045948748893922, -0.7668845245449071, -0.8199466125081263, -0.8660113282204421, -0.7181431005508125, 0.2902525079431424, 0.4123193490168279, 0.4642648722967878, 0.05722298023564276, 0.15868809960226815, 0.3958293177507177, -0.26459353303492905, 0.5510568773977055, 0.29495812561461676, 0.5146778816553507, -0.27004735771033683, 0.3724873544055085, -0.25559335510448244, -0.3130382457826272, 0.6972344944996756, 0.5519100852625463]",400,10,"[0.9702324061859924, -0.3656469941319789, -0.931004665922418, -0.3207171158837536, -0.5772343739065942, 0.28058707007828154, -0.027160965547396554, 0.12755807993534707, 0.2885568487545098, 0.8066216137899047, 0.8557711220692585, 0.621543880869861, -0.9025948748893922, -0.7698845245449071, -0.8259466125081263, -0.8670113282204421, -0.7201431005508125, 0.2922525079431424, 0.40931934901682787, 0.4652648722967878, 0.061222980235642765, 0.15868809960226815, 0.3958293177507177, -0.26159353303492905, 0.5480568773977055, 0.29495812561461676, 0.5176778816553507, -0.2640473577103368, 0.3724873544055085, -0.25359335510448244, -0.3100382457826272, 0.6952344944996756, 0.5519100852625463]",sa,relu,True,True,10000000000.0,"[3, 3]",0.001,100
3,900,1.0777328350645325,0.8638562569999984,"[0.9692324061859924, -0.3686469941319789, -0.930004665922418, -0.3177171158837536, -0.5692343739065941, 0.27858707007828154, -0.02316096554739655, 0.12555807993534707, 0.2865568487545098, 0.8026216137899047, 0.8547711220692585, 0.622543880869861, -0.9045948748893922, -0.7668845245449071, -0.8199466125081263, -0.8660113282204421, -0.7181431005508125, 0.2902525079431424, 0.4123193490168279, 0.4642648722967878, 0.05722298023564276, 0.15868809960226815, 0.3958293177507177, -0.26459353303492905, 0.5510568773977055, 0.29495812561461676, 0.5146778816553507, -0.27004735771033683, 0.3724873544055085, -0.25559335510448244, -0.3130382457826272, 0.6972344944996756, 0.5519100852625463]",400,10,"[0.9702324061859924, -0.3656469941319789, -0.931004665922418, -0.3207171158837536, -0.5772343739065942, 0.28058707007828154, -0.027160965547396554, 0.12755807993534707, 0.2885568487545098, 0.8066216137899047, 0.8557711220692585, 0.621543880869861, -0.9025948748893922, -0.7698845245449071, -0.8259466125081263, -0.8670113282204421, -0.7201431005508125, 0.2922525079431424, 0.40931934901682787, 0.4652648722967878, 0.061222980235642765, 0.15868809960226815, 0.3958293177507177, -0.26159353303492905, 0.5480568773977055, 0.29495812561461676, 0.5176778816553507, -0.2640473577103368, 0.3724873544055085, -0.25359335510448244, -0.3100382457826272, 0.6952344944996756, 0.5519100852625463]",sa,relu,True,True,10000000000.0,"[3, 3]",0.001,100
4,1000,1.0777328350645325,0.8638562569999984,"[0.9692324061859924, -0.3686469941319789, -0.930004665922418, -0.3177171158837536, -0.5692343739065941, 0.27858707007828154, -0.02316096554739655, 0.12555807993534707, 0.2865568487545098, 0.8026216137899047, 0.8547711220692585, 0.622543880869861, -0.9045948748893922, -0.7668845245449071, -0.8199466125081263, -0.8660113282204421, -0.7181431005508125, 0.2902525079431424, 0.4123193490168279, 0.4642648722967878, 0.05722298023564276, 0.15868809960226815, 0.3958293177507177, -0.26459353303492905, 0.5510568773977055, 0.29495812561461676, 0.5146778816553507, -0.27004735771033683, 0.3724873544055085, -0.25559335510448244, -0.3130382457826272, 0.6972344944996756, 0.5519100852625463]",400,10,"[0.9702324061859924, -0.3656469941319789, -0.931004665922418, -0.3207171158837536, -0.5772343739065942, 0.28058707007828154, -0.027160965547396554, 0.12755807993534707, 0.2885568487545098, 0.8066216137899047, 0.8557711220692585, 0.621543880869861, -0.9025948748893922, -0.7698845245449071, -0.8259466125081263, -0.8670113282204421, -0.7201431005508125, 0.2922525079431424, 0.40931934901682787, 0.4652648722967878, 0.061222980235642765, 0.15868809960226815, 0.3958293177507177, -0.26159353303492905, 0.5480568773977055, 0.29495812561461676, 0.5176778816553507, -0.2640473577103368, 0.3724873544055085, -0.25359335510448244, -0.3100382457826272, 0.6952344944996756, 0.5519100852625463]",sa,relu,True,True,10000000000.0,"[3, 3]",0.001,100
