,Iteration,Fitness,Time,State,current_restart,Restarts
0,0,5821.7448770658975,0.00026999599998589474,"[ 6 48 11  4 12 31  7 25 41 18 22 28 33 15 16 27 37 20 24 47 13 10 19 29
 42 45 26 32 17 44 34 14  2 43 35 21  0  3 38 36 49 30 39  9  8 23 40  1
  5 46]",0,1
1,1,5807.75030091124,0.0008135329999845453,"[ 6 48 11  4 12 31  7 25 41 18 22 28 33 15 16 27 37 20 24 47 13 10 19 29
 42 45 26 32 44 17 34 14  2 43 35 21  0  3 38 36 49 30 39  9  8 23 40  1
  5 46]",0,1
2,2,5701.595716015616,0.0013126190000321003,"[ 6 48 11  4 12 31  7 25 41 18 22 28 33 15 16 27 37 20 40 47 13 10 19 29
 42 45 26 32 44 17 34 14  2 43 35 21  0  3 38 36 49 30 39  9  8 23 24  1
  5 46]",0,1
3,4,5655.768323908513,0.0019969639999999345,"[ 6 48 11  4 12 31  7 25 41 18 22 28 33 15 16 27 37 20 40 47 13 10 19  2
 42 45 26 32 44 17 34 14 29 43 35 21  0  3 38 36 49 30 39  9  8 23 24  1
  5 46]",0,1
4,8,5654.41127080632,0.0031872989999897072,"[ 6 48 11  4 12 31  7 25 41 18 22 28 33 15 16 27 37 20 40 47 13 10 19  2
 42 45 26 32 44 17 39 14 29 43 35 21  0  3 38 36 49 30 34  9  8 23 24  1
  5 46]",0,1
5,16,4857.198703873053,0.005896205999988524,"[ 6 48 36 41 12 31  7 25  4 18 29 28 33 15 16 27 49 20 40 47 13 10 19  2
 42 45 26 32 44 17 39 14 22 43 35 21  0  3 38 11 37 30 34  9  8 23 24  1
  5 46]",0,1
6,32,4767.624530835561,0.009551626000018132,"[ 6 48 43 41 12 31 45 25  4 18 29 28 33 15 16 27 49 20 40 47 13 10 19 44
 42  7 26 32  2 17 39 14 22 36 35 21  0  3 38 11 37 30 34  9  8 23 24  1
  5 46]",0,1
7,64,4414.321194298967,0.018960772000014003,"[22 21 43 41 12 31 45  8  4 18 29 17  9 15  1 27 49 20 40 44 13 10 19 47
 25  7 26 32  2 28 39 14  6 36 35 48  0  3 38 11 37 30 34 33 42 23 24 16
  5 46]",0,1
8,128,3678.802780739022,0.04611416099999133,"[ 1 21 43 41 12 31 33 34  4 44 26 17 48 15  5 27 49 20 40 39 13 10 19 47
 25 22 29 32 18 28  2 16  6 36 35  7  0  3 38 11  8 30 37 42 45 23 24 14
  9 46]",0,1
9,256,3156.0028101415983,0.08739282999999887,"[13  7 21 44 41 26 33 34  4 12 10 42 48 15  5 27 49 20 40  0  1 31 19 46
 25 22 29 32 18 16  2 28  6 35 36 43 39 11 38  3  8 30 37 45 17 23 24 14
  9 47]",0,1
