,Iteration,Time,Fitness,current_restart,Restarts
0,0,0.00012876200000100368,0.0,0,1
1,1,0.0004586139999993577,0.0,0,1
2,2,0.0007472960000001194,0.0,0,1
3,3,0.0010532679999997185,0.0,0,1
4,4,0.0013592399999993177,0.0,0,1
5,5,0.0014919334999996536,0.0,0,1
6,6,0.0016246269999999896,1.0,0,1
7,7,0.0017573205000003256,1.0,0,1
8,8,0.0018900140000006616,1.0,0,1
9,9,0.0019718992500006305,1.0,0,1
10,10,0.0020537845000005994,1.0,0,1
11,11,0.0021356697500005684,1.0,0,1
12,12,0.0022175550000005373,1.0,0,1
13,13,0.0022994402500005062,1.0,0,1
14,14,0.002381325500000475,1.0,0,1
15,15,0.002463210750000444,1.0,0,1
16,16,0.002545096000000413,1.0,0,1
17,17,0.0026300811250004053,1.0,0,1
18,18,0.0027150662500003975,1.0,0,1
19,19,0.0028000513750003897,1.0,0,1
20,20,0.002885036500000382,1.0,0,1
21,21,0.002970021625000374,1.0,0,1
22,22,0.0030550067500003664,1.0,0,1
23,23,0.0031399918750003586,1.0,0,1
24,24,0.003224977000000351,1.0,0,1
25,25,0.003309962125000343,1.0,0,1
26,26,0.0033949472500003353,1.0,0,1
27,27,0.0034799323750003275,1.0,0,1
28,28,0.0035649175000003197,1.0,0,1
29,29,0.003649902625000312,1.0,0,1
30,30,0.003734887750000304,1.0,0,1
31,31,0.0038198728750002964,1.0,0,1
32,32,0.0039048580000002886,1.0,0,1
33,33,0.0039886215312502915,1.0,0,1
34,34,0.004072385062500294,1.0,0,1
35,35,0.004156148593750297,1.0,0,1
36,36,0.0042399121250003,1.0,0,1
37,37,0.004323675656250303,1.0,0,1
38,38,0.004407439187500306,2.0,0,1
39,39,0.004491202718750309,2.0,0,1
40,40,0.004574966250000312,2.0,0,1
41,41,0.004658729781250315,2.0,0,1
42,42,0.004742493312500318,2.0,0,1
43,43,0.004826256843750321,2.0,0,1
44,44,0.0049100203750003235,2.0,0,1
45,45,0.004993783906250326,2.0,0,1
46,46,0.005077547437500329,2.0,0,1
47,47,0.005161310968750332,2.0,0,1
48,48,0.005245074500000335,2.0,0,1
49,49,0.005328838031250338,2.0,0,1
50,50,0.005412601562500341,2.0,0,1
51,51,0.005496365093750344,2.0,0,1
52,52,0.005580128625000347,2.0,0,1
53,53,0.00566389215625035,2.0,0,1
54,54,0.005747655687500353,2.0,0,1
55,55,0.0058314192187503555,2.0,0,1
56,56,0.005915182750000358,2.0,0,1
57,57,0.005998946281250361,2.0,0,1
58,58,0.006082709812500364,2.0,0,1
