,Iteration,Time,Fitness,max_iters,pop_size,init_state,algorithm,activation,bias,early_stopping,clip_max,hidden_layer_sizes,learning_rate_init,max_attempts
0,0,1.6657845790014107,1.0986122886681098,1000,500,"[0.5457201091452959, -0.6342576470213348, 0.8466127460649133, -0.9641800361733481, -0.7205713738633399, -0.7725507726067427, 0.6285014287661608, -0.13047526205377769, -0.5769860171506223, -0.9827388096634064, 0.01868702958345736, -0.8193107667021935, 0.07214922698491266, 0.7874295965722067, -0.8728056529143169, -0.6439902111745095, -0.4468646992197507, 0.7074490216186746, 0.10145189170941693, -0.4634625816358422, -0.6023584057860474, 0.9525166388540731, -0.7807348819120268, 0.3851121606579728, -0.5125773077237428, 0.786041367731116, 0.9646684202177402, 0.14753733016288972, 0.5842051094123135, -0.6633745338482611, -0.10337822827131227, -0.44594858981354757, -0.507481896175618, 0.16545428287816866, 0.22774388225264208, 0.472551365403568, -0.26053702732676753, -0.06032495154970241, -0.7355740220829137, -0.9572058656753846, 0.3140348606306782, 0.4068884542065041, -0.12523082950040898, 0.7274461515566066, 0.5353904876628222, -0.8119242049830073, 0.6497443386042625, 0.682115316206318, 0.09369513974669275, -0.14641622831639878, 0.8559434465154978, -0.6170490100226325, -0.6373199949386528, -0.4744538763036985, -0.9740005032595718, 0.6922032418462631, 0.7215522209593381, 0.9802309709179551, -0.5932403102069006, -0.28315819535013764, -0.6382583586607853, 0.17104186862175297, 0.8601046879596377, -0.2080252630756485, 0.05629502319064583, -0.7234028674846043, 0.3232166850437024, 0.5635105754661733, 0.7970520219253612, -0.40192497514851633, 0.4169415267973229, 0.7023801546770585, 0.7122942852037715, 0.9888329976976271, -0.7738182698978806, -0.43239329952834593, -0.7341311955400849, 0.16610352428782638, -0.48622285935358667, -0.5704893990855471, 0.4085224149172664, -0.23989640714123217, 0.6428545137086046, 0.9328400836299251, -0.821632983296505, 0.46099958289972687, 0.6992660349474189, 0.07349935144988895, -0.7885722088570251, -0.8124715503009763, -0.7547072993515218, 0.7045763006302483, -0.9702748543070612, -0.6701843896950452, -0.41067724223795055, 0.9055104755357735, -0.5842797833717008, -0.15708886875060046, -0.9415696028913858, 0.9299496357177932, 0.6003347265954031, 0.892026208095426, -0.9430661254036607, 0.4097997021270816, 0.984455313814733, 0.04166239257971971, 0.8522106569275489, 0.30894376053116646, 0.7624669109191728, 0.9293547154811792, -0.6975551193287219, -0.7267675741619009, 0.29603351308838155, 0.3664777272589046, 0.6253563781358309, -0.19275766367450897, 0.38170232661989734, 0.30306238600183133, 0.2914841997155093, 0.07211273452669054, -0.7764917176866424, -0.8207631243906202, -0.7718386511008679, 0.8977196658431372, 0.8208456054194186, -0.18054867658334395, 0.9919434196187671, -0.9892023270823576, -0.8281273149264134, 0.6314240286442057, -0.6852259671921495, -0.1964718825937528, 0.5470320615326152, -0.3717033024945189, -0.2563962749309976, 0.21207862424277368, -0.9308678192809043, -0.2591127358141696, -0.15292084169544706, -0.18005538414376487, -0.22256670691950053, -0.5307151548222493, 0.7525893433835424, -0.17005662749931982, -0.45682729465604743]",ga,relu,True,True,10000000000.0,"[5, 5, 5, 5]",0.001,1000
1,1,3.4548266970014083,1.0986122886681098,1000,500,"[0.5457201091452959, -0.6342576470213348, 0.8466127460649133, -0.9641800361733481, -0.7205713738633399, -0.7725507726067427, 0.6285014287661608, -0.13047526205377769, -0.5769860171506223, -0.9827388096634064, 0.01868702958345736, -0.8193107667021935, 0.07214922698491266, 0.7874295965722067, -0.8728056529143169, -0.6439902111745095, -0.4468646992197507, 0.7074490216186746, 0.10145189170941693, -0.4634625816358422, -0.6023584057860474, 0.9525166388540731, -0.7807348819120268, 0.3851121606579728, -0.5125773077237428, 0.786041367731116, 0.9646684202177402, 0.14753733016288972, 0.5842051094123135, -0.6633745338482611, -0.10337822827131227, -0.44594858981354757, -0.507481896175618, 0.16545428287816866, 0.22774388225264208, 0.472551365403568, -0.26053702732676753, -0.06032495154970241, -0.7355740220829137, -0.9572058656753846, 0.3140348606306782, 0.4068884542065041, -0.12523082950040898, 0.7274461515566066, 0.5353904876628222, -0.8119242049830073, 0.6497443386042625, 0.682115316206318, 0.09369513974669275, -0.14641622831639878, 0.8559434465154978, -0.6170490100226325, -0.6373199949386528, -0.4744538763036985, -0.9740005032595718, 0.6922032418462631, 0.7215522209593381, 0.9802309709179551, -0.5932403102069006, -0.28315819535013764, -0.6382583586607853, 0.17104186862175297, 0.8601046879596377, -0.2080252630756485, 0.05629502319064583, -0.7234028674846043, 0.3232166850437024, 0.5635105754661733, 0.7970520219253612, -0.40192497514851633, 0.4169415267973229, 0.7023801546770585, 0.7122942852037715, 0.9888329976976271, -0.7738182698978806, -0.43239329952834593, -0.7341311955400849, 0.16610352428782638, -0.48622285935358667, -0.5704893990855471, 0.4085224149172664, -0.23989640714123217, 0.6428545137086046, 0.9328400836299251, -0.821632983296505, 0.46099958289972687, 0.6992660349474189, 0.07349935144988895, -0.7885722088570251, -0.8124715503009763, -0.7547072993515218, 0.7045763006302483, -0.9702748543070612, -0.6701843896950452, -0.41067724223795055, 0.9055104755357735, -0.5842797833717008, -0.15708886875060046, -0.9415696028913858, 0.9299496357177932, 0.6003347265954031, 0.892026208095426, -0.9430661254036607, 0.4097997021270816, 0.984455313814733, 0.04166239257971971, 0.8522106569275489, 0.30894376053116646, 0.7624669109191728, 0.9293547154811792, -0.6975551193287219, -0.7267675741619009, 0.29603351308838155, 0.3664777272589046, 0.6253563781358309, -0.19275766367450897, 0.38170232661989734, 0.30306238600183133, 0.2914841997155093, 0.07211273452669054, -0.7764917176866424, -0.8207631243906202, -0.7718386511008679, 0.8977196658431372, 0.8208456054194186, -0.18054867658334395, 0.9919434196187671, -0.9892023270823576, -0.8281273149264134, 0.6314240286442057, -0.6852259671921495, -0.1964718825937528, 0.5470320615326152, -0.3717033024945189, -0.2563962749309976, 0.21207862424277368, -0.9308678192809043, -0.2591127358141696, -0.15292084169544706, -0.18005538414376487, -0.22256670691950053, -0.5307151548222493, 0.7525893433835424, -0.17005662749931982, -0.45682729465604743]",ga,relu,True,True,10000000000.0,"[5, 5, 5, 5]",0.001,1000
2,2,5.245957164001084,1.0986122886681098,1000,500,"[0.5457201091452959, -0.6342576470213348, 0.8466127460649133, -0.9641800361733481, -0.7205713738633399, -0.7725507726067427, 0.6285014287661608, -0.13047526205377769, -0.5769860171506223, -0.9827388096634064, 0.01868702958345736, -0.8193107667021935, 0.07214922698491266, 0.7874295965722067, -0.8728056529143169, -0.6439902111745095, -0.4468646992197507, 0.7074490216186746, 0.10145189170941693, -0.4634625816358422, -0.6023584057860474, 0.9525166388540731, -0.7807348819120268, 0.3851121606579728, -0.5125773077237428, 0.786041367731116, 0.9646684202177402, 0.14753733016288972, 0.5842051094123135, -0.6633745338482611, -0.10337822827131227, -0.44594858981354757, -0.507481896175618, 0.16545428287816866, 0.22774388225264208, 0.472551365403568, -0.26053702732676753, -0.06032495154970241, -0.7355740220829137, -0.9572058656753846, 0.3140348606306782, 0.4068884542065041, -0.12523082950040898, 0.7274461515566066, 0.5353904876628222, -0.8119242049830073, 0.6497443386042625, 0.682115316206318, 0.09369513974669275, -0.14641622831639878, 0.8559434465154978, -0.6170490100226325, -0.6373199949386528, -0.4744538763036985, -0.9740005032595718, 0.6922032418462631, 0.7215522209593381, 0.9802309709179551, -0.5932403102069006, -0.28315819535013764, -0.6382583586607853, 0.17104186862175297, 0.8601046879596377, -0.2080252630756485, 0.05629502319064583, -0.7234028674846043, 0.3232166850437024, 0.5635105754661733, 0.7970520219253612, -0.40192497514851633, 0.4169415267973229, 0.7023801546770585, 0.7122942852037715, 0.9888329976976271, -0.7738182698978806, -0.43239329952834593, -0.7341311955400849, 0.16610352428782638, -0.48622285935358667, -0.5704893990855471, 0.4085224149172664, -0.23989640714123217, 0.6428545137086046, 0.9328400836299251, -0.821632983296505, 0.46099958289972687, 0.6992660349474189, 0.07349935144988895, -0.7885722088570251, -0.8124715503009763, -0.7547072993515218, 0.7045763006302483, -0.9702748543070612, -0.6701843896950452, -0.41067724223795055, 0.9055104755357735, -0.5842797833717008, -0.15708886875060046, -0.9415696028913858, 0.9299496357177932, 0.6003347265954031, 0.892026208095426, -0.9430661254036607, 0.4097997021270816, 0.984455313814733, 0.04166239257971971, 0.8522106569275489, 0.30894376053116646, 0.7624669109191728, 0.9293547154811792, -0.6975551193287219, -0.7267675741619009, 0.29603351308838155, 0.3664777272589046, 0.6253563781358309, -0.19275766367450897, 0.38170232661989734, 0.30306238600183133, 0.2914841997155093, 0.07211273452669054, -0.7764917176866424, -0.8207631243906202, -0.7718386511008679, 0.8977196658431372, 0.8208456054194186, -0.18054867658334395, 0.9919434196187671, -0.9892023270823576, -0.8281273149264134, 0.6314240286442057, -0.6852259671921495, -0.1964718825937528, 0.5470320615326152, -0.3717033024945189, -0.2563962749309976, 0.21207862424277368, -0.9308678192809043, -0.2591127358141696, -0.15292084169544706, -0.18005538414376487, -0.22256670691950053, -0.5307151548222493, 0.7525893433835424, -0.17005662749931982, -0.45682729465604743]",ga,relu,True,True,10000000000.0,"[5, 5, 5, 5]",0.001,1000
3,3,7.154825076000634,1.0986122886681098,1000,500,"[0.5457201091452959, -0.6342576470213348, 0.8466127460649133, -0.9641800361733481, -0.7205713738633399, -0.7725507726067427, 0.6285014287661608, -0.13047526205377769, -0.5769860171506223, -0.9827388096634064, 0.01868702958345736, -0.8193107667021935, 0.07214922698491266, 0.7874295965722067, -0.8728056529143169, -0.6439902111745095, -0.4468646992197507, 0.7074490216186746, 0.10145189170941693, -0.4634625816358422, -0.6023584057860474, 0.9525166388540731, -0.7807348819120268, 0.3851121606579728, -0.5125773077237428, 0.786041367731116, 0.9646684202177402, 0.14753733016288972, 0.5842051094123135, -0.6633745338482611, -0.10337822827131227, -0.44594858981354757, -0.507481896175618, 0.16545428287816866, 0.22774388225264208, 0.472551365403568, -0.26053702732676753, -0.06032495154970241, -0.7355740220829137, -0.9572058656753846, 0.3140348606306782, 0.4068884542065041, -0.12523082950040898, 0.7274461515566066, 0.5353904876628222, -0.8119242049830073, 0.6497443386042625, 0.682115316206318, 0.09369513974669275, -0.14641622831639878, 0.8559434465154978, -0.6170490100226325, -0.6373199949386528, -0.4744538763036985, -0.9740005032595718, 0.6922032418462631, 0.7215522209593381, 0.9802309709179551, -0.5932403102069006, -0.28315819535013764, -0.6382583586607853, 0.17104186862175297, 0.8601046879596377, -0.2080252630756485, 0.05629502319064583, -0.7234028674846043, 0.3232166850437024, 0.5635105754661733, 0.7970520219253612, -0.40192497514851633, 0.4169415267973229, 0.7023801546770585, 0.7122942852037715, 0.9888329976976271, -0.7738182698978806, -0.43239329952834593, -0.7341311955400849, 0.16610352428782638, -0.48622285935358667, -0.5704893990855471, 0.4085224149172664, -0.23989640714123217, 0.6428545137086046, 0.9328400836299251, -0.821632983296505, 0.46099958289972687, 0.6992660349474189, 0.07349935144988895, -0.7885722088570251, -0.8124715503009763, -0.7547072993515218, 0.7045763006302483, -0.9702748543070612, -0.6701843896950452, -0.41067724223795055, 0.9055104755357735, -0.5842797833717008, -0.15708886875060046, -0.9415696028913858, 0.9299496357177932, 0.6003347265954031, 0.892026208095426, -0.9430661254036607, 0.4097997021270816, 0.984455313814733, 0.04166239257971971, 0.8522106569275489, 0.30894376053116646, 0.7624669109191728, 0.9293547154811792, -0.6975551193287219, -0.7267675741619009, 0.29603351308838155, 0.3664777272589046, 0.6253563781358309, -0.19275766367450897, 0.38170232661989734, 0.30306238600183133, 0.2914841997155093, 0.07211273452669054, -0.7764917176866424, -0.8207631243906202, -0.7718386511008679, 0.8977196658431372, 0.8208456054194186, -0.18054867658334395, 0.9919434196187671, -0.9892023270823576, -0.8281273149264134, 0.6314240286442057, -0.6852259671921495, -0.1964718825937528, 0.5470320615326152, -0.3717033024945189, -0.2563962749309976, 0.21207862424277368, -0.9308678192809043, -0.2591127358141696, -0.15292084169544706, -0.18005538414376487, -0.22256670691950053, -0.5307151548222493, 0.7525893433835424, -0.17005662749931982, -0.45682729465604743]",ga,relu,True,True,10000000000.0,"[5, 5, 5, 5]",0.001,1000
4,4,8.998205127001711,1.0969676594934568,1000,500,"[0.5457201091452959, -0.6342576470213348, 0.8466127460649133, -0.9641800361733481, -0.7205713738633399, -0.7725507726067427, 0.6285014287661608, -0.13047526205377769, -0.5769860171506223, -0.9827388096634064, 0.01868702958345736, -0.8193107667021935, 0.07214922698491266, 0.7874295965722067, -0.8728056529143169, -0.6439902111745095, -0.4468646992197507, 0.7074490216186746, 0.10145189170941693, -0.4634625816358422, -0.6023584057860474, 0.9525166388540731, -0.7807348819120268, 0.3851121606579728, -0.5125773077237428, 0.786041367731116, 0.9646684202177402, 0.14753733016288972, 0.5842051094123135, -0.6633745338482611, -0.10337822827131227, -0.44594858981354757, -0.507481896175618, 0.16545428287816866, 0.22774388225264208, 0.472551365403568, -0.26053702732676753, -0.06032495154970241, -0.7355740220829137, -0.9572058656753846, 0.3140348606306782, 0.4068884542065041, -0.12523082950040898, 0.7274461515566066, 0.5353904876628222, -0.8119242049830073, 0.6497443386042625, 0.682115316206318, 0.09369513974669275, -0.14641622831639878, 0.8559434465154978, -0.6170490100226325, -0.6373199949386528, -0.4744538763036985, -0.9740005032595718, 0.6922032418462631, 0.7215522209593381, 0.9802309709179551, -0.5932403102069006, -0.28315819535013764, -0.6382583586607853, 0.17104186862175297, 0.8601046879596377, -0.2080252630756485, 0.05629502319064583, -0.7234028674846043, 0.3232166850437024, 0.5635105754661733, 0.7970520219253612, -0.40192497514851633, 0.4169415267973229, 0.7023801546770585, 0.7122942852037715, 0.9888329976976271, -0.7738182698978806, -0.43239329952834593, -0.7341311955400849, 0.16610352428782638, -0.48622285935358667, -0.5704893990855471, 0.4085224149172664, -0.23989640714123217, 0.6428545137086046, 0.9328400836299251, -0.821632983296505, 0.46099958289972687, 0.6992660349474189, 0.07349935144988895, -0.7885722088570251, -0.8124715503009763, -0.7547072993515218, 0.7045763006302483, -0.9702748543070612, -0.6701843896950452, -0.41067724223795055, 0.9055104755357735, -0.5842797833717008, -0.15708886875060046, -0.9415696028913858, 0.9299496357177932, 0.6003347265954031, 0.892026208095426, -0.9430661254036607, 0.4097997021270816, 0.984455313814733, 0.04166239257971971, 0.8522106569275489, 0.30894376053116646, 0.7624669109191728, 0.9293547154811792, -0.6975551193287219, -0.7267675741619009, 0.29603351308838155, 0.3664777272589046, 0.6253563781358309, -0.19275766367450897, 0.38170232661989734, 0.30306238600183133, 0.2914841997155093, 0.07211273452669054, -0.7764917176866424, -0.8207631243906202, -0.7718386511008679, 0.8977196658431372, 0.8208456054194186, -0.18054867658334395, 0.9919434196187671, -0.9892023270823576, -0.8281273149264134, 0.6314240286442057, -0.6852259671921495, -0.1964718825937528, 0.5470320615326152, -0.3717033024945189, -0.2563962749309976, 0.21207862424277368, -0.9308678192809043, -0.2591127358141696, -0.15292084169544706, -0.18005538414376487, -0.22256670691950053, -0.5307151548222493, 0.7525893433835424, -0.17005662749931982, -0.45682729465604743]",ga,relu,True,True,10000000000.0,"[5, 5, 5, 5]",0.001,1000
5,5,10.601387681001142,1.0969676594934568,1000,500,"[0.5457201091452959, -0.6342576470213348, 0.8466127460649133, -0.9641800361733481, -0.7205713738633399, -0.7725507726067427, 0.6285014287661608, -0.13047526205377769, -0.5769860171506223, -0.9827388096634064, 0.01868702958345736, -0.8193107667021935, 0.07214922698491266, 0.7874295965722067, -0.8728056529143169, -0.6439902111745095, -0.4468646992197507, 0.7074490216186746, 0.10145189170941693, -0.4634625816358422, -0.6023584057860474, 0.9525166388540731, -0.7807348819120268, 0.3851121606579728, -0.5125773077237428, 0.786041367731116, 0.9646684202177402, 0.14753733016288972, 0.5842051094123135, -0.6633745338482611, -0.10337822827131227, -0.44594858981354757, -0.507481896175618, 0.16545428287816866, 0.22774388225264208, 0.472551365403568, -0.26053702732676753, -0.06032495154970241, -0.7355740220829137, -0.9572058656753846, 0.3140348606306782, 0.4068884542065041, -0.12523082950040898, 0.7274461515566066, 0.5353904876628222, -0.8119242049830073, 0.6497443386042625, 0.682115316206318, 0.09369513974669275, -0.14641622831639878, 0.8559434465154978, -0.6170490100226325, -0.6373199949386528, -0.4744538763036985, -0.9740005032595718, 0.6922032418462631, 0.7215522209593381, 0.9802309709179551, -0.5932403102069006, -0.28315819535013764, -0.6382583586607853, 0.17104186862175297, 0.8601046879596377, -0.2080252630756485, 0.05629502319064583, -0.7234028674846043, 0.3232166850437024, 0.5635105754661733, 0.7970520219253612, -0.40192497514851633, 0.4169415267973229, 0.7023801546770585, 0.7122942852037715, 0.9888329976976271, -0.7738182698978806, -0.43239329952834593, -0.7341311955400849, 0.16610352428782638, -0.48622285935358667, -0.5704893990855471, 0.4085224149172664, -0.23989640714123217, 0.6428545137086046, 0.9328400836299251, -0.821632983296505, 0.46099958289972687, 0.6992660349474189, 0.07349935144988895, -0.7885722088570251, -0.8124715503009763, -0.7547072993515218, 0.7045763006302483, -0.9702748543070612, -0.6701843896950452, -0.41067724223795055, 0.9055104755357735, -0.5842797833717008, -0.15708886875060046, -0.9415696028913858, 0.9299496357177932, 0.6003347265954031, 0.892026208095426, -0.9430661254036607, 0.4097997021270816, 0.984455313814733, 0.04166239257971971, 0.8522106569275489, 0.30894376053116646, 0.7624669109191728, 0.9293547154811792, -0.6975551193287219, -0.7267675741619009, 0.29603351308838155, 0.3664777272589046, 0.6253563781358309, -0.19275766367450897, 0.38170232661989734, 0.30306238600183133, 0.2914841997155093, 0.07211273452669054, -0.7764917176866424, -0.8207631243906202, -0.7718386511008679, 0.8977196658431372, 0.8208456054194186, -0.18054867658334395, 0.9919434196187671, -0.9892023270823576, -0.8281273149264134, 0.6314240286442057, -0.6852259671921495, -0.1964718825937528, 0.5470320615326152, -0.3717033024945189, -0.2563962749309976, 0.21207862424277368, -0.9308678192809043, -0.2591127358141696, -0.15292084169544706, -0.18005538414376487, -0.22256670691950053, -0.5307151548222493, 0.7525893433835424, -0.17005662749931982, -0.45682729465604743]",ga,relu,True,True,10000000000.0,"[5, 5, 5, 5]",0.001,1000
6,6,12.16108601400083,1.0969676594934568,1000,500,"[0.5457201091452959, -0.6342576470213348, 0.8466127460649133, -0.9641800361733481, -0.7205713738633399, -0.7725507726067427, 0.6285014287661608, -0.13047526205377769, -0.5769860171506223, -0.9827388096634064, 0.01868702958345736, -0.8193107667021935, 0.07214922698491266, 0.7874295965722067, -0.8728056529143169, -0.6439902111745095, -0.4468646992197507, 0.7074490216186746, 0.10145189170941693, -0.4634625816358422, -0.6023584057860474, 0.9525166388540731, -0.7807348819120268, 0.3851121606579728, -0.5125773077237428, 0.786041367731116, 0.9646684202177402, 0.14753733016288972, 0.5842051094123135, -0.6633745338482611, -0.10337822827131227, -0.44594858981354757, -0.507481896175618, 0.16545428287816866, 0.22774388225264208, 0.472551365403568, -0.26053702732676753, -0.06032495154970241, -0.7355740220829137, -0.9572058656753846, 0.3140348606306782, 0.4068884542065041, -0.12523082950040898, 0.7274461515566066, 0.5353904876628222, -0.8119242049830073, 0.6497443386042625, 0.682115316206318, 0.09369513974669275, -0.14641622831639878, 0.8559434465154978, -0.6170490100226325, -0.6373199949386528, -0.4744538763036985, -0.9740005032595718, 0.6922032418462631, 0.7215522209593381, 0.9802309709179551, -0.5932403102069006, -0.28315819535013764, -0.6382583586607853, 0.17104186862175297, 0.8601046879596377, -0.2080252630756485, 0.05629502319064583, -0.7234028674846043, 0.3232166850437024, 0.5635105754661733, 0.7970520219253612, -0.40192497514851633, 0.4169415267973229, 0.7023801546770585, 0.7122942852037715, 0.9888329976976271, -0.7738182698978806, -0.43239329952834593, -0.7341311955400849, 0.16610352428782638, -0.48622285935358667, -0.5704893990855471, 0.4085224149172664, -0.23989640714123217, 0.6428545137086046, 0.9328400836299251, -0.821632983296505, 0.46099958289972687, 0.6992660349474189, 0.07349935144988895, -0.7885722088570251, -0.8124715503009763, -0.7547072993515218, 0.7045763006302483, -0.9702748543070612, -0.6701843896950452, -0.41067724223795055, 0.9055104755357735, -0.5842797833717008, -0.15708886875060046, -0.9415696028913858, 0.9299496357177932, 0.6003347265954031, 0.892026208095426, -0.9430661254036607, 0.4097997021270816, 0.984455313814733, 0.04166239257971971, 0.8522106569275489, 0.30894376053116646, 0.7624669109191728, 0.9293547154811792, -0.6975551193287219, -0.7267675741619009, 0.29603351308838155, 0.3664777272589046, 0.6253563781358309, -0.19275766367450897, 0.38170232661989734, 0.30306238600183133, 0.2914841997155093, 0.07211273452669054, -0.7764917176866424, -0.8207631243906202, -0.7718386511008679, 0.8977196658431372, 0.8208456054194186, -0.18054867658334395, 0.9919434196187671, -0.9892023270823576, -0.8281273149264134, 0.6314240286442057, -0.6852259671921495, -0.1964718825937528, 0.5470320615326152, -0.3717033024945189, -0.2563962749309976, 0.21207862424277368, -0.9308678192809043, -0.2591127358141696, -0.15292084169544706, -0.18005538414376487, -0.22256670691950053, -0.5307151548222493, 0.7525893433835424, -0.17005662749931982, -0.45682729465604743]",ga,relu,True,True,10000000000.0,"[5, 5, 5, 5]",0.001,1000
7,7,13.668481555001563,1.0969676594934568,1000,500,"[0.5457201091452959, -0.6342576470213348, 0.8466127460649133, -0.9641800361733481, -0.7205713738633399, -0.7725507726067427, 0.6285014287661608, -0.13047526205377769, -0.5769860171506223, -0.9827388096634064, 0.01868702958345736, -0.8193107667021935, 0.07214922698491266, 0.7874295965722067, -0.8728056529143169, -0.6439902111745095, -0.4468646992197507, 0.7074490216186746, 0.10145189170941693, -0.4634625816358422, -0.6023584057860474, 0.9525166388540731, -0.7807348819120268, 0.3851121606579728, -0.5125773077237428, 0.786041367731116, 0.9646684202177402, 0.14753733016288972, 0.5842051094123135, -0.6633745338482611, -0.10337822827131227, -0.44594858981354757, -0.507481896175618, 0.16545428287816866, 0.22774388225264208, 0.472551365403568, -0.26053702732676753, -0.06032495154970241, -0.7355740220829137, -0.9572058656753846, 0.3140348606306782, 0.4068884542065041, -0.12523082950040898, 0.7274461515566066, 0.5353904876628222, -0.8119242049830073, 0.6497443386042625, 0.682115316206318, 0.09369513974669275, -0.14641622831639878, 0.8559434465154978, -0.6170490100226325, -0.6373199949386528, -0.4744538763036985, -0.9740005032595718, 0.6922032418462631, 0.7215522209593381, 0.9802309709179551, -0.5932403102069006, -0.28315819535013764, -0.6382583586607853, 0.17104186862175297, 0.8601046879596377, -0.2080252630756485, 0.05629502319064583, -0.7234028674846043, 0.3232166850437024, 0.5635105754661733, 0.7970520219253612, -0.40192497514851633, 0.4169415267973229, 0.7023801546770585, 0.7122942852037715, 0.9888329976976271, -0.7738182698978806, -0.43239329952834593, -0.7341311955400849, 0.16610352428782638, -0.48622285935358667, -0.5704893990855471, 0.4085224149172664, -0.23989640714123217, 0.6428545137086046, 0.9328400836299251, -0.821632983296505, 0.46099958289972687, 0.6992660349474189, 0.07349935144988895, -0.7885722088570251, -0.8124715503009763, -0.7547072993515218, 0.7045763006302483, -0.9702748543070612, -0.6701843896950452, -0.41067724223795055, 0.9055104755357735, -0.5842797833717008, -0.15708886875060046, -0.9415696028913858, 0.9299496357177932, 0.6003347265954031, 0.892026208095426, -0.9430661254036607, 0.4097997021270816, 0.984455313814733, 0.04166239257971971, 0.8522106569275489, 0.30894376053116646, 0.7624669109191728, 0.9293547154811792, -0.6975551193287219, -0.7267675741619009, 0.29603351308838155, 0.3664777272589046, 0.6253563781358309, -0.19275766367450897, 0.38170232661989734, 0.30306238600183133, 0.2914841997155093, 0.07211273452669054, -0.7764917176866424, -0.8207631243906202, -0.7718386511008679, 0.8977196658431372, 0.8208456054194186, -0.18054867658334395, 0.9919434196187671, -0.9892023270823576, -0.8281273149264134, 0.6314240286442057, -0.6852259671921495, -0.1964718825937528, 0.5470320615326152, -0.3717033024945189, -0.2563962749309976, 0.21207862424277368, -0.9308678192809043, -0.2591127358141696, -0.15292084169544706, -0.18005538414376487, -0.22256670691950053, -0.5307151548222493, 0.7525893433835424, -0.17005662749931982, -0.45682729465604743]",ga,relu,True,True,10000000000.0,"[5, 5, 5, 5]",0.001,1000
8,8,15.167199242001516,1.0969676594934568,1000,500,"[0.5457201091452959, -0.6342576470213348, 0.8466127460649133, -0.9641800361733481, -0.7205713738633399, -0.7725507726067427, 0.6285014287661608, -0.13047526205377769, -0.5769860171506223, -0.9827388096634064, 0.01868702958345736, -0.8193107667021935, 0.07214922698491266, 0.7874295965722067, -0.8728056529143169, -0.6439902111745095, -0.4468646992197507, 0.7074490216186746, 0.10145189170941693, -0.4634625816358422, -0.6023584057860474, 0.9525166388540731, -0.7807348819120268, 0.3851121606579728, -0.5125773077237428, 0.786041367731116, 0.9646684202177402, 0.14753733016288972, 0.5842051094123135, -0.6633745338482611, -0.10337822827131227, -0.44594858981354757, -0.507481896175618, 0.16545428287816866, 0.22774388225264208, 0.472551365403568, -0.26053702732676753, -0.06032495154970241, -0.7355740220829137, -0.9572058656753846, 0.3140348606306782, 0.4068884542065041, -0.12523082950040898, 0.7274461515566066, 0.5353904876628222, -0.8119242049830073, 0.6497443386042625, 0.682115316206318, 0.09369513974669275, -0.14641622831639878, 0.8559434465154978, -0.6170490100226325, -0.6373199949386528, -0.4744538763036985, -0.9740005032595718, 0.6922032418462631, 0.7215522209593381, 0.9802309709179551, -0.5932403102069006, -0.28315819535013764, -0.6382583586607853, 0.17104186862175297, 0.8601046879596377, -0.2080252630756485, 0.05629502319064583, -0.7234028674846043, 0.3232166850437024, 0.5635105754661733, 0.7970520219253612, -0.40192497514851633, 0.4169415267973229, 0.7023801546770585, 0.7122942852037715, 0.9888329976976271, -0.7738182698978806, -0.43239329952834593, -0.7341311955400849, 0.16610352428782638, -0.48622285935358667, -0.5704893990855471, 0.4085224149172664, -0.23989640714123217, 0.6428545137086046, 0.9328400836299251, -0.821632983296505, 0.46099958289972687, 0.6992660349474189, 0.07349935144988895, -0.7885722088570251, -0.8124715503009763, -0.7547072993515218, 0.7045763006302483, -0.9702748543070612, -0.6701843896950452, -0.41067724223795055, 0.9055104755357735, -0.5842797833717008, -0.15708886875060046, -0.9415696028913858, 0.9299496357177932, 0.6003347265954031, 0.892026208095426, -0.9430661254036607, 0.4097997021270816, 0.984455313814733, 0.04166239257971971, 0.8522106569275489, 0.30894376053116646, 0.7624669109191728, 0.9293547154811792, -0.6975551193287219, -0.7267675741619009, 0.29603351308838155, 0.3664777272589046, 0.6253563781358309, -0.19275766367450897, 0.38170232661989734, 0.30306238600183133, 0.2914841997155093, 0.07211273452669054, -0.7764917176866424, -0.8207631243906202, -0.7718386511008679, 0.8977196658431372, 0.8208456054194186, -0.18054867658334395, 0.9919434196187671, -0.9892023270823576, -0.8281273149264134, 0.6314240286442057, -0.6852259671921495, -0.1964718825937528, 0.5470320615326152, -0.3717033024945189, -0.2563962749309976, 0.21207862424277368, -0.9308678192809043, -0.2591127358141696, -0.15292084169544706, -0.18005538414376487, -0.22256670691950053, -0.5307151548222493, 0.7525893433835424, -0.17005662749931982, -0.45682729465604743]",ga,relu,True,True,10000000000.0,"[5, 5, 5, 5]",0.001,1000
