,Iteration,Fitness,Time,State,max_iters,pop_size,init_state,algorithm,activation,bias,early_stopping,clip_max,hidden_layer_sizes,learning_rate_init,max_attempts
0,0,32.2657437090145,1.6657845790014107,"[-6938916024.677062, -6846286779.811854, 9709822283.663052, 8089954616.105873, -6278434746.659181, -4645809711.736766, -3318976850.232418, 2891837418.6504917, -4971855184.841873, 2704127747.7589836, 1595955576.8265858, 2376224456.8590794, -2644557480.463441, -4836654153.051087, -6112996199.371068, 1050407931.0010624, 6512616033.360514, 69004057.48716927, 3751197536.7918797, 5190978196.190504, 2846079786.1178837, -2299913788.0106964, -8397922062.84095, 6149796833.843353, 6229480290.778954, -8983419235.82234, 1885035549.6784916, 9365247662.48058, 9724345004.45092, 6395958176.831045, 3797627111.895691, 2464768174.368559, 1984612789.5750103, 3631853662.4518967, 6774491510.831955, -799785948.3681679, 954731373.161087, 9129945039.015144, -4320412183.267656, -312793659.831316, 6262714041.652533, 2136361011.3071556, 2703436416.1844044, -1665666250.375517, 5624894180.983028, -3915569304.8781366, 5193920425.000759, -2001927550.320837, 5071128108.905649, 2047683791.213129, -1171617492.5502815, 1913392298.7014751, 8347234836.590897, 8049110040.180378, 1621479155.2683067, 8648611464.86901, 3800176656.2148952, 9179580415.867493, -9247501678.009716, -752044541.0447006, -9149081751.837242, 9361671163.037266, 2726710118.711502, -8240650457.120735, 6383412317.087154, -7456828170.441838, 3277273998.0994015, 7871189663.650867, -7098840377.515678, -5228802.398851395, -445274339.8845997, -3274268495.455559, -8697786016.495459, 735141239.450592, 2794717881.809147, -4226654566.5132, -7855266792.823124, 1189424396.6941853, -7151989071.323497, -6252508213.89105, -6555427131.080696, 974713934.5747318, 1944754070.0467262, 9803396068.802353, 8645216826.114079, -1680010843.4308548, -6753123494.9591255, -224652463.75182152, -6238237381.299647, 3477908075.2894306, 7971308438.36813, -4168335025.246312, -8153533258.642256, 7057068775.443369, -5013965430.847298, 6912566303.506256, -9268899251.001604, 9569889794.977146, 348602699.88866615, 9652994821.360237, 8149282727.140324, 2233019053.4881554, 4144810258.521412, -4322803526.020447, -1827756781.9902973, -2324079804.1799374, 542755437.0136414, 4406732147.664289, 698893904.217083, 8981577636.071247, -6244967988.639116, 4658752253.808405, -1466845604.979041, -8124671809.480437, -4467722546.760333, -455348428.65078735, 972896701.129919, -9601965169.598457, -608433826.3696766, -6210153674.464183, 2037878720.1102695, 1410141166.917389, 5864744733.328209, -578612331.1419277, -466816971.3113079, 4840446215.666523, 2702187828.3877735, 6076753621.674644, -3284109749.334736, -4292816683.0948973, -6483757477.739385, -6911009632.624991, 5579631382.238779, -3919037495.4163647, 3232521027.940567, -3302061514.948471, -4076620222.5759068, -2466027304.3756285, -5810144786.359253, 3356352886.2710075, -173736781.17440033, -5049711567.673196, 3269029835.0548687, -3346919152.7042503, 7797160508.954922]",1000,500,"[0.5457201091452959, -0.6342576470213348, 0.8466127460649133, -0.9641800361733481, -0.7205713738633399, -0.7725507726067427, 0.6285014287661608, -0.13047526205377769, -0.5769860171506223, -0.9827388096634064, 0.01868702958345736, -0.8193107667021935, 0.07214922698491266, 0.7874295965722067, -0.8728056529143169, -0.6439902111745095, -0.4468646992197507, 0.7074490216186746, 0.10145189170941693, -0.4634625816358422, -0.6023584057860474, 0.9525166388540731, -0.7807348819120268, 0.3851121606579728, -0.5125773077237428, 0.786041367731116, 0.9646684202177402, 0.14753733016288972, 0.5842051094123135, -0.6633745338482611, -0.10337822827131227, -0.44594858981354757, -0.507481896175618, 0.16545428287816866, 0.22774388225264208, 0.472551365403568, -0.26053702732676753, -0.06032495154970241, -0.7355740220829137, -0.9572058656753846, 0.3140348606306782, 0.4068884542065041, -0.12523082950040898, 0.7274461515566066, 0.5353904876628222, -0.8119242049830073, 0.6497443386042625, 0.682115316206318, 0.09369513974669275, -0.14641622831639878, 0.8559434465154978, -0.6170490100226325, -0.6373199949386528, -0.4744538763036985, -0.9740005032595718, 0.6922032418462631, 0.7215522209593381, 0.9802309709179551, -0.5932403102069006, -0.28315819535013764, -0.6382583586607853, 0.17104186862175297, 0.8601046879596377, -0.2080252630756485, 0.05629502319064583, -0.7234028674846043, 0.3232166850437024, 0.5635105754661733, 0.7970520219253612, -0.40192497514851633, 0.4169415267973229, 0.7023801546770585, 0.7122942852037715, 0.9888329976976271, -0.7738182698978806, -0.43239329952834593, -0.7341311955400849, 0.16610352428782638, -0.48622285935358667, -0.5704893990855471, 0.4085224149172664, -0.23989640714123217, 0.6428545137086046, 0.9328400836299251, -0.821632983296505, 0.46099958289972687, 0.6992660349474189, 0.07349935144988895, -0.7885722088570251, -0.8124715503009763, -0.7547072993515218, 0.7045763006302483, -0.9702748543070612, -0.6701843896950452, -0.41067724223795055, 0.9055104755357735, -0.5842797833717008, -0.15708886875060046, -0.9415696028913858, 0.9299496357177932, 0.6003347265954031, 0.892026208095426, -0.9430661254036607, 0.4097997021270816, 0.984455313814733, 0.04166239257971971, 0.8522106569275489, 0.30894376053116646, 0.7624669109191728, 0.9293547154811792, -0.6975551193287219, -0.7267675741619009, 0.29603351308838155, 0.3664777272589046, 0.6253563781358309, -0.19275766367450897, 0.38170232661989734, 0.30306238600183133, 0.2914841997155093, 0.07211273452669054, -0.7764917176866424, -0.8207631243906202, -0.7718386511008679, 0.8977196658431372, 0.8208456054194186, -0.18054867658334395, 0.9919434196187671, -0.9892023270823576, -0.8281273149264134, 0.6314240286442057, -0.6852259671921495, -0.1964718825937528, 0.5470320615326152, -0.3717033024945189, -0.2563962749309976, 0.21207862424277368, -0.9308678192809043, -0.2591127358141696, -0.15292084169544706, -0.18005538414376487, -0.22256670691950053, -0.5307151548222493, 0.7525893433835424, -0.17005662749931982, -0.45682729465604743]",ga,relu,True,True,10000000000.0,"[5, 5, 5, 5]",0.001,1000
1,1000,0.9462027134263664,1435.8667548170015,"[1791892860.5181808, 1233709635.6517181, 4434764539.86352, 3843228960.320257, 3694807053.8601475, -5063450340.063049, 3329927761.80455, 2350044653.7375126, 6102182815.155239, -1502231936.6419935, 7077201782.371305, 4892340118.284658, -565011512.1531925, -2836996442.200037, -6695111132.195694, 1413916831.1256084, 7033023298.285284, 4981077927.768768, 5664640362.252453, 5141904153.628725, 941763848.4409046, -4934061411.156223, 1225205797.6795788, -7057554242.38713, 9539644507.478504, 1117093221.2447338, -2627399444.940526, 776496904.9608631, 9689996859.310299, 7335961668.437485, -4110275077.603713, 2044809514.927927, 1592308884.6223392, 2573165378.202011, 4808867753.3374, -857549816.0447655, 5246217338.631086, -8438267979.292233, 3486896679.6660824, 200257461.95954704, 4069541260.270838, -4585264344.72061, 3223358999.8787117, -3461384743.9362936, 5965470050.507229, 5516342665.385357, -8641860984.25741, -4754591983.706293, -8872100391.679836, -9679826651.926338, -8518296620.972836, -9846224253.528027, -4807819794.979502, -3425470306.5709276, -3999732913.8655233, 4798922755.159878, -5005844018.913363, 7686152939.722225, -4763356532.494936, -1556724708.7230053, -3496346433.808461, 9604749151.0057, -312470660.62132454, 2850743300.703556, -1323592192.8299522, 8246073496.659866, 3838281061.401024, -9258049003.344406, 7575897129.510635, -5683051207.036567, 7529586449.479427, -3999960071.4348135, 1776111368.1439838, 6189247528.275585, -1048825586.031395, 6998069585.965223, -4566076382.925124, -5188522538.099481, -186265885.44975471, -3518378939.403264, -9876094066.369598, -7431179304.368906, 7596315243.536926, -4852405867.5842, -3140937271.72182, -8905159697.392319, 4320405838.563639, 2072489336.4056644, 3742444615.8085194, -8214992908.696812, -9099990447.600645, -1774535454.9404287, 8103134680.450546, -4184051664.442048, 7844337647.080135, -9883796526.191029, -6912059853.381111, -6979684537.609163, -5204180832.630419, 2282257677.2473564, 3144004209.3839664, -2584831303.126953, -3376732880.2867813, -3291710253.9214897, 7500095793.249207, -3630194408.146736, 3775442334.879881, -5862894331.134332, -7316064041.798134, -1759501822.0002623, 5818825950.45627, -681541161.6735916, 6996334791.377886, -5684198143.232759, 3067128877.955227, -5142410291.337416, -3493628810.3698425, -8990183530.230951, -6204776463.060593, -8031644003.496367, 1386628252.7465382, 2944554454.8198814, 8528709858.741665, 3429793534.8110657, -64429155.57184219, -8046460366.715214, -5563193036.580469, 5961186508.6192665, 6238841223.515568, -5203032013.025355, 9509172969.08857, -1080425634.8539848, -6048919877.238459, 6087988846.07725, 5620314565.04962, 6116399388.074816, 6880681129.936865, -4795386606.664167, -1050614310.7966118, 2572974782.420336, 6801424064.174431, -3580205424.1223955, 4351571620.522072, -5364777944.491111, 7121752542.036245]",1000,500,"[0.5457201091452959, -0.6342576470213348, 0.8466127460649133, -0.9641800361733481, -0.7205713738633399, -0.7725507726067427, 0.6285014287661608, -0.13047526205377769, -0.5769860171506223, -0.9827388096634064, 0.01868702958345736, -0.8193107667021935, 0.07214922698491266, 0.7874295965722067, -0.8728056529143169, -0.6439902111745095, -0.4468646992197507, 0.7074490216186746, 0.10145189170941693, -0.4634625816358422, -0.6023584057860474, 0.9525166388540731, -0.7807348819120268, 0.3851121606579728, -0.5125773077237428, 0.786041367731116, 0.9646684202177402, 0.14753733016288972, 0.5842051094123135, -0.6633745338482611, -0.10337822827131227, -0.44594858981354757, -0.507481896175618, 0.16545428287816866, 0.22774388225264208, 0.472551365403568, -0.26053702732676753, -0.06032495154970241, -0.7355740220829137, -0.9572058656753846, 0.3140348606306782, 0.4068884542065041, -0.12523082950040898, 0.7274461515566066, 0.5353904876628222, -0.8119242049830073, 0.6497443386042625, 0.682115316206318, 0.09369513974669275, -0.14641622831639878, 0.8559434465154978, -0.6170490100226325, -0.6373199949386528, -0.4744538763036985, -0.9740005032595718, 0.6922032418462631, 0.7215522209593381, 0.9802309709179551, -0.5932403102069006, -0.28315819535013764, -0.6382583586607853, 0.17104186862175297, 0.8601046879596377, -0.2080252630756485, 0.05629502319064583, -0.7234028674846043, 0.3232166850437024, 0.5635105754661733, 0.7970520219253612, -0.40192497514851633, 0.4169415267973229, 0.7023801546770585, 0.7122942852037715, 0.9888329976976271, -0.7738182698978806, -0.43239329952834593, -0.7341311955400849, 0.16610352428782638, -0.48622285935358667, -0.5704893990855471, 0.4085224149172664, -0.23989640714123217, 0.6428545137086046, 0.9328400836299251, -0.821632983296505, 0.46099958289972687, 0.6992660349474189, 0.07349935144988895, -0.7885722088570251, -0.8124715503009763, -0.7547072993515218, 0.7045763006302483, -0.9702748543070612, -0.6701843896950452, -0.41067724223795055, 0.9055104755357735, -0.5842797833717008, -0.15708886875060046, -0.9415696028913858, 0.9299496357177932, 0.6003347265954031, 0.892026208095426, -0.9430661254036607, 0.4097997021270816, 0.984455313814733, 0.04166239257971971, 0.8522106569275489, 0.30894376053116646, 0.7624669109191728, 0.9293547154811792, -0.6975551193287219, -0.7267675741619009, 0.29603351308838155, 0.3664777272589046, 0.6253563781358309, -0.19275766367450897, 0.38170232661989734, 0.30306238600183133, 0.2914841997155093, 0.07211273452669054, -0.7764917176866424, -0.8207631243906202, -0.7718386511008679, 0.8977196658431372, 0.8208456054194186, -0.18054867658334395, 0.9919434196187671, -0.9892023270823576, -0.8281273149264134, 0.6314240286442057, -0.6852259671921495, -0.1964718825937528, 0.5470320615326152, -0.3717033024945189, -0.2563962749309976, 0.21207862424277368, -0.9308678192809043, -0.2591127358141696, -0.15292084169544706, -0.18005538414376487, -0.22256670691950053, -0.5307151548222493, 0.7525893433835424, -0.17005662749931982, -0.45682729465604743]",ga,relu,True,True,10000000000.0,"[5, 5, 5, 5]",0.001,1000
