,Fitness,Iteration,Restarts,State,Time,current_restart
0,2928.8048958539657,0,1,"[17 21 10 19 14 20 26  3 24 22 23  4  2 25  6 18 13  7 27  1 16  0 15 29
 28  9  8 12 11  5]",0.0003209810001862934,0
1,2849.0377308622806,1,1,"[17 21 27 19 14 20 26  3 24 22 23  4  2 25  6 18 13  7 10  1 16  0 15 29
 28  9  8 12 11  5]",0.000947363999330264,0
2,2849.0377308622806,2,1,"[17 21 27 19 14 20 26  3 24 22 23  4  2 25  6 18 13  7 10  1 16  0 15 29
 28  9  8 12 11  5]",0.001454159999411786,0
3,2849.0377308622806,4,1,"[17 21 27 19 14 20 26  3 24 22 23  4  2 25  6 18 13  7 10  1 16  0 15 29
 28  9  8 12 11  5]",0.002834999999322463,0
4,2849.0377308622806,8,1,"[17 21 27 19 14 20 26  3 24 22 23  4  2 25  6 18 13  7 10  1 16  0 15 29
 28  9  8 12 11  5]",0.0036360679996505496,0
5,2543.1404435330314,16,1,"[21 17 27 19 14 16 26  3  1 22 23  4  2  7  6 18 13  8 10 24 20  0 15 29
 28  9 25 12 11  5]",0.00526872899990849,0
6,2196.3331444467713,32,1,"[20 22 27 25 14 16 26  3  1 15 23  4  2  7  6 18 13  8 10 24 21  0 17 29
 28  9 19 12 11  5]",0.009541819999867585,0
7,2155.328091439054,64,1,"[20 22 27 25 14 24 26  3  1  8 23  4  2  7  6 18 13 15 10 16 21  0 17 29
 28  9 19 12 11  5]",0.015622492999682436,0
8,1795.4416228588698,128,1,"[ 3 20 27 25 14 24  9 26  1  8 23  2  4  7  0 18 13 15 21 16 10  6 17 29
 28 22 19 12 11  5]",0.026782788999298646,0
9,1555.4830116852136,256,1,"[12  3  5 25 14 24  8 26  1  9  0  2  7  4 23 29 13 21 15 16 10  6 28 18
 17 22 19 20 11 27]",0.04838505199950305,0
10,1386.5852414991236,512,1,"[12  3  5 25 14 24  8  1  9 26  0  4 23  2  7 29 13 21 15 10 16  6 18 28
 17 22 19 20 11 27]",0.10615109499940445,0
11,1314.177488188301,1024,1,"[12  3  5 25 26 24  8  1  9 15  0  4  7 23  2 29 13 21 14 10 16  6 18 28
 17 22 19 11 27 20]",0.1983024809997005,0
12,1314.177488188301,2048,1,"[12  3  5 25 26 24  8  1  9 15  0  4  7 23  2 29 13 21 14 10 16  6 18 28
 17 22 19 11 27 20]",0.4733697809997466,0
13,1314.177488188301,4096,1,"[12  3  5 25 26 24  8  1  9 15  0  4  7 23  2 29 13 21 14 10 16  6 18 28
 17 22 19 11 27 20]",1.2790089680001984,0
