mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_hidden_layer_sizes,param_learning_rate_init,param_max_iter,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.08949785232543946,0.03358451303594146,0.0006733894348144531,3.4839668971434444e-05,1e-05,"(50, 50, 50)",0.1,1000,"{'alpha': 1e-05, 'hidden_layer_sizes': (50, 50, 50), 'learning_rate_init': 0.1, 'max_iter': 1000}",0.875,0.9583333333333334,0.9583333333333334,1.0,0.9166666666666666,0.9416666666666667,0.042491829279939886,116
0.12386698722839355,0.0032521115513607186,0.0007127761840820312,1.0688600327601662e-05,1e-05,"(100, 100, 100)",0.0001,100,"{'alpha': 1e-05, 'hidden_layer_sizes': (100, 100, 100), 'learning_rate_init': 0.0001, 'max_iter': 100}",0.6666666666666666,0.7083333333333334,0.7083333333333334,0.6666666666666666,0.7916666666666666,0.7083333333333334,0.04564354645876384,366
0.24680089950561523,0.0021961663479894426,0.0007240772247314453,2.2617869757776214e-05,1e-05,"(100, 100, 100)",0.0001,200,"{'alpha': 1e-05, 'hidden_layer_sizes': (100, 100, 100), 'learning_rate_init': 0.0001, 'max_iter': 200}",0.7083333333333334,0.875,0.7083333333333334,0.8333333333333334,0.9583333333333334,0.8166666666666667,0.097182531580755,345
0.6580995082855224,0.03788159472396605,0.0008111476898193359,0.00013127201390107472,1e-05,"(100, 100, 100)",0.0001,500,"{'alpha': 1e-05, 'hidden_layer_sizes': (100, 100, 100), 'learning_rate_init': 0.0001, 'max_iter': 500}",0.9166666666666666,0.9583333333333334,0.9583333333333334,1.0,0.9166666666666666,0.95,0.0311804782231162,27
1.200376319885254,0.09051291903573817,0.0007317543029785156,4.947731838164869e-05,1e-05,"(100, 100, 100)",0.0001,1000,"{'alpha': 1e-05, 'hidden_layer_sizes': (100, 100, 100), 'learning_rate_init': 0.0001, 'max_iter': 1000}",0.875,0.9583333333333334,0.9583333333333334,1.0,0.9166666666666666,0.9416666666666667,0.042491829279939886,116
0.14241104125976561,0.0024330776215006605,0.0008086681365966797,0.00020481959408988934,1e-05,"(100, 100, 100)",0.001,100,"{'alpha': 1e-05, 'hidden_layer_sizes': (100, 100, 100), 'learning_rate_init': 0.001, 'max_iter': 100}",0.875,0.9583333333333334,0.9583333333333334,1.0,0.9583333333333334,0.95,0.04082482904638631,27
0.24905176162719728,0.019457606813118956,0.0007053852081298828,8.971130706877834e-06,1e-05,"(100, 100, 100)",0.001,200,"{'alpha': 1e-05, 'hidden_layer_sizes': (100, 100, 100), 'learning_rate_init': 0.001, 'max_iter': 200}",0.875,0.9583333333333334,0.9583333333333334,1.0,0.9166666666666666,0.9416666666666667,0.042491829279939886,116
0.37010941505432127,0.15270781384163465,0.0006924152374267578,4.905632457585024e-06,1e-05,"(100, 100, 100)",0.001,500,"{'alpha': 1e-05, 'hidden_layer_sizes': (100, 100, 100), 'learning_rate_init': 0.001, 'max_iter': 500}",0.875,0.9583333333333334,0.9583333333333334,1.0,0.9166666666666666,0.9416666666666667,0.042491829279939886,116
0.3909154415130615,0.1712483391872001,0.0007771968841552735,0.0001404855981408499,1e-05,"(100, 100, 100)",0.001,1000,"{'alpha': 1e-05, 'hidden_layer_sizes': (100, 100, 100), 'learning_rate_init': 0.001, 'max_iter': 1000}",0.875,0.9583333333333334,0.9583333333333334,1.0,0.875,0.9333333333333333,0.05000000000000001,216
0.11929421424865723,0.009416307011376038,0.0007046222686767578,1.3515284529157161e-05,1e-05,"(100, 100, 100)",0.01,100,"{'alpha': 1e-05, 'hidden_layer_sizes': (100, 100, 100), 'learning_rate_init': 0.01, 'max_iter': 100}",0.875,0.9583333333333334,0.9583333333333334,1.0,0.9166666666666666,0.9416666666666667,0.042491829279939886,116
0.1910688877105713,0.04535905869762058,0.0006943225860595703,3.663897077998838e-06,1e-05,"(100, 100, 100)",0.01,200,"{'alpha': 1e-05, 'hidden_layer_sizes': (100, 100, 100), 'learning_rate_init': 0.01, 'max_iter': 200}",0.875,0.9583333333333334,0.9583333333333334,1.0,0.875,0.9333333333333333,0.05000000000000001,216
0.18842568397521972,0.04791780005529966,0.0006978988647460937,7.696748495304994e-06,1e-05,"(100, 100, 100)",0.01,500,"{'alpha': 1e-05, 'hidden_layer_sizes': (100, 100, 100), 'learning_rate_init': 0.01, 'max_iter': 500}",0.875,0.9583333333333334,0.9583333333333334,1.0,0.875,0.9333333333333333,0.05000000000000001,216
0.19130663871765136,0.05117514142503305,0.0007525444030761719,8.666724906916983e-05,1e-05,"(100, 100, 100)",0.01,1000,"{'alpha': 1e-05, 'hidden_layer_sizes': (100, 100, 100), 'learning_rate_init': 0.01, 'max_iter': 1000}",0.875,0.9583333333333334,0.9583333333333334,1.0,0.875,0.9333333333333333,0.05000000000000001,216
0.12152533531188965,0.004570688262525283,0.0006952762603759765,5.353333359026408e-06,1e-05,"(100, 100, 100)",0.1,100,"{'alpha': 1e-05, 'hidden_layer_sizes': (100, 100, 100), 'learning_rate_init': 0.1, 'max_iter': 100}",0.875,0.9583333333333334,0.9583333333333334,1.0,0.9583333333333334,0.95,0.04082482904638631,27
0.12267613410949707,0.013772548679132943,0.0006888866424560547,3.4106358990187964e-06,1e-05,"(100, 100, 100)",0.1,200,"{'alpha': 1e-05, 'hidden_layer_sizes': (100, 100, 100), 'learning_rate_init': 0.1, 'max_iter': 200}",0.875,0.9583333333333334,0.9583333333333334,1.0,0.9583333333333334,0.95,0.04082482904638631,27
0.12625279426574706,0.011963247586684052,0.000693655014038086,3.6799967539929842e-06,1e-05,"(100, 100, 100)",0.1,500,"{'alpha': 1e-05, 'hidden_layer_sizes': (100, 100, 100), 'learning_rate_init': 0.1, 'max_iter': 500}",0.875,0.9583333333333334,0.9583333333333334,1.0,0.9583333333333334,0.95,0.04082482904638631,27
0.1331165313720703,0.014280336011269382,0.0008304119110107422,0.00018518939636927341,1e-05,"(100, 100, 100)",0.1,1000,"{'alpha': 1e-05, 'hidden_layer_sizes': (100, 100, 100), 'learning_rate_init': 0.1, 'max_iter': 1000}",0.875,0.9583333333333334,0.9583333333333334,1.0,0.9583333333333334,0.95,0.04082482904638631,27
0.1958141803741455,0.0025336188645654783,0.0007831573486328125,1.7082753583976494e-05,1e-05,"(150, 150, 150)",0.0001,100,"{'alpha': 1e-05, 'hidden_layer_sizes': (150, 150, 150), 'learning_rate_init': 0.0001, 'max_iter': 100}",0.6666666666666666,0.7083333333333334,0.6666666666666666,0.7083333333333334,0.7083333333333334,0.6916666666666667,0.020412414523193187,375
0.3844137668609619,0.005150070910280468,0.0012629508972167968,0.0009525209652943497,1e-05,"(150, 150, 150)",0.0001,200,"{'alpha': 1e-05, 'hidden_layer_sizes': (150, 150, 150), 'learning_rate_init': 0.0001, 'max_iter': 200}",0.8333333333333334,0.9583333333333334,0.9583333333333334,0.9166666666666666,0.9583333333333334,0.925,0.048591265790377515,282
0.9614418983459473,0.03620683514750167,0.0007755279541015625,6.075511704494881e-06,1e-05,"(150, 150, 150)",0.0001,500,"{'alpha': 1e-05, 'hidden_layer_sizes': (150, 150, 150), 'learning_rate_init': 0.0001, 'max_iter': 500}",0.875,0.9583333333333334,0.9583333333333334,1.0,0.9583333333333334,0.95,0.04082482904638631,27
1.2500062942504884,0.044667192857512195,0.0008247852325439453,7.085992700109819e-05,1e-05,"(150, 150, 150)",0.0001,1000,"{'alpha': 1e-05, 'hidden_layer_sizes': (150, 150, 150), 'learning_rate_init': 0.0001, 'max_iter': 1000}",0.875,0.9583333333333334,0.9583333333333334,1.0,0.9583333333333334,0.95,0.04082482904638631,27
0.1815340995788574,0.0050320570098129494,0.0007778167724609375,2.103203248922439e-05,1e-05,"(150, 150, 150)",0.001,100,"{'alpha': 1e-05, 'hidden_layer_sizes': (150, 150, 150), 'learning_rate_init': 0.001, 'max_iter': 100}",0.875,0.9583333333333334,0.9583333333333334,1.0,0.9583333333333334,0.95,0.04082482904638631,27
0.30437865257263186,0.042304606163853696,0.0007709026336669922,5.272447776857496e-06,1e-05,"(150, 150, 150)",0.001,200,"{'alpha': 1e-05, 'hidden_layer_sizes': (150, 150, 150), 'learning_rate_init': 0.001, 'max_iter': 200}",0.875,0.9583333333333334,0.9583333333333334,1.0,0.9583333333333334,0.95,0.04082482904638631,27
0.32698798179626465,0.08179666003870015,0.0007756233215332031,1.191558718208095e-05,1e-05,"(150, 150, 150)",0.001,500,"{'alpha': 1e-05, 'hidden_layer_sizes': (150, 150, 150), 'learning_rate_init': 0.001, 'max_iter': 500}",0.875,0.9583333333333334,0.9583333333333334,1.0,0.9583333333333334,0.95,0.04082482904638631,27
0.3284889221191406,0.07971151285037792,0.0007683753967285157,6.431824508655506e-06,1e-05,"(150, 150, 150)",0.001,1000,"{'alpha': 1e-05, 'hidden_layer_sizes': (150, 150, 150), 'learning_rate_init': 0.001, 'max_iter': 1000}",0.875,0.9583333333333334,0.9583333333333334,1.0,0.9583333333333334,0.95,0.04082482904638631,27
0.16780614852905273,0.016448449702067533,0.0007727622985839843,7.760002848220198e-06,1e-05,"(150, 150, 150)",0.01,100,"{'alpha': 1e-05, 'hidden_layer_sizes': (150, 150, 150), 'learning_rate_init': 0.01, 'max_iter': 100}",0.875,0.9583333333333334,0.9583333333333334,1.0,0.875,0.9333333333333333,0.05000000000000001,216
0.24589223861694337,0.0927757250698052,0.0008505821228027344,6.97204740392032e-05,1e-05,"(150, 150, 150)",0.01,200,"{'alpha': 1e-05, 'hidden_layer_sizes': (150, 150, 150), 'learning_rate_init': 0.01, 'max_iter': 200}",0.875,0.9583333333333334,0.9583333333333334,1.0,0.875,0.9333333333333333,0.05000000000000001,216
0.24669909477233887,0.09586340930750804,0.0007802486419677734,2.400987550512815e-05,1e-05,"(150, 150, 150)",0.01,500,"{'alpha': 1e-05, 'hidden_layer_sizes': (150, 150, 150), 'learning_rate_init': 0.01, 'max_iter': 500}",0.875,0.9583333333333334,0.9583333333333334,1.0,0.875,0.9333333333333333,0.05000000000000001,216
0.23622922897338866,0.08868399044910699,0.0007740497589111328,7.340195238072912e-06,1e-05,"(150, 150, 150)",0.01,1000,"{'alpha': 1e-05, 'hidden_layer_sizes': (150, 150, 150), 'learning_rate_init': 0.01, 'max_iter': 1000}",0.875,0.9583333333333334,0.9583333333333334,1.0,0.875,0.9333333333333333,0.05000000000000001,216
0.15036458969116212,0.018925656103610244,0.0007885932922363281,1.4570164920629007e-05,1e-05,"(150, 150, 150)",0.1,100,"{'alpha': 1e-05, 'hidden_layer_sizes': (150, 150, 150), 'learning_rate_init': 0.1, 'max_iter': 100}",0.875,0.9583333333333334,0.9583333333333334,1.0,0.875,0.9333333333333333,0.05000000000000001,216
0.15480961799621581,0.02629559360234901,0.0007889747619628906,1.4586385537865437e-05,1e-05,"(150, 150, 150)",0.1,200,"{'alpha': 1e-05, 'hidden_layer_sizes': (150, 150, 150), 'learning_rate_init': 0.1, 'max_iter': 200}",0.875,0.9583333333333334,0.9583333333333334,1.0,0.875,0.9333333333333333,0.05000000000000001,216
0.15453815460205078,0.02733257107812358,0.0007852554321289062,6.746192620783765e-06,1e-05,"(150, 150, 150)",0.1,500,"{'alpha': 1e-05, 'hidden_layer_sizes': (150, 150, 150), 'learning_rate_init': 0.1, 'max_iter': 500}",0.875,0.9583333333333334,0.9583333333333334,1.0,0.875,0.9333333333333333,0.05000000000000001,216
0.16974973678588867,0.020072436943249183,0.0008365154266357422,6.825580398411011e-05,1e-05,"(150, 150, 150)",0.1,1000,"{'alpha': 1e-05, 'hidden_layer_sizes': (150, 150, 150), 'learning_rate_init': 0.1, 'max_iter': 1000}",0.875,0.9583333333333334,0.9583333333333334,1.0,0.875,0.9333333333333333,0.05000000000000001,216
0.24182639122009278,0.00368826996967759,0.0009322166442871094,3.0514970310368454e-05,1e-05,"(200, 200, 200)",0.0001,100,"{'alpha': 1e-05, 'hidden_layer_sizes': (200, 200, 200), 'learning_rate_init': 0.0001, 'max_iter': 100}",0.7083333333333334,0.8333333333333334,0.7083333333333334,0.8333333333333334,0.9166666666666666,0.8,0.08079466429027213,358
0.47789616584777833,0.0022703669671226665,0.0009318351745605469,3.565983258099155e-05,1e-05,"(200, 200, 200)",0.0001,200,"{'alpha': 1e-05, 'hidden_layer_sizes': (200, 200, 200), 'learning_rate_init': 0.0001, 'max_iter': 200}",0.875,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9166666666666666,0.9333333333333333,0.033333333333333354,216
1.2325973987579346,0.017921397851376746,0.0009449958801269531,1.6251405060727538e-05,1e-05,"(200, 200, 200)",0.0001,500,"{'alpha': 1e-05, 'hidden_layer_sizes': (200, 200, 200), 'learning_rate_init': 0.0001, 'max_iter': 500}",0.875,0.9583333333333334,0.9583333333333334,1.0,0.9583333333333334,0.95,0.04082482904638631,27
1.3493852138519287,0.07258459888274334,0.0009864330291748046,3.561389446238594e-05,1e-05,"(200, 200, 200)",0.0001,1000,"{'alpha': 1e-05, 'hidden_layer_sizes': (200, 200, 200), 'learning_rate_init': 0.0001, 'max_iter': 1000}",0.875,0.9583333333333334,0.9583333333333334,1.0,0.9583333333333334,0.95,0.04082482904638631,27
0.23827528953552246,0.0030906800082032546,0.0009338855743408203,2.8913401607250076e-05,1e-05,"(200, 200, 200)",0.001,100,"{'alpha': 1e-05, 'hidden_layer_sizes': (200, 200, 200), 'learning_rate_init': 0.001, 'max_iter': 100}",0.875,0.9583333333333334,0.9583333333333334,1.0,0.9583333333333334,0.95,0.04082482904638631,27
0.3715045928955078,0.09258321443971014,0.0009188175201416016,4.1689859379566944e-06,1e-05,"(200, 200, 200)",0.001,200,"{'alpha': 1e-05, 'hidden_layer_sizes': (200, 200, 200), 'learning_rate_init': 0.001, 'max_iter': 200}",0.875,0.9583333333333334,0.9583333333333334,1.0,0.9166666666666666,0.9416666666666667,0.042491829279939886,116
0.5488449096679687,0.29680880022160694,0.00099639892578125,0.00012035443552096981,1e-05,"(200, 200, 200)",0.001,500,"{'alpha': 1e-05, 'hidden_layer_sizes': (200, 200, 200), 'learning_rate_init': 0.001, 'max_iter': 500}",0.875,0.9583333333333334,0.9583333333333334,1.0,0.875,0.9333333333333333,0.05000000000000001,216
0.5246853828430176,0.30429470551259086,0.0009354114532470703,7.725056301207823e-06,1e-05,"(200, 200, 200)",0.001,1000,"{'alpha': 1e-05, 'hidden_layer_sizes': (200, 200, 200), 'learning_rate_init': 0.001, 'max_iter': 1000}",0.875,0.9583333333333334,0.9583333333333334,1.0,0.875,0.9333333333333333,0.05000000000000001,216
0.21607484817504882,0.03490799981932638,0.000946950912475586,8.109770731579034e-05,1e-05,"(200, 200, 200)",0.01,100,"{'alpha': 1e-05, 'hidden_layer_sizes': (200, 200, 200), 'learning_rate_init': 0.01, 'max_iter': 100}",0.875,0.9583333333333334,0.9583333333333334,1.0,0.9166666666666666,0.9416666666666667,0.042491829279939886,116
0.33125991821289064,0.13221816843341525,0.0009349822998046875,3.516931847643085e-05,1e-05,"(200, 200, 200)",0.01,200,"{'alpha': 1e-05, 'hidden_layer_sizes': (200, 200, 200), 'learning_rate_init': 0.01, 'max_iter': 200}",0.875,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9166666666666666,0.9333333333333333,0.033333333333333354,216
0.3606235504150391,0.16010054473105254,0.0009448051452636719,3.312916881407529e-05,1e-05,"(200, 200, 200)",0.01,500,"{'alpha': 1e-05, 'hidden_layer_sizes': (200, 200, 200), 'learning_rate_init': 0.01, 'max_iter': 500}",0.875,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9166666666666666,0.9333333333333333,0.033333333333333354,216
0.3602330684661865,0.16130059420139264,0.000926351547241211,1.233304074121644e-05,1e-05,"(200, 200, 200)",0.01,1000,"{'alpha': 1e-05, 'hidden_layer_sizes': (200, 200, 200), 'learning_rate_init': 0.01, 'max_iter': 1000}",0.875,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9166666666666666,0.9333333333333333,0.033333333333333354,216
0.09239659309387208,0.0800681419150148,0.001000213623046875,9.754431072006406e-05,1e-05,"(200, 200, 200)",0.1,100,"{'alpha': 1e-05, 'hidden_layer_sizes': (200, 200, 200), 'learning_rate_init': 0.1, 'max_iter': 100}",0.6666666666666666,0.3333333333333333,0.625,1.0,0.3333333333333333,0.5916666666666667,0.24776781245530843,391
0.09365620613098144,0.08729438169912679,0.0009067058563232422,2.3585852419181538e-05,1e-05,"(200, 200, 200)",0.1,200,"{'alpha': 1e-05, 'hidden_layer_sizes': (200, 200, 200), 'learning_rate_init': 0.1, 'max_iter': 200}",0.9583333333333334,0.3333333333333333,0.625,1.0,0.3333333333333333,0.65,0.28939592256975566,380
0.09262104034423828,0.08471664004998329,0.0009184837341308594,2.425109593305932e-05,1e-05,"(200, 200, 200)",0.1,500,"{'alpha': 1e-05, 'hidden_layer_sizes': (200, 200, 200), 'learning_rate_init': 0.1, 'max_iter': 500}",0.9583333333333334,0.3333333333333333,0.625,1.0,0.3333333333333333,0.65,0.28939592256975566,380
0.09331216812133789,0.08626122641896812,0.0009079933166503906,7.194712708052088e-06,1e-05,"(200, 200, 200)",0.1,1000,"{'alpha': 1e-05, 'hidden_layer_sizes': (200, 200, 200), 'learning_rate_init': 0.1, 'max_iter': 1000}",0.9583333333333334,0.3333333333333333,0.625,1.0,0.3333333333333333,0.65,0.28939592256975566,380
0.3227996349334717,0.003901175015671846,0.0010327816009521485,1.4307816568175575e-05,1e-05,"(250, 250, 250)",0.0001,100,"{'alpha': 1e-05, 'hidden_layer_sizes': (250, 250, 250), 'learning_rate_init': 0.0001, 'max_iter': 100}",0.7083333333333334,0.875,0.75,0.8333333333333334,0.9583333333333334,0.825,0.08897565210026093,342
0.6490534782409668,0.002527633310219947,0.0010344505310058594,1.503618104573842e-05,1e-05,"(250, 250, 250)",0.0001,200,"{'alpha': 1e-05, 'hidden_layer_sizes': (250, 250, 250), 'learning_rate_init': 0.0001, 'max_iter': 200}",0.875,1.0,1.0,1.0,0.9583333333333334,0.9666666666666667,0.04859126579037751,1
1.6202715396881104,0.03523462265328471,0.0010464191436767578,6.386770496465004e-06,1e-05,"(250, 250, 250)",0.0001,500,"{'alpha': 1e-05, 'hidden_layer_sizes': (250, 250, 250), 'learning_rate_init': 0.0001, 'max_iter': 500}",0.875,0.9583333333333334,0.9583333333333334,1.0,0.9166666666666666,0.9416666666666667,0.042491829279939886,116
1.6393258571624756,0.08621553521655263,0.001078319549560547,5.959842649448521e-05,1e-05,"(250, 250, 250)",0.0001,1000,"{'alpha': 1e-05, 'hidden_layer_sizes': (250, 250, 250), 'learning_rate_init': 0.0001, 'max_iter': 1000}",0.875,0.9583333333333334,0.9583333333333334,1.0,0.9166666666666666,0.9416666666666667,0.042491829279939886,116
0.3248934268951416,0.0018971786353057768,0.0010429859161376954,1.2400150069867708e-05,1e-05,"(250, 250, 250)",0.001,100,"{'alpha': 1e-05, 'hidden_layer_sizes': (250, 250, 250), 'learning_rate_init': 0.001, 'max_iter': 100}",0.875,0.9583333333333334,0.9583333333333334,1.0,0.9166666666666666,0.9416666666666667,0.042491829279939886,116
0.5094497203826904,0.1056662375560302,0.0010407924652099609,1.4444781999297752e-05,1e-05,"(250, 250, 250)",0.001,200,"{'alpha': 1e-05, 'hidden_layer_sizes': (250, 250, 250), 'learning_rate_init': 0.001, 'max_iter': 200}",0.875,0.9583333333333334,0.9583333333333334,1.0,0.9166666666666666,0.9416666666666667,0.042491829279939886,116
0.6489836692810058,0.2782818781340003,0.0010532855987548829,2.2336856335932812e-05,1e-05,"(250, 250, 250)",0.001,500,"{'alpha': 1e-05, 'hidden_layer_sizes': (250, 250, 250), 'learning_rate_init': 0.001, 'max_iter': 500}",0.875,0.9583333333333334,0.9583333333333334,1.0,0.9166666666666666,0.9416666666666667,0.042491829279939886,116
0.6375682353973389,0.2794517701487797,0.0010413646697998047,1.6673898401737296e-05,1e-05,"(250, 250, 250)",0.001,1000,"{'alpha': 1e-05, 'hidden_layer_sizes': (250, 250, 250), 'learning_rate_init': 0.001, 'max_iter': 1000}",0.875,0.9583333333333334,0.9583333333333334,1.0,0.9166666666666666,0.9416666666666667,0.042491829279939886,116
0.29387192726135253,0.02895194295779008,0.0010527610778808595,4.660887482379567e-05,1e-05,"(250, 250, 250)",0.01,100,"{'alpha': 1e-05, 'hidden_layer_sizes': (250, 250, 250), 'learning_rate_init': 0.01, 'max_iter': 100}",0.875,0.9583333333333334,0.9583333333333334,1.0,0.9166666666666666,0.9416666666666667,0.042491829279939886,116
0.4146870613098145,0.13246612306025343,0.0010496616363525391,3.099683605424024e-05,1e-05,"(250, 250, 250)",0.01,200,"{'alpha': 1e-05, 'hidden_layer_sizes': (250, 250, 250), 'learning_rate_init': 0.01, 'max_iter': 200}",0.875,0.9583333333333334,0.9583333333333334,0.7916666666666666,0.875,0.8916666666666667,0.062360956446232386,320
0.42730059623718264,0.1363452540934455,0.0010498523712158202,1.588633641828631e-05,1e-05,"(250, 250, 250)",0.01,500,"{'alpha': 1e-05, 'hidden_layer_sizes': (250, 250, 250), 'learning_rate_init': 0.01, 'max_iter': 500}",0.875,0.9583333333333334,0.9583333333333334,0.7916666666666666,0.875,0.8916666666666667,0.062360956446232386,320
0.4135861873626709,0.13013202293232318,0.001035594940185547,2.5176640710262054e-05,1e-05,"(250, 250, 250)",0.01,1000,"{'alpha': 1e-05, 'hidden_layer_sizes': (250, 250, 250), 'learning_rate_init': 0.01, 'max_iter': 1000}",0.875,0.9583333333333334,0.9583333333333334,0.7916666666666666,0.875,0.8916666666666667,0.062360956446232386,320
0.2490447998046875,0.09093011030046007,0.0010289669036865235,4.677682597689083e-05,1e-05,"(250, 250, 250)",0.1,100,"{'alpha': 1e-05, 'hidden_layer_sizes': (250, 250, 250), 'learning_rate_init': 0.1, 'max_iter': 100}",0.875,0.9583333333333334,0.9583333333333334,0.6666666666666666,0.9583333333333334,0.8833333333333333,0.11303883305208783,326
0.29020280838012696,0.12997861611613531,0.0010257720947265624,1.0414935698646837e-05,1e-05,"(250, 250, 250)",0.1,200,"{'alpha': 1e-05, 'hidden_layer_sizes': (250, 250, 250), 'learning_rate_init': 0.1, 'max_iter': 200}",0.875,0.9583333333333334,0.9583333333333334,0.6666666666666666,0.9166666666666666,0.875,0.10865337342004416,328
