ds_name,alg_name,n_clusters,v_measure_score,adjusted_rand_score,AMI_score,fit_time
wine-quality,GM-ICA,2,0.010281790351775896,-0.0015558545687557287,0.009403680347627723,0.014061927795410156
wine-quality,GM-ICA,3,0.033628061896947364,0.01111489587367917,0.034767275339538176,0.06461000442504883
wine-quality,GM-ICA,4,0.027657921763250055,0.012778879143612401,0.03038785780814884,0.1744370460510254
wine-quality,GM-ICA,5,0.05394890767216616,0.0332240283541455,0.06991117321363485,0.11031579971313477
wine-quality,GM-ICA,6,0.0537884543650039,0.03627449119812487,0.07525978731055391,0.20975112915039062
wine-quality,GM-ICA,7,0.05794080175586276,0.030891618676491466,0.08832917231382166,0.2325131893157959
wine-quality,GM-ICA,8,0.07333393707793698,0.039335701106483476,0.11171197785120926,0.27855896949768066
wine-quality,GM-ICA,9,0.06272353897576649,0.0305378440494418,0.09817645540696653,0.2109072208404541
wine-quality,GM-ICA,10,0.07527529640265773,0.030644095242977912,0.12471238577026678,0.20436716079711914
wine-quality,GM-ICA,11,0.0652069381226511,0.026216571778601164,0.11121477932469498,0.40543222427368164
wine-quality,GM-ICA,12,0.07616536126648527,0.03136919111570601,0.13149138259064289,0.34194087982177734
wine-quality,GM-ICA,13,0.06929181725182125,0.02977554328125693,0.12161364254814858,0.47683191299438477
wine-quality,GM-ICA,14,0.07283995969945099,0.030431515331601645,0.13056788893827487,0.5170788764953613
