ds_name,alg_name,n_clusters,v_measure_score,adjusted_rand_score,AMI_score,fit_time
abalone-ternary,GM,2,0.09448262387323304,0.016021890545611202,0.06223640794108544,0.008713006973266602
abalone-ternary,GM,3,0.07124143536430119,0.06022073705660893,0.06359537836803517,0.009584903717041016
abalone-ternary,GM,4,0.09126922437685106,0.08818849910439909,0.09299801265243726,0.024931907653808594
abalone-ternary,GM,5,0.09979286719840222,0.04354707255188297,0.1128114715263864,0.03194904327392578
abalone-ternary,GM,6,0.10711740240551432,0.06263216042690345,0.13218405244102888,0.0403590202331543
abalone-ternary,GM,7,0.09836855461790167,0.057467372402144966,0.1256009091864207,0.046514272689819336
abalone-ternary,GM,8,0.09482538064816617,0.04471814844194108,0.12352795030139313,0.09019899368286133
abalone-ternary,GM,9,0.09196231641559685,0.05030373809315606,0.1260503564819903,0.12701892852783203
abalone-ternary,GM,10,0.09126283096576268,0.041253398463157016,0.13001473523841617,0.13220810890197754
abalone-ternary,GM,11,0.09162348812365191,0.04540480444245657,0.13585724578005887,0.17175602912902832
abalone-ternary,GM,12,0.09076629398184274,0.03361473589671041,0.13844791084871014,0.16619515419006348
abalone-ternary,GM,13,0.08977375836514831,0.03430765337600861,0.14165528038491998,0.17938494682312012
abalone-ternary,GM,14,0.08892741373739474,0.03209282424368757,0.14258660641687532,0.20275616645812988
