ds_name,alg_name,n_clusters,v_measure_score,adjusted_rand_score,AMI_score,fit_time
abalone-ternary,KMeans,3,0.07124143536430119,0.06022073705660893,0.06359537836803517,0.025599956512451172
abalone-ternary,KMeans-PCA,3,0.07124143536430119,0.06022073705660893,0.06359537836803517,0.022358179092407227
abalone-ternary,KMeans-ICA,8,0.09035673943662949,0.053445133722944016,0.11365343623175139,0.1922152042388916
abalone-ternary,KMeans-RP,3,0.07387418591728022,0.06397695788157136,0.06596273455442997,0.02665114402770996
abalone-ternary,KMeans-SVD,3,0.07124143536430119,0.06022073705660893,0.06359537836803517,0.024873018264770508
abalone-ternary,GM-PCA,10,0.09126283096576268,0.041253398463157016,0.13001473523841617,0.13352298736572266
abalone-ternary,GM-ICA,10,0.10111853472681742,0.04176164442119176,0.13410804428014214,0.2185192108154297
abalone-ternary,GM-RP,11,0.0893611456854856,0.028943297118437083,0.13118052029546642,0.12968111038208008
abalone-ternary,GM-SVD,12,0.09663692665100937,0.034689978819897035,0.14583501386199105,0.10612297058105469
abalone-ternary,KMeans-ANN,3,0.07124143536430119,0.06022073705660893,0.06359537836803517,0.022160768508911133
abalone-ternary,GM-ANN,10,0.09126283096576268,0.041253398463157016,0.13001473523841617,0.12265706062316895
