episode,V_average,V_sum,time,epsilon,decay
1,2.771360133399302,8.314080400197906,0.004004955291748047,0.21667906533553172,non-linear - epsilon: 0.2
2,3.748979786643531,11.246939359930593,0.00717616081237793,0.18856166434639032,non-linear - epsilon: 0.2
3,4.608954253081477,13.826862759244431,0.010200023651123047,0.17522002442754658,non-linear - epsilon: 0.2
4,5.244236559284171,15.732709677852514,0.014230012893676758,0.166834573783595,non-linear - epsilon: 0.2
5,5.8035179484476105,17.410553845342832,0.017470836639404297,0.1608594760130434,non-linear - epsilon: 0.2
6,6.223136614384944,18.66940984315483,0.020566940307617188,0.1562843108887373,non-linear - epsilon: 0.2
7,6.604506316185801,19.8135189485574,0.023569822311401367,0.15261332259953386,non-linear - epsilon: 0.2
8,6.849600882474513,20.54880264742354,0.02662181854248047,0.1495693685401105,non-linear - epsilon: 0.2
9,7.145295224526482,21.435885673579445,0.029721975326538086,0.14698305684142787,non-linear - epsilon: 0.2
10,7.340061076313893,22.02018322894168,0.03272700309753418,0.1447438839476537,non-linear - epsilon: 0.2
11,7.55391298015067,22.66173894045201,0.035663604736328125,0.14277608404589615,non-linear - epsilon: 0.2
12,7.783839841822711,23.35151952546813,0.03867959976196289,0.14102562648394656,non-linear - epsilon: 0.2
13,8.019688950445735,24.059066851337207,0.04189467430114746,0.13945273350666243,non-linear - epsilon: 0.2
14,8.18455376115985,24.55366128347955,0.0449986457824707,0.13802733860642302,non-linear - epsilon: 0.2
15,8.368371913001171,25.105115739003516,0.048230648040771484,0.13672620632778687,non-linear - epsilon: 0.2
16,8.545468268025694,25.63640480407708,0.05235147476196289,0.13553103754126283,non-linear - epsilon: 0.2
17,8.681557024720474,26.04467107416142,0.05574655532836914,0.1344271835937918,non-linear - epsilon: 0.2
18,8.83741309304058,26.512239279121737,0.05868649482727051,0.1334027499847692,non-linear - epsilon: 0.2
19,8.95293048200221,26.85879144600663,0.06165051460266113,0.1324479568429051,non-linear - epsilon: 0.2
20,9.020986790287973,27.06296037086392,0.06477046012878418,0.13155467320159442,non-linear - epsilon: 0.2
21,9.169727807860374,27.50918342358112,0.06807279586791992,0.130716071645524,non-linear - epsilon: 0.2
22,9.232164381181413,27.696493143544238,0.07099366188049316,0.12992636805094504,non-linear - epsilon: 0.2
23,9.277092377265655,27.831277131796966,0.0740504264831543,0.1291806225923704,non-linear - epsilon: 0.2
24,9.388729015028566,28.1661870450857,0.07790660858154297,0.12847458559243763,non-linear - epsilon: 0.2
25,9.492134488515106,28.476403465545317,0.08270573616027832,0.12780457668621603,non-linear - epsilon: 0.2
26,9.58663449503728,28.759903485111842,0.0872647762298584,0.12716738907202108,non-linear - epsilon: 0.2
27,9.661988630307023,28.98596589092107,0.09104084968566895,0.12656021288744124,non-linear - epsilon: 0.2
28,9.752730014962253,29.25819004488676,0.09543395042419434,0.12598057333163437,non-linear - epsilon: 0.2
29,9.805159763657123,29.41547929097137,0.09967374801635742,0.12542628027641056,non-linear - epsilon: 0.2
30,9.88186304058413,29.645589121752394,0.10324478149414062,0.12489538691450885,non-linear - epsilon: 0.2
31,9.991559311167942,29.974677933503827,0.10631179809570312,0.12438615558006039,non-linear - epsilon: 0.2
32,10.063270765986589,30.18981229795977,0.11008691787719727,0.12389702930825786,non-linear - epsilon: 0.2
33,10.144242323672383,30.43272697101715,0.11412191390991211,0.12342660802295768,non-linear - epsilon: 0.2
34,10.210769609820106,30.63230882946032,0.11727166175842285,0.1229736284829599,non-linear - epsilon: 0.2
35,10.27648717350069,30.829461520502072,0.12035346031188965,0.12253694730151266,non-linear - epsilon: 0.2
36,10.32159157350135,30.964774720504046,0.12341737747192383,0.12211552649443935,non-linear - epsilon: 0.2
37,10.37550077746752,31.12650233240256,0.12646222114562988,0.12170842112111058,non-linear - epsilon: 0.2
38,10.42259955453636,31.26779866360908,0.12948822975158691,0.12131476866724167,non-linear - epsilon: 0.2
39,10.452646831313428,31.357940493940283,0.13248324394226074,0.12093377988498333,non-linear - epsilon: 0.2
40,10.499263591449585,31.497790774348754,0.13552141189575195,0.120564730858303,non-linear - epsilon: 0.2
41,10.528496640498885,31.585489921496652,0.1383824348449707,0.12020695610342436,non-linear - epsilon: 0.2
42,10.571550990821768,31.714652972465306,0.14125561714172363,0.1198598425475127,non-linear - epsilon: 0.2
43,10.60520276460432,31.815608293812957,0.14418673515319824,0.11952282425569372,non-linear - epsilon: 0.2
44,10.63119856611368,31.893595698341038,0.1495654582977295,0.11919537779826672,non-linear - epsilon: 0.2
45,10.672451165170664,32.01735349551199,0.15276145935058594,0.11887701816768415,non-linear - epsilon: 0.2
46,10.690189132500562,32.070567397501684,0.1561112403869629,0.11856729516935871,non-linear - epsilon: 0.2
47,10.729230756362293,32.18769226908688,0.15911531448364258,0.11826579022225825,non-linear - epsilon: 0.2
48,10.78687950407985,32.360638512239554,0.1623070240020752,0.11797211351507841,non-linear - epsilon: 0.2
49,10.827683424407327,32.483050273221984,0.1652510166168213,0.11768590147192459,non-linear - epsilon: 0.2
50,10.861720066298943,32.58516019889683,0.16855216026306152,0.11740681448821866,non-linear - epsilon: 0.2
51,10.893973179337499,32.681919538012494,0.17171907424926758,0.11713453490321424,non-linear - epsilon: 0.2
52,10.927829894953403,32.78348968486021,0.17497491836547852,0.11686876518025724,non-linear - epsilon: 0.2
53,10.945078355552374,32.83523506665712,0.17859911918640137,0.11660922626993886,non-linear - epsilon: 0.2
54,10.977025469723563,32.931076409170686,0.1820080280303955,0.11635565613466625,non-linear - epsilon: 0.2
55,11.008785402126792,33.02635620638038,0.18561983108520508,0.1161078084160525,non-linear - epsilon: 0.2
56,11.036854166700222,33.11056250010066,0.18927574157714844,0.11586545122896319,non-linear - epsilon: 0.2
57,11.068026384824512,33.20407915447353,0.19313478469848633,0.11562836606814386,non-linear - epsilon: 0.2
58,11.098989323348091,33.29696797004427,0.19641613960266113,0.11539634681513466,non-linear - epsilon: 0.2
59,11.106655788967638,33.319967366902915,0.20006346702575684,0.11516919883470789,non-linear - epsilon: 0.2
60,11.127425170292716,33.382275510878145,0.20368361473083496,0.11494673815138312,non-linear - epsilon: 0.2
61,11.159511437591787,33.47853431277536,0.2069854736328125,0.1147287906977108,non-linear - epsilon: 0.2
62,11.183474075707501,33.5504222271225,0.2104654312133789,0.11451519162699775,non-linear - epsilon: 0.2
63,11.199856759652336,33.59957027895701,0.21381640434265137,0.11430578468400443,non-linear - epsilon: 0.2
64,11.220072556935365,33.6602176708061,0.21766376495361328,0.11410042162788259,non-linear - epsilon: 0.2
65,11.243656356932924,33.73096907079877,0.22142577171325684,0.11389896170227154,non-linear - epsilon: 0.2
66,11.263508165769105,33.79052449730732,0.22475600242614746,0.11370127114803252,non-linear - epsilon: 0.2
67,11.27481477499537,33.82444432498611,0.22791314125061035,0.1135072227545999,non-linear - epsilon: 0.2
68,11.285910299036429,33.857730897109285,0.23098421096801758,0.11331669544635903,non-linear - epsilon: 0.2
69,11.314807734058201,33.944423202174605,0.23424553871154785,0.11312957390084033,non-linear - epsilon: 0.2
70,11.33206216826183,33.99618650478549,0.23726868629455566,0.11294574819586045,non-linear - epsilon: 0.2
71,11.340181817327133,34.0205454519814,0.2408285140991211,0.1127651134830322,non-linear - epsilon: 0.2
72,11.369532304384991,34.108596913154976,0.24460649490356445,0.11258756968533101,non-linear - epsilon: 0.2
73,11.383528354942667,34.150585064828,0.24794244766235352,0.1124130212166361,non-linear - epsilon: 0.2
74,11.402952363020175,34.20885708906052,0.2514183521270752,0.11224137672137069,non-linear - epsilon: 0.2
75,11.40824643677999,34.22473931033997,0.25495123863220215,0.11207254883254936,non-linear - epsilon: 0.2
76,11.42115042944611,34.26345128833833,0.2587134838104248,0.11190645394670418,non-linear - epsilon: 0.2
77,11.438132214642572,34.314396643927715,0.2621645927429199,0.11174301201430425,non-linear - epsilon: 0.2
78,11.459815398192731,34.37944619457819,0.265575647354126,0.11158214634441666,non-linear - epsilon: 0.2
79,11.470263277091192,34.410789831273576,0.2693307399749756,0.11142378342247028,non-linear - epsilon: 0.2
80,11.485075959808844,34.45522787942653,0.27294278144836426,0.11126785274008932,non-linear - epsilon: 0.2
81,11.502723632384907,34.50817089715472,0.2764778137207031,0.1111142866360556,non-linear - epsilon: 0.2
82,11.529204114586534,34.5876123437596,0.27956676483154297,0.11096302014754544,non-linear - epsilon: 0.2
83,11.540047372471228,34.620142117413685,0.2825484275817871,0.11081399087085797,non-linear - epsilon: 0.2
84,11.558094416060994,34.67428324818298,0.28584837913513184,0.11066713883092394,non-linear - epsilon: 0.2
85,11.565558803026766,34.6966764090803,0.28898024559020996,0.11052240635894328,non-linear - epsilon: 0.2
86,11.576942377461423,34.73082713238427,0.29242634773254395,0.1103797379775544,non-linear - epsilon: 0.2
87,11.60701694765685,34.82105084297055,0.29567408561706543,0.11023908029299156,non-linear - epsilon: 0.2
88,11.61193302641207,34.83579907923621,0.29868102073669434,0.11010038189372695,non-linear - epsilon: 0.2
89,11.626038696494682,34.878116089484045,0.3018670082092285,0.10996359325514149,non-linear - epsilon: 0.2
90,11.63951260411016,34.918537812330484,0.3050990104675293,0.10982866664979873,non-linear - epsilon: 0.2
91,11.645042765877834,34.935128297633504,0.30819106101989746,0.10969555606293702,non-linear - epsilon: 0.2
92,11.64840906273273,34.94522718819819,0.31108999252319336,0.10956421711282005,non-linear - epsilon: 0.2
93,11.662291819853891,34.98687545956167,0.3141152858734131,0.10943460697561858,non-linear - epsilon: 0.2
94,11.675520499846078,35.02656149953823,0.317089319229126,0.10930668431451807,non-linear - epsilon: 0.2
95,11.67966647454366,35.03899942363098,0.32063937187194824,0.10918040921277317,non-linear - epsilon: 0.2
96,11.690322971274645,35.07096891382393,0.32533740997314453,0.10905574311044997,non-linear - epsilon: 0.2
97,11.700755133119818,35.10226539935945,0.3316483497619629,0.1089326487446155,non-linear - epsilon: 0.2
98,11.710080337539344,35.13024101261803,0.33689260482788086,0.10881109009275458,non-linear - epsilon: 0.2
99,11.723748474116787,35.17124542235036,0.34003138542175293,0.10869103231920807,non-linear - epsilon: 0.2
100,11.733233261160409,35.19969978348123,0.34331417083740234,0.10857244172444136,non-linear - epsilon: 0.2
