episode,epsilon,terminal_reward,cum_discounted_rewards,episode_tot_rewards,avg_reward,avg_delta_reward,gamma,alpha,episode_time,accumulated_time,num_exploitation,num_exploration,done?,steps_before_done,state_size,decay_rate,decay_type,decay
2900,0.027471720525326725,0.0,-0.6611670388409603,-0.8999999999999999,-0.0018000000000000002,0.0,0.999,0.8,0.009905099868774414,19.791667222976685,483,17,False,499,900,0.999,1,non-linear - epsilon: 0.5
3000,0.024856196999018126,0.0,-0.7334294326907539,-0.9999999999999999,-0.002,0.0,0.999,0.8,0.009661197662353516,20.793214559555054,485,15,False,499,900,0.999,1,non-linear - epsilon: 0.5
3100,0.022489691851822948,0.0,-0.4470149002940703,-0.6,-0.0012000000000000001,0.0,0.999,0.8,0.009850263595581055,21.786957025527954,487,13,False,499,900,0.999,1,non-linear - epsilon: 0.5
3200,0.020348496578536573,0.0,-0.4171989994090101,-0.5,-0.001,0.0,0.999,0.8,0.010955095291137695,22.83246612548828,494,6,False,499,900,0.999,1,non-linear - epsilon: 0.5
3300,0.018411159909830062,-1.0,-1.2644910424711897,-1.3,-0.004593639575971732,0.0,0.999,0.8,0.0064890384674072266,23.950603246688843,277,6,True,282,900,0.999,1,non-linear - epsilon: 0.5
3400,0.016658272905668976,0.0,-0.5018526370373153,-0.6,-0.0012000000000000001,0.0,0.999,0.8,0.009824037551879883,24.94978642463684,490,10,False,499,900,0.999,1,non-linear - epsilon: 0.5
3500,0.015072274509526362,0.0,-0.4654258333194711,-0.6,-0.0012000000000000001,0.0,0.999,0.8,0.009954690933227539,25.943117141723633,487,13,False,499,900,0.999,1,non-linear - epsilon: 0.5
3600,0.013637275615361578,0.0,-0.22494263259327144,-0.30000000000000004,-0.0006000000000000001,0.0,0.999,0.8,0.009603023529052734,26.928431510925293,497,3,False,499,900,0.999,1,non-linear - epsilon: 0.5
3700,0.012338899884804437,0.0,-0.09075119613694453,-0.1,-0.0002,0.0,0.999,0.8,0.010264158248901367,27.926632165908813,496,4,False,499,900,0.999,1,non-linear - epsilon: 0.5
3800,0.011164139719793303,0.0,-0.1496258040981903,-0.2,-0.0004,0.0,0.999,0.8,0.01093602180480957,28.9907546043396,498,2,False,499,900,0.999,1,non-linear - epsilon: 0.5
3900,0.010101225947749214,0.0,-0.24359320115291963,-0.30000000000000004,-0.0006000000000000001,0.0,0.999,0.8,0.013030052185058594,30.108500480651855,495,5,False,499,900,0.999,1,non-linear - epsilon: 0.5
4000,0.009139509913744723,0.0,-0.14685437622551284,-0.2,-0.0004,0.0,0.999,0.8,0.009860038757324219,31.12451148033142,496,4,False,499,900,0.999,1,non-linear - epsilon: 0.5
4100,0.008269356798424112,0.0,-0.06742211329618307,-0.1,-0.0002,0.0,0.999,0.8,0.009713888168334961,32.13298225402832,497,3,False,499,900,0.999,1,non-linear - epsilon: 0.5
4200,0.007482049092895501,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.00993204116821289,33.117079973220825,499,1,False,499,900,0.999,1,non-linear - epsilon: 0.5
4300,0.006769699263571101,0.0,-0.17394365233800232,-0.2,-0.0004,0.0,0.999,0.8,0.013593912124633789,34.14907264709473,498,2,False,499,900,0.999,1,non-linear - epsilon: 0.5
4400,0.006125170732000594,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.00983881950378418,35.19431972503662,499,1,False,499,900,0.999,1,non-linear - epsilon: 0.5
4500,0.005542006378044867,0.0,-0.07717230117583408,-0.1,-0.0002,0.0,0.999,0.8,0.010564088821411133,36.33851194381714,498,2,False,499,900,0.999,1,non-linear - epsilon: 0.5
4600,0.005014363850109088,0.0,-0.13734408366602752,-0.2,-0.0004,0.0,0.999,0.8,0.00970911979675293,37.37295079231262,498,2,False,499,900,0.999,1,non-linear - epsilon: 0.5
4700,0.004536957034349567,0.0,-0.3272878147828833,-0.4,-0.0008,0.0,0.999,0.8,0.009706974029541016,38.35418152809143,493,7,False,499,900,0.999,1,non-linear - epsilon: 0.5
4800,0.004105003096471789,0.0,-0.2638749341294362,-0.30000000000000004,-0.0006000000000000001,0.0,0.999,0.8,0.010522127151489258,39.34445762634277,497,3,False,499,900,0.999,1,non-linear - epsilon: 0.5
4900,0.003714174565565133,0.0,-0.06254807928315241,-0.1,-0.0002,0.0,0.999,0.8,0.010268926620483398,40.330477237701416,498,2,False,499,900,0.999,1,non-linear - epsilon: 0.5
5000,0.0033605559799328036,0.0,-0.15988383407170703,-0.2,-0.0004,0.0,0.999,0.8,0.009711265563964844,41.329708099365234,497,3,False,499,900,0.999,1,non-linear - epsilon: 0.5
5100,0.003040604660579215,0.0,-0.07017506636113062,-0.1,-0.0002,0.0,0.999,0.8,0.010267019271850586,42.37403392791748,499,1,False,499,900,0.999,1,non-linear - epsilon: 0.5
5200,0.00275111521936942,0.0,-0.08842092457380012,-0.1,-0.0002,0.0,0.999,0.8,0.019553184509277344,43.5141499042511,497,3,False,499,900,0.999,1,non-linear - epsilon: 0.5
5300,0.002489187446290459,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010265111923217773,44.680031061172485,499,1,False,499,900,0.999,1,non-linear - epsilon: 0.5
5400,0.002252197254097634,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.01094198226928711,45.857763051986694,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.5
5500,0.0020377703892585967,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009589910507202148,46.86492371559143,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.5
5600,0.0018437586458220246,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009813070297241211,47.88251733779907,499,1,False,499,900,0.999,1,non-linear - epsilon: 0.5
5700,0.0016682183439127737,0.0,-0.15758668853178046,-0.2,-0.0004,0.0,0.999,0.8,0.01069784164428711,48.91893434524536,498,2,False,499,900,0.999,1,non-linear - epsilon: 0.5
5800,0.0015093908572433154,0.0,-0.0686473177834008,-0.1,-0.0002,0.0,0.999,0.8,0.01019287109375,50.03435945510864,499,1,False,499,900,0.999,1,non-linear - epsilon: 0.5
5900,0.0013656849945589814,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009895086288452148,51.11149573326111,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.5
6000,0.001235661058507995,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009613037109375,52.11546993255615,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.5
6100,0.001118016422232247,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.01100015640258789,53.14621138572693,499,1,False,499,900,0.999,1,non-linear - epsilon: 0.5
6200,0.0010115724791799016,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009723901748657227,54.1596736907959,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.5
6300,0.0009152628353983202,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.01019597053527832,55.215662717819214,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.5
6400,0.0008281226260134272,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010282278060913086,56.3371057510376,499,1,False,499,900,0.999,1,non-linear - epsilon: 0.5
6500,0.0007492788488641317,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009830951690673828,57.3627450466156,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.5
6600,0.0006779416184506652,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010290861129760742,58.34187579154968,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.5
6700,0.0006133962525757197,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.011816978454589844,59.327274560928345,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.5
6800,0.0005549961123994881,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009675979614257812,60.36061954498291,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.5
6900,0.0005021561241776941,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009658098220825195,61.39924597740173,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.5
7000,0.0004543469177810337,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010309934616088867,62.432477951049805,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.5
7100,0.0004110895232735972,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009914159774780273,63.52097845077515,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.5
7200,0.00037195057241866934,0.0,-0.06668416716372583,-0.1,-0.0002,0.0,0.999,0.8,0.009740114212036133,64.51832389831543,499,1,False,499,900,0.999,1,non-linear - epsilon: 0.5
7300,0.0003365379570388609,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009575128555297852,65.49629950523376,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.5
7400,0.0003044969007344524,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009739875793457031,66.47411489486694,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.5
7500,0.0002755064046049951,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009615898132324219,67.47055768966675,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.5
7600,0.00024927603136613174,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010416030883789062,68.47920775413513,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.5
7700,0.00022554299564374647,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.011829614639282227,69.54354119300842,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.5
7800,0.0002040695312949633,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009847164154052734,70.60086870193481,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.5
7900,0.00018464050938085807,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009550094604492188,71.59681797027588,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.5
8000,0.00016706128292687556,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009341001510620117,72.57820630073547,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.5
8100,0.0001511557368789785,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.00978708267211914,73.55475687980652,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.5
8200,0.00013676452371928598,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009737014770507812,74.55650043487549,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.5
8300,0.00012374346706495653,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.01109004020690918,75.57138538360596,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.5
8400,0.0001119621172569965,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010131120681762695,76.69311118125916,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.5
8500,0.00010130244446835463,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009999990463256836,77.7393889427185,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.5
8600,9.165765623838988e-05,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009542703628540039,78.72640299797058,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.5
8700,8.293112758734299e-05,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009545087814331055,79.70287823677063,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.5
8800,7.503543299231305e-05,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009671926498413086,80.67592358589172,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.5
8900,6.789147052672177e-05,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.00970602035522461,81.66996884346008,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.5
9000,6.142766938857965e-05,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010043144226074219,82.69800567626953,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.5
9100,5.557927287828407e-05,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.011846065521240234,83.79348015785217,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.5
9200,5.028768964256137e-05,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.011090993881225586,84.83780455589294,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.5
9300,4.5499906685080896e-05,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009260177612304688,85.82953572273254,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.5
9400,4.116795826306769e-05,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009685039520263672,86.81111907958984,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.5
9500,3.7248445349128574e-05,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.011564016342163086,87.80245089530945,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.5
9600,3.370210084408567e-05,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010570049285888672,88.84092283248901,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.5
9700,3.0493396184963014e-05,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.011322021484375,89.95802330970764,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.5
9800,2.7590185406981663e-05,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009598016738891602,90.99260115623474,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.5
9900,2.4963383093648256e-05,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009578943252563477,91.97431063652039,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.5
10000,2.2586672988524057e-05,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009541749954223633,92.94744682312012,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.5
10100,2.0436244349441897e-05,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010164022445678711,93.94776320457458,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.5
10200,1.8490553403871923e-05,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010344982147216797,94.99110460281372,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.5
10300,1.673010751560998e-05,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.00985097885131836,96.0750458240509,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.5
10400,1.5137269900491963e-05,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.01380014419555664,97.08471059799194,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.5
10500,1.3696082934705848e-05,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009545326232910156,98.06300044059753,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.5
10600,1.2392108285539938e-05,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009451866149902344,99.0349600315094,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.5
10700,1.1212282262939266e-05,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009545087814331055,100.0082335472107,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.5
10800,1.0144784942729777e-05,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009943008422851562,100.98344945907593,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.5
10900,9.178921750339298e-06,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.00962686538696289,101.95312857627869,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.5
11000,8.305016318678218e-06,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009422779083251953,102.9307804107666,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.5
11100,7.514313546791256e-06,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009685993194580078,103.9123466014862,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.5
11200,6.7988918880868925e-06,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009560108184814453,104.8827555179596,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.5
11300,6.1515839894161184e-06,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.00974893569946289,105.86457371711731,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.5
11400,5.5659048859341285e-06,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009596109390258789,106.83770823478699,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.5
11500,5.03598703237502e-06,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009676933288574219,107.81889367103577,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.5
11600,4.556521519859394e-06,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.00966501235961914,108.79729080200195,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.5
11700,4.122704889323404e-06,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009565114974975586,109.77428483963013,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.5
11800,3.73019100872711e-06,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009721040725708008,110.75185227394104,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.5
11900,3.375047531930453e-06,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009463787078857422,111.73180890083313,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.5
12000,3.053716503026179e-06,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009536027908325195,112.7070722579956,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.5
12100,2.762978711449623e-06,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009903669357299805,113.67951083183289,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.5
12200,2.4999214407619725e-06,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009509086608886719,114.65222096443176,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.5
12300,2.2619092880026234e-06,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.00966501235961914,115.62422633171082,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.5
12400,2.046557761268333e-06,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009674072265625,116.59950113296509,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.5
12500,1.8517093910102007e-06,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009893178939819336,117.57246899604797,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.5
12600,1.6754121157227375e-06,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009667158126831055,118.55203986167908,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.5
12700,1.5158997254850982e-06,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009590864181518555,119.5510106086731,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.5
12800,1.371574167430745e-06,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009566068649291992,120.52441096305847,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.5
12900,1.2409895358753627e-06,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.00965118408203125,121.50900506973267,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.5
13000,1.1228375867103143e-06,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009660005569458008,122.47933387756348,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.5
13100,1.0159346309396004e-06,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010485172271728516,123.45350813865662,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.5
13200,9.19209676055015e-07,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009599924087524414,124.42361402511597,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.5
13300,8.316936964455134e-07,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009752035140991211,125.39740681648254,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.5
13400,7.525099253478731e-07,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009584188461303711,126.36434292793274,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.5
13500,6.808650710798791e-07,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009496927261352539,127.34123492240906,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.5
13600,6.160413695570914e-07,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009677886962890625,128.31233978271484,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.5
13700,5.573893934724303e-07,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009720087051391602,129.29710817337036,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.5
13800,5.043215460983276e-07,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.00983881950378418,130.29126858711243,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.5
13900,4.563061745300112e-07,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009567022323608398,131.2862651348114,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.5
14000,4.128622433942517e-07,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010644912719726562,132.32604050636292,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.5
14100,3.7355451566286747e-07,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.011612176895141602,133.4270317554474,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.5
14200,3.3798919229062744e-07,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.01254129409790039,134.53962349891663,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.5
14300,3.0580996699386494e-07,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009608030319213867,135.65794396400452,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.5
14400,2.766944566451514e-07,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009639978408813477,136.6866192817688,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.5
