episode,V_average,V_sum,time,epsilon,decay
1,11.313103911666085,33.939311734998256,0.0029370784759521484,0.19901000000000446,linear - epsilon: 0.2
2,18.958885271181995,56.87665581354599,0.0061490535736083984,0.198010000000009,linear - epsilon: 0.2
3,24.69703324487526,74.09109973462579,0.009188175201416016,0.19701000000001356,linear - epsilon: 0.2
4,28.620536490204852,85.86160947061455,0.012346267700195312,0.19601000000001811,linear - epsilon: 0.2
5,32.26876340977514,96.80629022932541,0.015368461608886719,0.19501000000002267,linear - epsilon: 0.2
6,34.803489392578875,104.41046817773662,0.018334150314331055,0.19401000000002722,linear - epsilon: 0.2
7,37.26776619031959,111.80329857095877,0.021242141723632812,0.19301000000003177,linear - epsilon: 0.2
8,39.16205441839472,117.48616325518415,0.02423405647277832,0.19201000000003632,linear - epsilon: 0.2
9,41.38585851142765,124.15757553428294,0.02731013298034668,0.19101000000004087,linear - epsilon: 0.2
10,42.91647588147426,128.74942764442278,0.03022289276123047,0.19001000000004542,linear - epsilon: 0.2
11,45.03308310947389,135.09924932842168,0.03340482711791992,0.18901000000004997,linear - epsilon: 0.2
12,46.88933543404425,140.66800630213274,0.03896689414978027,0.18801000000005452,linear - epsilon: 0.2
13,48.29300284435357,144.87900853306073,0.04452109336853027,0.18701000000005907,linear - epsilon: 0.2
14,49.773553895388744,149.32066168616623,0.048246145248413086,0.18601000000006362,linear - epsilon: 0.2
15,50.864819108629625,152.59445732588887,0.05112504959106445,0.18501000000006818,linear - epsilon: 0.2
16,52.02292174141354,156.06876522424062,0.05415987968444824,0.18401000000007273,linear - epsilon: 0.2
17,52.84851592193248,158.54554776579744,0.05707383155822754,0.18301000000007728,linear - epsilon: 0.2
18,53.776735682755714,161.33020704826714,0.060242652893066406,0.18201000000008183,linear - epsilon: 0.2
19,54.533096844321825,163.59929053296548,0.06343483924865723,0.18101000000008638,linear - epsilon: 0.2
20,55.44544739169629,166.33634217508887,0.06645679473876953,0.18001000000009093,linear - epsilon: 0.2
21,56.239745238393745,168.71923571518124,0.06937861442565918,0.17901000000009548,linear - epsilon: 0.2
22,56.84345261265914,170.53035783797742,0.07297754287719727,0.17801000000010003,linear - epsilon: 0.2
23,57.00182949602094,171.0054884880628,0.07623744010925293,0.17701000000010458,linear - epsilon: 0.2
24,57.743087649411194,173.22926294823358,0.07999658584594727,0.17601000000010913,linear - epsilon: 0.2
25,58.18543557404579,174.55630672213738,0.08333563804626465,0.17501000000011369,linear - epsilon: 0.2
26,58.80755602361496,176.42266807084488,0.08653450012207031,0.17401000000011824,linear - epsilon: 0.2
27,59.271642683797005,177.814928051391,0.09000849723815918,0.1730100000001228,linear - epsilon: 0.2
28,59.60750105587288,178.82250316761863,0.09393072128295898,0.17201000000012734,linear - epsilon: 0.2
29,60.16899655050372,180.50698965151116,0.09741044044494629,0.1710100000001319,linear - epsilon: 0.2
30,60.85815741302065,182.57447223906195,0.10155248641967773,0.17001000000013644,linear - epsilon: 0.2
31,61.290021257659326,183.87006377297797,0.10468626022338867,0.169010000000141,linear - epsilon: 0.2
32,61.74303051834308,185.22909155502924,0.10863399505615234,0.16801000000014554,linear - epsilon: 0.2
33,62.250955464929774,186.75286639478932,0.11252593994140625,0.1670100000001501,linear - epsilon: 0.2
34,62.63170403754649,187.89511211263948,0.11632394790649414,0.16601000000015464,linear - epsilon: 0.2
35,63.11241701222294,189.33725103666882,0.11943197250366211,0.1650100000001592,linear - epsilon: 0.2
36,63.5285025717128,190.5855077151384,0.12283778190612793,0.16401000000016375,linear - epsilon: 0.2
37,63.90893490433126,191.72680471299378,0.12653303146362305,0.1630100000001683,linear - epsilon: 0.2
38,64.13334712392658,192.40004137177974,0.1299588680267334,0.16201000000017285,linear - epsilon: 0.2
39,64.56736388707013,193.7020916612104,0.13371491432189941,0.1610100000001774,linear - epsilon: 0.2
40,64.93713210743739,194.8113963223122,0.13679170608520508,0.16001000000018195,linear - epsilon: 0.2
41,65.29305603033666,195.87916809100997,0.14009475708007812,0.1590100000001865,linear - epsilon: 0.2
42,65.62296555108236,196.86889665324708,0.14323067665100098,0.15801000000019105,linear - epsilon: 0.2
43,65.84523799919889,197.53571399759664,0.14661478996276855,0.1570100000001956,linear - epsilon: 0.2
44,65.92201385611743,197.7660415683523,0.1504666805267334,0.15601000000020016,linear - epsilon: 0.2
45,66.01673907883249,198.05021723649747,0.1541588306427002,0.1550100000002047,linear - epsilon: 0.2
46,66.35758282005906,199.0727484601772,0.1586461067199707,0.15401000000020926,linear - epsilon: 0.2
47,66.59175921447608,199.77527764342824,0.1623859405517578,0.1530100000002138,linear - epsilon: 0.2
48,66.76066011417508,200.28198034252523,0.1660749912261963,0.15201000000021836,linear - epsilon: 0.2
49,67.09586383167944,201.28759149503833,0.16910505294799805,0.1510100000002229,linear - epsilon: 0.2
50,67.32526015261266,201.97578045783797,0.17206192016601562,0.15001000000022746,linear - epsilon: 0.2
51,67.42296826984382,202.26890480953148,0.17501211166381836,0.149010000000232,linear - epsilon: 0.2
52,67.83541144554617,203.5062343366385,0.17797398567199707,0.14801000000023656,linear - epsilon: 0.2
53,67.88356548492872,203.65069645478616,0.18087291717529297,0.14701000000024111,linear - epsilon: 0.2
54,68.13832385500899,204.41497156502697,0.1840038299560547,0.14601000000024567,linear - epsilon: 0.2
55,68.36063317613423,205.0818995284027,0.1869049072265625,0.14501000000025022,linear - epsilon: 0.2
56,68.59929837412805,205.79789512238415,0.1898949146270752,0.14401000000025477,linear - epsilon: 0.2
57,68.68083635296077,206.0425090588823,0.19284582138061523,0.14301000000025932,linear - epsilon: 0.2
58,68.79373521793887,206.3812056538166,0.19579863548278809,0.14201000000026387,linear - epsilon: 0.2
59,68.84982830627104,206.5494849188131,0.19907140731811523,0.14101000000026842,linear - epsilon: 0.2
60,69.09446321061579,207.28338963184737,0.20304036140441895,0.14001000000027297,linear - epsilon: 0.2
61,69.35445786913832,208.06337360741495,0.20598435401916504,0.13901000000027752,linear - epsilon: 0.2
62,69.46399623627413,208.39198870882237,0.20905637741088867,0.13801000000028207,linear - epsilon: 0.2
63,69.61437529140865,208.84312587422596,0.21198225021362305,0.13701000000028662,linear - epsilon: 0.2
64,69.65183678678244,208.95551036034732,0.215118408203125,0.13601000000029118,linear - epsilon: 0.2
65,69.78704478716975,209.36113436150924,0.2189314365386963,0.13501000000029573,linear - epsilon: 0.2
66,69.8354031638521,209.50620949155632,0.22243046760559082,0.13401000000030028,linear - epsilon: 0.2
67,69.80702072642515,209.42106217927545,0.2256944179534912,0.13301000000030483,linear - epsilon: 0.2
68,69.85344899043398,209.56034697130193,0.22874069213867188,0.13201000000030938,linear - epsilon: 0.2
69,69.85902889455213,209.57708668365638,0.23192143440246582,0.13101000000031393,linear - epsilon: 0.2
70,69.92059382007788,209.76178146023366,0.23488950729370117,0.13001000000031848,linear - epsilon: 0.2
71,70.04476335330581,210.13429005991742,0.23786449432373047,0.12901000000032303,linear - epsilon: 0.2
72,70.22064273840188,210.66192821520565,0.24079227447509766,0.12801000000032758,linear - epsilon: 0.2
73,70.27418792637877,210.82256377913632,0.24410009384155273,0.12701000000033213,linear - epsilon: 0.2
74,70.26990369112103,210.80971107336308,0.2472062110900879,0.12601000000033669,linear - epsilon: 0.2
75,70.38174122492158,211.14522367476474,0.2503540515899658,0.12501000000034124,linear - epsilon: 0.2
76,70.5824595566484,211.7473786699452,0.25388336181640625,0.12401000000034579,linear - epsilon: 0.2
77,70.66573688006012,211.99721064018036,0.257779598236084,0.12301000000035034,linear - epsilon: 0.2
78,70.78426376661382,212.35279129984144,0.26146745681762695,0.12201000000035489,linear - epsilon: 0.2
79,70.87008707076195,212.61026121228588,0.26465320587158203,0.12101000000035944,linear - epsilon: 0.2
80,71.07250951745844,213.2175285523753,0.2676413059234619,0.12001000000036399,linear - epsilon: 0.2
81,71.268466389989,213.80539916996702,0.2708272933959961,0.11901000000036854,linear - epsilon: 0.2
82,71.45667654439028,214.37002963317084,0.2738382816314697,0.1180100000003731,linear - epsilon: 0.2
83,71.53943112237458,214.61829336712373,0.2768993377685547,0.11701000000037765,linear - epsilon: 0.2
84,71.61905928914781,214.85717786744345,0.279787540435791,0.1160100000003822,linear - epsilon: 0.2
85,71.52557111054703,214.5767133316411,0.28264355659484863,0.11501000000038675,linear - epsilon: 0.2
86,71.52958599837079,214.58875799511236,0.28551530838012695,0.1140100000003913,linear - epsilon: 0.2
87,71.61736386082744,214.8520915824823,0.28825855255126953,0.11301000000039585,linear - epsilon: 0.2
88,71.85688800047484,215.57066400142452,0.2911856174468994,0.1120100000004004,linear - epsilon: 0.2
89,72.04794981328097,216.1438494398429,0.2940647602081299,0.11101000000040495,linear - epsilon: 0.2
90,72.07884119908259,216.23652359724778,0.2972078323364258,0.1100100000004095,linear - epsilon: 0.2
91,72.04562937772403,216.13688813317208,0.2999608516693115,0.10901000000041405,linear - epsilon: 0.2
92,72.00754469035464,216.0226340710639,0.3035275936126709,0.1080100000004186,linear - epsilon: 0.2
93,72.14294516661549,216.42883549984646,0.30765247344970703,0.10701000000042316,linear - epsilon: 0.2
94,72.1952064565094,216.5856193695282,0.31073737144470215,0.1060100000004277,linear - epsilon: 0.2
95,72.3422831679952,217.0268495039856,0.31383824348449707,0.10501000000043226,linear - epsilon: 0.2
96,72.46713745183712,217.40141235551135,0.31693530082702637,0.10401000000043681,linear - epsilon: 0.2
97,72.52682881785276,217.58048645355828,0.3198070526123047,0.10301000000044136,linear - epsilon: 0.2
98,72.62998609054146,217.88995827162438,0.3229401111602783,0.10201000000044591,linear - epsilon: 0.2
99,72.6599860509814,217.97995815294422,0.3258504867553711,0.10101000000045046,linear - epsilon: 0.2
100,72.69644692028378,218.08934076085131,0.3287782669067383,0.10001000000045501,linear - epsilon: 0.2
