env_name,algname,gamma,epsilon,threshold,Iteration,V_variation,V_max_diff,V_average,V_sum,clock_time,# chg action at iter,# chg actions
"frozen-lake-(8, 8)",PI,0.95,0.01,0.0005263157894736847,1,0.10555555555555557,0.10555555555555557,0.017013888888888887,1.0888888888888888,0.0016856193542480469,2,2
"frozen-lake-(8, 8)",PI,0.95,0.01,0.0005263157894736847,2,0.06685185185185183,0.06685185185185183,0.022758969907407407,1.456574074074074,0.002447366714477539,3,5
"frozen-lake-(8, 8)",PI,0.95,0.01,0.0005263157894736847,3,0.05292438271604935,0.05292438271604935,0.027555242091049377,1.7635354938271601,0.0032262802124023438,3,8
"frozen-lake-(8, 8)",PI,0.95,0.01,0.0005263157894736847,4,0.040222530864197525,0.040222530864197525,0.03174508905606995,2.031685699588477,0.003975391387939453,4,12
"frozen-lake-(8, 8)",PI,0.95,0.01,0.0005263157894736847,5,0.03184283693415635,0.03184283693415635,0.035460086698388196,2.2694455486968446,0.004730224609375,6,18
"frozen-lake-(8, 8)",PI,0.95,0.01,0.0005263157894736847,6,0.025545031407178787,0.025545031407178787,0.03882127504143803,2.484561602652034,0.0054531097412109375,5,23
"frozen-lake-(8, 8)",PI,0.95,0.01,0.0005263157894736847,7,0.020968213280059322,0.020968213280059322,0.04190464016050765,2.6818969702724895,0.006173849105834961,8,31
"frozen-lake-(8, 8)",PI,0.95,0.01,0.0005263157894736847,8,0.01813342437806817,0.01813342437806817,0.04477169296935417,2.8653883500386668,0.006927967071533203,5,36
"frozen-lake-(8, 8)",PI,0.95,0.01,0.0005263157894736847,9,0.015924607009587255,0.015924607009587255,0.04746337315047365,3.0376558816303136,0.0076601505279541016,6,42
"frozen-lake-(8, 8)",PI,0.95,0.01,0.0005263157894736847,10,0.014121170170185993,0.014121170170185993,0.05001116629324534,3.200714642767702,0.008383989334106445,9,51
"frozen-lake-(8, 8)",PI,0.95,0.01,0.0005263157894736847,11,0.012496796215233585,0.012496796215233585,0.052437495846426485,3.355999734171295,0.00911402702331543,8,59
"frozen-lake-(8, 8)",PI,0.95,0.01,0.0005263157894736847,12,0.01114665131409931,0.01114665131409931,0.054759521582363385,3.5046093812712567,0.009853839874267578,8,67
"frozen-lake-(8, 8)",PI,0.95,0.01,0.0005263157894736847,13,0.009972510035520132,0.009972510035520132,0.056990806272247466,3.647411601423838,0.010585546493530273,4,71
"frozen-lake-(8, 8)",PI,0.95,0.01,0.0005263157894736847,14,0.00907400673644257,0.00907400673644257,0.05913931567321718,3.7849162030858996,0.011322498321533203,0,71
"frozen-lake-(8, 8)",PI,0.95,0.01,0.0005263157894736847,15,0.008328935735318288,0.008328935735318288,0.061212525930407755,3.9176016595460963,0.012049198150634766,0,71
"frozen-lake-(8, 8)",PI,0.95,0.01,0.0005263157894736847,16,0.0075841875407882675,0.0075841875407882675,0.06321380738877903,4.045683672881858,0.012845277786254883,0,71
"frozen-lake-(8, 8)",PI,0.95,0.01,0.0005263157894736847,17,0.00695385342013452,0.00695385342013452,0.0651473336809279,4.1694293555793855,0.013565301895141602,0,71
"frozen-lake-(8, 8)",PI,0.95,0.01,0.0005263157894736847,18,0.006467085906087633,0.006467085906087633,0.06701425839867303,4.288912537515074,0.014287233352661133,2,73
"frozen-lake-(8, 8)",PI,0.95,0.01,0.0005263157894736847,19,0.00600579364438783,0.00600579364438783,0.0688176724105549,4.404331034275514,0.015017986297607422,1,74
"frozen-lake-(8, 8)",PI,0.95,0.01,0.0005263157894736847,20,0.005590563195905784,0.005590563195905784,0.07055769375862837,4.515692400552216,0.01574397087097168,1,75
"frozen-lake-(8, 8)",PI,0.95,0.01,0.0005263157894736847,21,0.005216281820552185,0.005216281820552185,0.07223624871330928,4.623119917651794,0.01647806167602539,0,75
"frozen-lake-(8, 8)",PI,0.95,0.01,0.0005263157894736847,22,0.004912777493595796,0.004912777493595796,0.07385328695678074,4.7266103652339675,0.0172119140625,0,75
"frozen-lake-(8, 8)",PI,0.95,0.01,0.0005263157894736847,23,0.004650498931242836,0.004650498931242836,0.07541009567887208,4.826246123447813,0.01794886589050293,1,76
"frozen-lake-(8, 8)",PI,0.95,0.01,0.0005263157894736847,24,0.004408708808846737,0.004408708808846737,0.07690753624201174,4.9220823194887515,0.018675804138183594,1,77
"frozen-lake-(8, 8)",PI,0.95,0.01,0.0005263157894736847,25,0.0041636159198543965,0.0041636159198543965,0.07834731525327232,5.0142281762094285,0.01939702033996582,0,77
"frozen-lake-(8, 8)",PI,0.95,0.01,0.0005263157894736847,26,0.003930311537896025,0.003930311537896025,0.07972984609873576,5.102710150319089,0.020122051239013672,0,77
"frozen-lake-(8, 8)",PI,0.95,0.01,0.0005263157894736847,27,0.0037009267545337066,0.0037009267545337066,0.08105628291622638,5.187602106638488,0.020892858505249023,0,77
"frozen-lake-(8, 8)",PI,0.95,0.01,0.0005263157894736847,28,0.003474488338986295,0.003474488338986295,0.08232726814372952,5.2689451611986895,0.021623611450195312,1,78
"frozen-lake-(8, 8)",PI,0.95,0.01,0.0005263157894736847,29,0.003255867443316393,0.003255867443316393,0.0835441479634577,5.346825469661293,0.022359609603881836,0,78
"frozen-lake-(8, 8)",PI,0.95,0.01,0.0005263157894736847,30,0.00304420505683127,0.00304420505683127,0.08470772383330774,5.421294325331695,0.02309250831604004,0,78
"frozen-lake-(8, 8)",PI,0.95,0.01,0.0005263157894736847,31,0.0028465403929403554,0.0028465403929403554,0.08581991029933783,5.492474259157621,0.02382659912109375,2,80
"frozen-lake-(8, 8)",PI,0.95,0.01,0.0005263157894736847,32,0.0026653897242118196,0.0026653897242118196,0.08688282279126068,5.5605006586406835,0.024557828903198242,0,80
"frozen-lake-(8, 8)",PI,0.95,0.01,0.0005263157894736847,33,0.002490351179207151,0.002490351179207151,0.08789793409160729,5.6254677818628664,0.025300979614257812,0,80
"frozen-lake-(8, 8)",PI,0.95,0.01,0.0005263157894736847,34,0.002324287563612748,0.002324287563612748,0.08886642154287712,5.687450978744136,0.02603292465209961,0,80
