algname,Iteration,max|V-Vprev|,# chg actions,V[0],clock_time
value-iteration,0,0.3333333333333333,N/A,0.0,0.00014400482177734375
value-iteration,1,0.10555555555555557,1,0.0,0.00013327598571777344
value-iteration,2,0.06685185185185183,1,0.0,0.00013065338134765625
value-iteration,3,0.06350925925925924,2,0.0,0.00013208389282226562
value-iteration,4,0.04357440843621398,1,0.0,0.00012803077697753906
value-iteration,5,0.03821140432098763,4,0.003184283693415636,0.00012969970703125
value-iteration,6,0.028570100915923657,2,0.007553828539380424,0.00012993812561035156
value-iteration,7,0.024374217467683035,1,0.013727211129448627,0.0001289844512939453
value-iteration,8,0.01951533961877594,1,0.0206367873329876,0.0001270771026611328
value-iteration,9,0.016244806882434182,0,0.028257544306744493,0.00012612342834472656
value-iteration,10,0.013844019391355156,0,0.03606846442720881,0.00012683868408203125
value-iteration,11,0.011734744236366973,0,0.04395334775348714,0.00012683868408203125
value-iteration,12,0.010473880003636915,1,0.051908190425654865,0.00012731552124023438
value-iteration,13,0.00947687359284513,0,0.05989882534611833,0.00014781951904296875
value-iteration,14,0.008523937693942413,1,0.06774253198629762,0.00016427040100097656
value-iteration,15,0.007815964519842455,0,0.07534309000578178,0.0001289844512939453
value-iteration,16,0.007332214193200293,0,0.08263183218273852,0.000164031982421875
value-iteration,17,0.00693807120658603,0,0.08956990338932455,0.00012922286987304688
value-iteration,18,0.006563925246058394,0,0.09613382863538295,0.00012803077697753906
value-iteration,19,0.006180865880885608,0,0.10231469451626855,0.00012993812561035156
value-iteration,20,0.005797495319264129,0,0.10811218983553268,0.0001289844512939453
value-iteration,21,0.005421253607922602,0,0.11353344344345528,0.0001289844512939453
value-iteration,22,0.005056466800463677,0,0.11858991024391896,0.0001342296600341797
value-iteration,23,0.004706509751393792,0,0.12329641999531275,0.00013208389282226562
value-iteration,24,0.004373229428101158,0,0.1276696494234139,0.00012803077697753906
value-iteration,25,0.004057821525723315,0,0.13172747094913723,0.00013017654418945312
value-iteration,26,0.003760722921059778,0,0.135488193870197,0.00014281272888183594
value-iteration,27,0.0034819805543301885,0,0.1389701744245272,0.00013065338134765625
value-iteration,28,0.003221269510018554,0,0.14219144393454575,0.0001289844512939453
value-iteration,29,0.0029780585872312415,0,0.145169502521777,0.00013017654418945312
value-iteration,30,0.002751647399686752,0,0.14792114992146374,0.0001308917999267578
value-iteration,31,0.0025412450460226277,0,0.15046239496748637,0.00012803077697753906
value-iteration,32,0.0023459994462552147,0,0.15280839441374158,0.00012969970703125
value-iteration,33,0.00216503591693587,0,0.15497343033067745,0.0001270771026611328
value-iteration,34,0.001997475579565311,0,0.15697090591024276,0.00012803077697753906
value-iteration,35,0.0018424541422995544,0,0.15881336005254232,0.0001289844512939453
value-iteration,36,0.0016991318544551937,0,0.1605124919069975,0.00012803077697753906
value-iteration,37,0.0015667020490634787,0,0.162079193956061,0.0001289844512939453
value-iteration,38,0.0014443955829699096,0,0.1635235895390309,0.00013685226440429688
value-iteration,39,0.0013314839695834357,0,0.16485507350861434,0.00013685226440429688
value-iteration,40,0.0012272805341725368,0,0.16608235404278687,0.0001361370086669922
value-iteration,41,0.001131140707563122,0,0.16721349475035,0.00012993812561035156
value-iteration,42,0.0010424613675457661,0,0.16825595611789576,0.00012993812561035156
value-iteration,43,0.0009606797037150783,0,0.16921663582161084,0.0001289844512939453
value-iteration,44,0.000885271650815006,0,0.17010190747242585,0.0001289844512939453
value-iteration,45,0.0008157501062332484,0,0.1709176575786591,0.00013113021850585938
value-iteration,46,0.0007516629876961334,0,0.17166932056635523,0.0001289844512939453
value-iteration,47,0.0006925912330368877,0,0.17236191179939211,0.00013113021850585938
value-iteration,48,0.0006381467816310993,0,0.1730000585810232,0.00013017654418945312
value-iteration,49,0.0005879705858971573,0,0.17358802916692037,0.00013113021850585938
value-iteration,50,0.0005417306753996709,0,0.17412975984232004,0.00013017654418945312
value-iteration,51,0.0004991202953535945,0,0.17462888013767364,0.00012993812561035156
value-iteration,52,0.0004598561299059556,0,0.1750887362675796,0.00013017654418945312
value-iteration,53,0.000423676618323654,0,0.17551241288590325,0.00013065338134765625
value-iteration,54,0.0003903403669358596,0,0.1759027532528391,0.00012803077697753906
value-iteration,55,0.00035962465790928544,0,0.1762623779107484,0.0001289844512939453
value-iteration,56,0.00033132405346364413,0,0.17659370196421204,0.00012993812561035156
value-iteration,57,0.0003052490930881835,0,0.17689895105730022,0.00013113021850585938
value-iteration,58,0.00028122508021408144,0,0.1771801761375143,0.00012993812561035156
value-iteration,59,0.00025909095430817763,0,0.17743926709182248,0.0001289844512939453
value-iteration,60,0.00023869824393746297,0,0.17767796533575994,0.00012993812561035156
value-iteration,61,0.0002199100962188838,0,0.17789787543197882,0.0001308917999267578
value-iteration,62,0.000202600378005513,0,0.17810047580998434,0.00012993812561035156
value-iteration,63,0.00018665284422791917,0,0.17828712865421226,0.00012993812561035156
value-iteration,64,0.00017196036892067057,0,0.17845908902313293,0.0001308917999267578
value-iteration,65,0.00015842423463416355,0,0.1786175132577671,0.00012993812561035156
value-iteration,66,0.00014595347612494924,0,0.17876346673389204,0.0001380443572998047
value-iteration,67,0.00013446427442959097,0,0.17889793100832163,0.000164031982421875
value-iteration,68,0.00012387939764779698,0,0.17902181040596943,0.00013208389282226562
value-iteration,69,0.00011412768498364478,0,0.17913593809095307,0.00012993812561035156
value-iteration,70,0.00010514357081356507,0,0.17924108166176664,0.00012803077697753906
value-iteration,71,9.686664576522008e-05,0,0.17933794830753186,0.00013685226440429688
value-iteration,72,8.924125199666344e-05,0,0.17942718955952852,0.00013113021850585938
value-iteration,73,8.221611006475893e-05,0,0.17950940566959328,0.00017499923706054688
value-iteration,74,7.574397495724305e-05,0,0.17958514964455052,0.00013017654418945312
value-iteration,75,6.978131904133988e-05,0,0.17965493096359186,0.0001621246337890625
value-iteration,76,6.428803984551146e-05,0,0.17971921900343737,0.0001819133758544922
value-iteration,77,5.922719074988314e-05,0,0.17977844619418726,0.00013208389282226562
value-iteration,78,5.4564732801964944e-05,0,0.17983301092698922,0.00013780593872070312
value-iteration,79,5.026930601301216e-05,0,0.17988328023300224,0.00015783309936523438
value-iteration,80,4.6312018614047545e-05,0,0.17992959225161628,0.0002334117889404297
value-iteration,81,4.266625286777903e-05,0,0.17997225850448406,0.0001499652862548828
value-iteration,82,3.930748614108803e-05,0,0.18001156599062515,0.0001308917999267578
value-iteration,83,3.621312604276672e-05,0,0.18004777911666792,0.00012993812561035156
value-iteration,84,3.3362358523775226e-05,0,0.1800811414751917,0.0001308917999267578
value-iteration,85,3.0736007923276576e-05,0,0.18011187748311497,0.0001499652862548828
value-iteration,86,2.831640802278268e-05,0,0.18014019389113775,0.00012993812561035156
value-iteration,87,2.6087283244019543e-05,0,0.18016628117438177,0.0001308917999267578
value-iteration,88,2.4033639193510314e-05,0,0.18019031481357528,0.00012683868408203125
value-iteration,89,2.21416618194914e-05,0,0.18021245647539477,0.00012969970703125
value-iteration,90,2.0398624504064378e-05,0,0.18023285509989884,0.00013208389282226562
value-iteration,91,1.879280246677717e-05,0,0.1802516479023656,0.0001289844512939453
value-iteration,92,1.731339390434461e-05,0,0.18026896129626996,0.00013208389282226562
value-iteration,93,1.5950447337181872e-05,0,0.18028491174360714,0.0001308917999267578
value-iteration,94,1.469479467405832e-05,0,0.1802996065382812,0.0001289844512939453
value-iteration,95,1.353798954506491e-05,0,0.18031314452782626,0.0001327991485595703
value-iteration,96,1.2472250488615444e-05,0,0.18032561677831488,0.00012803077697753906
value-iteration,97,1.1490408610204117e-05,0,0.18033710718692508,0.00013208389282226562
value-iteration,98,1.0585859361256222e-05,0,0.18034769304628634,0.0001289844512939453
value-iteration,99,9.752518113692599e-06,0,0.18035744556440003,0.0001289844512939453
value-iteration,100,8.984779231502316e-06,0,0.18036643034363153,0.00012993812561035156
value-iteration,101,8.277478364127067e-06,0,0.18037470782199566,0.0001289844512939453
value-iteration,102,7.625857707943551e-06,0,0.1803823336797036,0.0001289844512939453
value-iteration,103,7.025534002530476e-06,0,0.18038935921370614,0.00012922286987304688
value-iteration,104,6.472469046059359e-06,0,0.1803958316827522,0.0001289844512939453
value-iteration,105,5.962942531773097e-06,0,0.18040179462528397,0.0001289844512939453
value-iteration,106,5.493527022837341e-06,0,0.1804072881523068,0.0001289844512939453
value-iteration,107,5.06106489697733e-06,0,0.18041234921720378,0.0001289844512939453
value-iteration,108,4.662647106412621e-06,0,0.1804170118643102,0.00012922286987304688
value-iteration,109,4.2955936094823954e-06,0,0.18042130745791968,0.0001308917999267578
value-iteration,110,3.957435343010518e-06,0,0.1804252648932627,0.00012803077697753906
value-iteration,111,3.6458976133413312e-06,0,0.18042891079087603,0.00012874603271484375
value-iteration,112,3.3588847956622647e-06,0,0.1804322696756717,0.00012803077697753906
value-iteration,113,3.09446623694698e-06,0,0.18043536414190864,0.00012969970703125
value-iteration,114,2.8508632693158287e-06,0,0.18043821500517795,0.0001289844512939453
value-iteration,115,2.6264372452733387e-06,0,0.18044084144242323,0.00012993812561035156
value-iteration,116,2.4196785151642253e-06,0,0.1804432611209384,0.00013113021850585938
value-iteration,117,2.2291962721299186e-06,0,0.18044549031721052,0.00013303756713867188
value-iteration,118,2.0537091964811793e-06,0,0.180447544026407,0.0001270771026611328
value-iteration,119,1.8920368368702256e-06,0,0.18044943606324387,0.00013184547424316406
value-iteration,120,1.7430916693927934e-06,0,0.18045117915491327,0.00017905235290527344
value-iteration,121,1.6058717824951607e-06,0,0.18045278502669576,0.00013375282287597656
value-iteration,122,1.4794541371432324e-06,0,0.1804542644808329,0.00012803077697753906
value-iteration,123,1.3629883579002744e-06,0,0.1804556274691908,0.00013017654418945312
value-iteration,124,1.2556910127248244e-06,0,0.18045688316020353,0.0001277923583984375
value-iteration,125,1.1568403429085272e-06,0,0.18045804000054644,0.00013065338134765625
value-iteration,126,1.065771408265137e-06,0,0.1804591057719547,0.00012803077697753906
value-iteration,127,9.818716139864403e-07,0,0.1804600876435687,0.00012993812561035156
value-iteration,128,9.045765901882774e-07,0,0.18046099222015888,0.0001270771026611328
value-iteration,129,8.333663951698433e-07,0,0.18046182558655405,0.00012969970703125
value-iteration,130,7.677620182944267e-07,0,0.18046259334857234,0.00012683868408203125
value-iteration,131,7.073221576225919e-07,0,0.18046330067072996,0.00012993812561035156
value-iteration,132,6.516402514811226e-07,0,0.18046395231098145,0.00012683868408203125
value-iteration,133,6.00341743539623e-07,0,0.18046455265272499,0.00012993812561035156
value-iteration,134,5.530815633258968e-07,0,0.1804651057342883,0.0001289844512939453
value-iteration,135,5.095418051381806e-07,0,0.18046561527609345,0.0001289844512939453
value-iteration,136,4.69429589422532e-07,0,0.18046608470568287,0.0001270771026611328
value-iteration,137,4.3247509268207196e-07,0,0.18046651718077555,0.00012993812561035156
value-iteration,138,3.9842973265091786e-07,0,0.1804669156105082,0.0001270771026611328
value-iteration,139,3.670644957987079e-07,0,0.180467282675004,0.00012993812561035156
value-iteration,140,3.381683971737104e-07,0,0.18046762084340118,0.00012803077697753906
value-iteration,141,3.115470609826865e-07,0,0.18046793239046216,0.0001308917999267578
value-iteration,142,2.870214130812343e-07,0,0.18046821941187524,0.0001270771026611328
value-iteration,143,2.64426476326296e-07,0,0.18046848383835157,0.00012922286987304688
value-iteration,144,2.436102611302893e-07,0,0.1804687274486127,0.00012683868408203125
value-iteration,145,2.2443274272365699e-07,0,0.18046895188135542,0.00012969970703125
value-iteration,146,2.0676491938043107e-07,0,0.1804691586462748,0.0001270771026611328
value-iteration,147,1.9048794472342756e-07,0,0.18046934913421953,0.00013589859008789062
value-iteration,148,1.7549232816937987e-07,0,0.1804695246265477,0.00012993812561035156
value-iteration,149,1.616771984624954e-07,0,0.18046968630374616,0.00012993812561035156
value-iteration,150,1.48949625161654e-07,0,0.18046983525337132,0.00012874603271484375
value-iteration,151,1.3722399355708959e-07,0,0.18046997247736488,0.00012969970703125
value-iteration,152,1.264214286034182e-07,0,0.18047009889879348,0.00013780593872070312
value-iteration,153,1.1646926462161034e-07,0,0.1804702153680581,0.0003516674041748047
value-iteration,154,1.0730055613472622e-07,0,0.18047032266861424,0.0001373291015625
value-iteration,155,9.885362789452401e-08,0,0.18047042152224213,0.00013017654418945312
value-iteration,156,9.107165982458199e-08,0,0.18047051259390195,0.00012969970703125
value-iteration,157,8.39023048815335e-08,0,0.18047059649620684,0.00012993812561035156
value-iteration,158,7.729733680905682e-08,0,0.18047067379354365,0.00019693374633789062
value-iteration,159,7.121232592499638e-08,0,0.18047074500586957,0.00018310546875
value-iteration,160,6.560633997176879e-08,0,0.18047081061220954,0.00014901161193847656
value-iteration,161,6.044166922514194e-08,0,0.18047087105387877,0.00018095970153808594
value-iteration,162,5.568357230867349e-08,0,0.18047092673745108,0.00019121170043945312
value-iteration,163,5.1300042963609016e-08,0,0.18047097803749404,0.00014781951904296875
value-iteration,164,4.7261594388059436e-08,0,0.18047102529908843,0.00021600723266601562
value-iteration,165,4.354106103443556e-08,0,0.18047106884014946,0.00023794174194335938
value-iteration,166,4.0113415977760525e-08,0,0.18047110895356544,0.00017786026000976562
value-iteration,167,3.6955602522592557e-08,0,0.18047114590916796,0.0001709461212158203
value-iteration,168,3.40463787718015e-08,0,0.18047117995554673,0.0003342628479003906
value-iteration,169,3.13661753792438e-08,0,0.1804712113217221,0.00017881393432617188
value-iteration,170,2.8896963266689113e-08,0,0.18047124021868538,0.0002009868621826172
value-iteration,171,2.6622132776044083e-08,0,0.18047126684081816,0.00015807151794433594
value-iteration,172,2.4526381814382603e-08,0,0.18047129136719997,0.00016117095947265625
value-iteration,173,2.2595612825249134e-08,0,0.1804713139628128,0.000164031982421875
value-iteration,174,2.0816838058879128e-08,0,0.18047133477965085,0.00013113021850585938
value-iteration,175,1.9178092225402565e-08,0,0.18047135395774308,0.0001499652862548828
value-iteration,176,1.7668351975919094e-08,0,0.18047137162609506,0.00014710426330566406
value-iteration,177,1.627746171184441e-08,0,0.18047138790355677,0.0001399517059326172
value-iteration,178,1.4996065278438664e-08,0,0.18047140289962205,0.00013709068298339844
value-iteration,179,1.381554307067212e-08,0,0.18047141671516512,0.00013375282287597656
value-iteration,180,1.2727954107338846e-08,0,0.18047142944311922,0.00013113021850585938
value-iteration,181,1.172598246279577e-08,0,0.1804714411691017,0.00012683868408203125
value-iteration,182,1.0802888167349423e-08,0,0.18047145197198985,0.00013113021850585938
value-iteration,183,9.952461799134227e-09,0,0.18047146192445165,0.00012803077697753906
value-iteration,184,9.168982822993499e-09,0,0.18047147109343448,0.00012993812561035156
value-iteration,185,8.447180982473768e-09,0,0.18047147954061546,0.00014400482177734375
value-iteration,186,7.782200911465864e-09,0,0.18047148732281637,0.00013208389282226562
value-iteration,187,7.169569493647998e-09,0,0.18047149449238586,0.0001819133758544922
value-iteration,188,6.605165747686215e-09,0,0.1804715010975516,0.00013709068298339844
value-iteration,189,6.085192988392052e-09,0,0.1804715071827446,0.0001289844512939453
value-iteration,190,5.606153652415458e-09,0,0.18047151278889825,0.00012993812561035156
value-iteration,191,5.164825317427457e-09,0,0.18047151795372357,0.0001289844512939453
value-iteration,192,4.758239247060203e-09,0,0.18047152271196282,0.00013184547424316406
value-iteration,193,4.383660545670409e-09,0,0.18047152709562336,0.0001289844512939453
value-iteration,194,4.038569423325811e-09,0,0.1804715311341928,0.00013208389282226562
value-iteration,195,3.720644653482097e-09,0,0.18047153485483744,0.00013113021850585938
value-iteration,196,3.4277476135269325e-09,0,0.18047153828258505,0.00015592575073242188
value-iteration,197,3.157907990658515e-09,0,0.18047154144049304,0.00013208389282226562
value-iteration,198,2.909310736765036e-09,0,0.18047154434980378,0.00013208389282226562
value-iteration,199,2.6802836339268055e-09,0,0.18047154703008741,0.00013017654418945312
