episode,epsilon,terminal_reward,cum_discounted_rewards,episode_tot_rewards,avg_reward,avg_delta_reward,gamma,alpha,episode_time,accumulated_time,num_exploitation,num_exploration,done?,steps_before_done,state_size,decay_rate,decay_type,decay
0,0.85,-1.0,-1.199202096503498,-1.2,-0.13333333333333333,-0.12444444444444445,0.999,0.8,0.00033211708068847656,0.00033211708068847656,1,8,True,8,900,0.999,2,non-linear - epsilon: 0.85
100,0.7690733250466526,-1.0,-1.1996002999,-1.2,-0.24,0.0,0.999,0.8,0.00015306472778320312,0.037039995193481445,1,4,True,4,900,0.999,2,non-linear - epsilon: 0.85
200,0.6958515050568405,-1.0,-3.070107645947493,-3.1000000000000005,-0.08857142857142858,-0.03186136269984291,0.999,0.8,0.0010459423065185547,0.08318400382995605,14,21,True,34,900,0.999,2,non-linear - epsilon: 0.85
300,0.6296009773326846,-1.0,-1.7954208117107422,-1.7999999999999998,-0.0818181818181818,-0.008320432474218457,0.999,0.8,0.0010039806365966797,0.14296412467956543,11,11,True,21,900,0.999,2,non-linear - epsilon: 0.85
400,0.5696580201057291,-1.0,-1.5976049934054974,-1.6,-0.17777777777777778,0.0,0.999,0.8,0.00026702880859375,0.2072596549987793,2,7,True,8,900,0.999,2,non-linear - epsilon: 0.85
500,0.515422103132007,-1.0,-1.1995005996001,-1.2,-0.08,0.0,0.999,0.8,0.0003991127014160156,0.27088260650634766,7,8,True,14,900,0.999,2,non-linear - epsilon: 0.85
600,0.46634987136267203,-1.0,-5.011906599632048,-5.4,-0.025837320574162676,0.0,0.999,0.8,0.005452871322631836,0.3659384250640869,122,87,True,208,900,0.999,2,non-linear - epsilon: 0.85
700,0.42194970141643406,-1.0,-1.2967287153947327,-1.3,-0.04482758620689655,0.0,0.999,0.8,0.0006918907165527344,0.4670729637145996,19,10,True,28,900,0.999,2,non-linear - epsilon: 0.85
800,0.38177677631856366,-1.0,-1.8940254231669336,-1.9,-0.11875,0.0,0.999,0.8,0.00041294097900390625,0.5810363292694092,9,7,True,15,900,0.999,2,non-linear - epsilon: 0.85
900,0.34542862916342326,-1.0,-3.2231899241047435,-3.3000000000000007,-0.03928571428571429,0.0,0.999,0.8,0.0020170211791992188,0.7220275402069092,52,32,True,83,900,0.999,2,non-linear - epsilon: 0.85
1000,0.3125411110553189,-1.0,-1.2994003999000001,-1.3,-0.14444444444444446,0.0,0.999,0.8,0.0002281665802001953,0.8764948844909668,5,4,True,8,900,0.999,2,non-linear - epsilon: 0.85
1100,0.28278474293304623,-1.0,-1.7800307212912385,-1.7999999999999998,-0.03461538461538462,0.0,0.999,0.8,0.0012192726135253906,1.0800542831420898,37,15,True,51,900,0.999,2,non-linear - epsilon: 0.85
1200,0.2558614147293891,-1.0,-1.2989023964034978,-1.3,-0.1,0.0,0.999,0.8,0.0003211498260498047,1.3914227485656738,8,5,True,12,900,0.999,2,non-linear - epsilon: 0.85
1300,0.23150139879655515,-1.0,-1.2967405368632718,-1.3,-0.036111111111111115,0.0,0.999,0.8,0.0011670589447021484,1.7320315837860107,29,7,True,35,900,0.999,2,non-linear - epsilon: 0.85
1400,0.20946064767696232,-1.0,-1.2954609897428622,-1.3,-0.03513513513513514,0.0,0.999,0.8,0.0009419918060302734,2.086892604827881,32,5,True,36,900,0.999,2,non-linear - epsilon: 0.85
1500,0.18951834914746685,-1.0,-2.2582310356348305,-2.3,-0.03650793650793652,0.0,0.999,0.8,0.0018570423126220703,2.5274221897125244,42,21,True,62,900,0.999,2,non-linear - epsilon: 0.85
1600,0.17147471404258216,-1.0,-3.313476635433227,-3.700000000000001,-0.0115625,0.0,0.999,0.8,0.007081031799316406,3.0267250537872314,271,49,True,319,900,0.999,2,non-linear - epsilon: 0.85
1700,0.15514897469429717,0.0,-3.3897932229576697,-4.300000000000001,-0.008600000000000002,0.0,0.999,0.8,0.01169896125793457,3.488455295562744,427,73,False,499,900,0.999,2,non-linear - epsilon: 0.85
1800,0.14037757393614372,0.0,-2.239018284171029,-2.800000000000001,-0.005600000000000001,0.0,0.999,0.8,0.011709928512573242,4.090646982192993,437,63,False,499,900,0.999,2,non-linear - epsilon: 0.85
1900,0.12701252652829698,-1.0,-1.6448088802124818,-1.7,-0.010429447852760737,0.0,0.999,0.8,0.0033369064331054688,4.784377813339233,143,20,True,162,900,0.999,2,non-linear - epsilon: 0.85
