episode,epsilon,terminal_reward,cum_discounted_rewards,episode_tot_rewards,avg_reward,avg_delta_reward,gamma,alpha,episode_time,accumulated_time,num_exploitation,num_exploration,done?,steps_before_done,state_size,decay_rate,decay_type,decay
3400,0.03328322926552661,0.0,-0.3020294955017713,-0.4,-0.0008,0.0,0.999,0.8,0.009363412857055664,16.850127696990967,491,9,False,499,900,0.999,1,non-linear - epsilon: 0.999
3500,0.030114404470033673,0.0,-0.6773977973114615,-0.8999999999999999,-0.0018000000000000002,0.0,0.999,0.8,0.009666681289672852,17.799860954284668,485,15,False,499,900,0.999,1,non-linear - epsilon: 0.999
3600,0.027247276679492435,0.0,-0.46800599184315417,-0.6,-0.0012000000000000001,0.0,0.999,0.8,0.009521007537841797,18.745501041412354,489,11,False,499,900,0.999,1,non-linear - epsilon: 0.999
3700,0.024653121969839265,0.0,-0.32312722227711277,-0.4,-0.0008,0.0,0.999,0.8,0.009757041931152344,19.72111749649048,487,13,False,499,900,0.999,1,non-linear - epsilon: 0.999
3800,0.022305951160147018,0.0,-0.36581096252278683,-0.5,-0.001,0.0,0.999,0.8,0.009826183319091797,20.66499972343445,486,14,False,499,900,0.999,1,non-linear - epsilon: 0.999
3900,0.02018224944360293,0.0,-0.29232463658098856,-0.4,-0.0008,0.0,0.999,0.8,0.010313987731933594,21.613752126693726,488,12,False,499,900,0.999,1,non-linear - epsilon: 0.999
4000,0.018260740807661956,0.0,-0.5043406852186366,-0.6,-0.0012000000000000001,0.0,0.999,0.8,0.009731769561767578,22.575292110443115,490,10,False,499,900,0.999,1,non-linear - epsilon: 0.999
4100,0.016522174883251375,0.0,-0.4432458624532846,-0.5,-0.001,0.0,0.999,0.8,0.009550809860229492,23.53186273574829,491,9,False,499,900,0.999,1,non-linear - epsilon: 0.999
4200,0.014949134087605212,-1.0,-1.4556861571700952,-1.5,-0.0035714285714285713,0.0,0.999,0.8,0.008102178573608398,24.502994298934937,413,7,True,419,900,0.999,1,non-linear - epsilon: 0.999
4300,0.01352585912861506,0.0,-0.35049396850071973,-0.5,-0.001,0.0,0.999,0.8,0.009443044662475586,25.45831871032715,492,8,False,499,900,0.999,1,non-linear - epsilon: 0.999
4400,0.012238091122537187,0.0,-0.23143127134250185,-0.30000000000000004,-0.0006000000000000001,0.0,0.999,0.8,0.009543180465698242,26.41711711883545,489,11,False,499,900,0.999,1,non-linear - epsilon: 0.999
4500,0.011072928743333644,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009401798248291016,27.37153959274292,498,2,False,499,900,0.999,1,non-linear - epsilon: 0.999
4600,0.010018698972517958,0.0,-0.28872848786421323,-0.30000000000000004,-0.0006000000000000001,0.0,0.999,0.8,0.009634017944335938,28.326471090316772,497,3,False,499,900,0.999,1,non-linear - epsilon: 0.999
4700,0.009064840154630435,0.0,-0.16854926799725847,-0.2,-0.0004,0.0,0.999,0.8,0.009366035461425781,29.284931898117065,497,3,False,499,900,0.999,1,non-linear - epsilon: 0.999
4800,0.008201796186750635,0.0,-0.062173727778619,-0.1,-0.0002,0.0,0.999,0.8,0.009623050689697266,30.247240781784058,499,1,False,499,900,0.999,1,non-linear - epsilon: 0.999
4900,0.007420920781999136,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.00944209098815918,31.206050634384155,499,1,False,499,900,0.999,1,non-linear - epsilon: 0.999
5000,0.006714390847905742,0.0,-0.18326910216065664,-0.2,-0.0004,0.0,0.999,0.8,0.009432792663574219,32.15630626678467,496,4,False,499,900,0.999,1,non-linear - epsilon: 0.999
5100,0.006075128111837272,0.0,-0.1442450917820068,-0.2,-0.0004,0.0,0.999,0.8,0.009283781051635742,33.11380386352539,497,3,False,499,900,0.999,1,non-linear - epsilon: 0.999
5200,0.005496728208300101,0.0,-0.0769410157120378,-0.1,-0.0002,0.0,0.999,0.8,0.009607076644897461,34.06651020050049,495,5,False,499,900,0.999,1,non-linear - epsilon: 0.999
5300,0.004973396517688337,0.0,-0.269653289279795,-0.30000000000000004,-0.0006000000000000001,0.0,0.999,0.8,0.009432077407836914,35.02130341529846,497,3,False,499,900,0.999,1,non-linear - epsilon: 0.999
5400,0.004499890113687073,0.0,-0.2963791840288119,-0.4,-0.0008,0.0,0.999,0.8,0.009308815002441406,35.98553133010864,492,8,False,499,900,0.999,1,non-linear - epsilon: 0.999
5500,0.004071465237738676,0.0,-0.07534131012276413,-0.1,-0.0002,0.0,0.999,0.8,0.009509086608886719,36.94092607498169,498,2,False,499,900,0.999,1,non-linear - epsilon: 0.999
5600,0.003683829774352405,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009485006332397461,37.89516019821167,499,1,False,499,900,0.999,1,non-linear - epsilon: 0.999
5700,0.0033331002511377216,0.0,-0.09075119613694453,-0.1,-0.0002,0.0,0.999,0.8,0.009691953659057617,38.84930777549744,497,3,False,499,900,0.999,1,non-linear - epsilon: 0.999
5800,0.003015762932772144,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009539127349853516,39.80023765563965,499,1,False,499,900,0.999,1,non-linear - epsilon: 0.999
5900,0.002728638619128845,0.0,-0.09714023696327186,-0.1,-0.0002,0.0,0.999,0.8,0.009433984756469727,40.7582585811615,499,1,False,499,900,0.999,1,non-linear - epsilon: 0.999
6000,0.0024688507948989738,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009666919708251953,41.77828764915466,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.999
6100,0.0022337968116200296,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.01472616195678711,42.8845796585083,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.999
6200,0.0020211218134014433,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009994983673095703,43.95722556114197,499,1,False,499,900,0.999,1,non-linear - epsilon: 0.999
6300,0.0018286951451258438,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.02687692642211914,45.02334499359131,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.999
6400,0.0016545890067748276,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009895801544189453,46.196136713027954,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.999
6500,0.0014970591400305351,0.0,-0.17632866648192994,-0.2,-0.0004,0.0,0.999,0.8,0.00962519645690918,47.20771408081055,498,2,False,499,900,0.999,1,non-linear - epsilon: 0.999
6600,0.001354527353664429,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.00956106185913086,48.18720841407776,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.999
6700,0.001225565712646288,0.0,-0.0830196331617197,-0.1,-0.0002,0.0,0.999,0.8,0.010430097579956055,49.22487187385559,499,1,False,499,900,0.999,1,non-linear - epsilon: 0.999
6800,0.0011088822325741772,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010318994522094727,50.26777172088623,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.999
6900,0.0010033079361070328,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009736061096191406,51.31239867210388,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.999
7000,0.0009077851417265054,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.01056814193725586,52.34036707878113,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.999
7100,0.0008213568675006472,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.012037992477416992,53.47919821739197,499,1,False,499,900,0.999,1,non-linear - epsilon: 0.999
7200,0.0007431572436925013,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010083913803100586,54.58427143096924,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.999
7300,0.0006724028381636441,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009989738464355469,55.5935332775116,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.999
7400,0.0006083848076674359,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009654045104980469,56.570969581604004,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.999
7500,0.0005504617964007802,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009627103805541992,57.55433440208435,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.999
7600,0.0004980535106695312,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009721755981445312,58.5377242565155,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.999
7700,0.00045063490529620545,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010853767395019531,59.5148823261261,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.999
7800,0.00040773092352733666,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010297298431396484,60.53592586517334,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.999
7900,0.00036891173774295443,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010081052780151367,61.78195071220398,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.999
8000,0.0003337884432878974,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009244203567504883,62.787089824676514,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.999
8100,0.00030200916228419905,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009680032730102539,63.776630878448486,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.999
8200,0.0002732555183911334,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.01102900505065918,64.76129198074341,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.999
8300,0.0002472394471957831,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009582042694091797,65.81868433952332,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.999
8400,0.000223700310279479,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.011158943176269531,66.93402051925659,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.999
8500,0.00020240228404777254,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010633230209350586,68.01140356063843,499,1,False,499,900,0.999,1,non-linear - epsilon: 0.999
8600,0.00018313199716430296,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009959936141967773,69.09222912788391,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.999
8700,0.0001656963929195113,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010095834732055664,70.1043312549591,499,1,False,499,900,0.999,1,non-linear - epsilon: 0.999
8800,0.00014992079511864147,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.011394023895263672,71.1553544998169,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.999
8900,0.0001356471581123901,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.011807918548583984,72.22715950012207,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.999
9000,0.00012273248343838214,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009796857833862305,73.30751323699951,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.999
9100,0.00011104738721081156,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009511947631835938,74.26467180252075,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.999
9200,0.00010047480390583761,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.00937509536743164,75.2312822341919,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.999
9300,9.090881355679163e-05,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009241819381713867,76.18816018104553,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.999
9400,8.225358060960925e-05,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009322166442871094,77.13591599464417,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.999
9500,7.44223938075589e-05,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010619163513183594,78.13032174110413,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.999
9600,6.733679748648316e-05,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.011584997177124023,79.20876431465149,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.999
9700,6.09258055775561e-05,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010251998901367188,80.27937936782837,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.999
9800,5.512519044314936e-05,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009560108184814453,81.28628420829773,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.999
9900,4.9876839421109216e-05,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010077953338623047,82.30188393592834,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.999
10000,4.5128172631071065e-05,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.011031150817871094,83.32954812049866,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.999
10100,4.083161621018491e-05,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009496688842773438,84.33471488952637,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.999
10200,3.69441257009361e-05,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.00925302505493164,85.3429274559021,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.999
10300,3.3426754816188734e-05,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010432004928588867,86.39296650886536,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.999
10400,3.0244265261182943e-05,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010708808898925781,87.45602989196777,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.999
10500,2.7364773703542285e-05,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.01036691665649414,88.52125024795532,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.999
10600,2.4759432354508794e-05,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010106801986694336,89.57916331291199,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.999
10700,2.2402139961352654e-05,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.011110782623291016,90.6440839767456,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.999
10800,2.0269280315574096e-05,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.01071786880493164,91.66773986816406,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.999
10900,1.8339485657177917e-05,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010846853256225586,92.72101831436157,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.999
11000,1.659342260471908e-05,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009361028671264648,93.73934745788574,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.999
11100,1.501359846648893e-05,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009999990463256836,94.76578640937805,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.999
11200,1.3584185992397611e-05,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009690284729003906,95.77133631706238,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.999
11300,1.2290864810853405e-05,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009450912475585938,96.72613215446472,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.999
11400,1.1120677962096389e-05,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009530782699584961,97.67496037483215,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.999
11500,1.006190209068529e-05,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.00933980941772461,98.62147831916809,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.999
11600,9.103929996679068e-06,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009344816207885742,99.5740418434143,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.999
11700,8.23716436886816e-06,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009399890899658203,100.52530479431152,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.999
11800,7.452921635436766e-06,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009312868118286133,101.48915338516235,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.999
11900,6.743344968797045e-06,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009586095809936523,102.44447112083435,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.999
12000,6.101325573046306e-06,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009547948837280273,103.40913033485413,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.999
12100,5.5204314654763466e-06,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010341882705688477,104.40397596359253,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.999
12200,4.994843038642421e-06,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.011111021041870117,105.4683609008789,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.999
12300,4.519294757429241e-06,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.00945901870727539,106.45617747306824,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.999
12400,4.089022407014129e-06,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009433746337890625,107.40704607963562,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.999
12500,3.6997153632383808e-06,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009476900100708008,108.3515133857727,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.999
12600,3.3474734072140295e-06,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009849071502685547,109.29933547973633,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.999
12700,3.0287676515192263e-06,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.00937509536743164,110.24595880508423,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.999
12800,2.7404051865266284e-06,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009369134902954102,111.23673486709595,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.999
12900,2.4794970926789746e-06,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009641170501708984,112.25162863731384,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.999
13000,2.243429498247208e-06,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.011423110961914062,113.32654237747192,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.999
13100,2.0298373926173216e-06,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.01087188720703125,114.37634086608887,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.999
13200,1.83658093275792e-06,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009914875030517578,115.43826866149902,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.999
13300,1.6617240054981357e-06,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.012856006622314453,116.47070074081421,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.999
13400,1.5035148308450506e-06,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010406970977783203,117.51941227912903,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.999
13500,1.3603684120175983e-06,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009989023208618164,118.55614972114563,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.999
13600,1.2308506563750686e-06,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009782075881958008,119.58442521095276,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.999
13700,1.1136640081579159e-06,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009720087051391602,120.63689541816711,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.999
13800,1.0076344491044587e-06,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.01036381721496582,121.70686769485474,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.999
13900,9.116997367109624e-07,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.012029886245727539,122.7658019065857,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.999
14000,8.248987623017148e-07,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010563135147094727,123.83828997612,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.999
14100,7.463619222944092e-07,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010710954666137695,124.89212536811829,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.999
14200,6.753024061966736e-07,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.011065959930419922,125.91404819488525,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.999
14300,6.110083140537422e-07,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009472846984863281,126.87519955635071,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.999
14400,5.528355243770125e-07,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009474039077758789,127.8262586593628,500,0,False,499,900,0.999,1,non-linear - epsilon: 0.999
