algname,gamma,num_states,Iteration,# chg action at iter,V_average,V_sum,delta,variation,V_max_diff,# chg actions,clock_time
pi-forest,0.8,10,1,1,3.837209302325583,38.37209302325583,38.37209302325583,12.790697674418608,14.883720930232563,1,0.0007390975952148438
pi-forest,0.8,10,2,1,4.658139534883723,46.58139534883723,8.209302325581405,8.2093023255814,8.2093023255814,2,0.0012090206146240234
pi-forest,0.8,10,3,1,5.191069767441863,51.91069767441863,5.329302325581395,5.3293023255813985,5.3293023255813985,3,0.0016207695007324219
pi-forest,0.8,10,4,1,5.516640000000003,55.16640000000003,3.255702325581403,3.255702325581398,3.2557023255813977,4,0.001976490020751953
pi-forest,0.8,10,5,1,5.6929110325581425,56.929110325581426,1.762710325581395,1.762710325581398,1.7627103255813967,5,0.0024864673614501953
pi-forest,0.8,10,6,0,5.761686641116283,57.616866411162825,0.6877560855813982,0.6877560855813969,0.6877560855813964,5,0.003086566925048828
