env_name,algname,gamma,epsilon,threshold,Iteration,V_variation,V_delta,V_max_diff,V_average,V_sum,clock_time,# chg action at iter,# chg actions
"frozen-lake-(30, 30)",PI,0.8,0.001,0.00024999999999999995,1,2.0,190.89739422475748,2.0,-0.39182588637866667,-352.6432977408,0.016192913055419922,481,481
"frozen-lake-(30, 30)",PI,0.8,0.001,0.00024999999999999995,2,1.2000000000000002,5.226012203915721,1.2000000000000002,-0.38601920615209373,-347.4172855368844,0.04081296920776367,204,685
"frozen-lake-(30, 30)",PI,0.8,0.001,0.00024999999999999995,3,0.9600000000000002,6.986842827317691,0.9600000000000002,-0.37825604745507413,-340.4304427095667,0.06142878532409668,160,845
"frozen-lake-(30, 30)",PI,0.8,0.001,0.00024999999999999995,4,0.4915200000000002,4.607410994670935,0.4915200000000002,-0.3731367019054398,-335.8230317148958,0.08315563201904297,157,1002
"frozen-lake-(30, 30)",PI,0.8,0.001,0.00024999999999999995,5,0.31457280000000015,3.1616080165210043,0.31457280000000015,-0.3696238041093054,-332.66142369837485,0.10248947143554688,160,1162
"frozen-lake-(30, 30)",PI,0.8,0.001,0.00024999999999999995,6,0.25165824000000014,3.2752692323037094,0.25165824000000014,-0.3659846160734124,-329.38615446607116,0.11983561515808105,134,1296
"frozen-lake-(30, 30)",PI,0.8,0.001,0.00024999999999999995,7,0.20132659200000014,2.3085561813602697,0.20132659200000014,-0.3634195536496788,-327.0775982847109,0.13539958000183105,105,1401
"frozen-lake-(30, 30)",PI,0.8,0.001,0.00024999999999999995,8,0.1610612736000001,2.0634601039692466,0.1610612736000001,-0.36112682020082404,-325.0141381807416,0.15113520622253418,100,1501
"frozen-lake-(30, 30)",PI,0.8,0.001,0.00024999999999999995,9,0.12884901888,1.4121612260618581,0.12884901888,-0.3595577521718664,-323.6019769546798,0.16777825355529785,115,1616
"frozen-lake-(30, 30)",PI,0.8,0.001,0.00024999999999999995,10,0.10307921510399998,1.3014641960395292,0.10307921510399998,-0.3581116808429336,-322.30051275864025,0.184401273727417,111,1727
"frozen-lake-(30, 30)",PI,0.8,0.001,0.00024999999999999995,11,0.08246337208319998,1.023754302186721,0.08246337208319998,-0.35697417606272613,-321.27675845645354,0.20195746421813965,85,1812
"frozen-lake-(30, 30)",PI,0.8,0.001,0.00024999999999999995,12,0.06597069766656,1.0532387052145649,0.06597069766656,-0.35580391083470997,-320.223519751239,0.21906757354736328,80,1892
"frozen-lake-(30, 30)",PI,0.8,0.001,0.00024999999999999995,13,0.052776558133248,0.8824710652807981,0.052776558133248,-0.35482338742884245,-319.3410486859582,0.2433946132659912,72,1964
"frozen-lake-(30, 30)",PI,0.8,0.001,0.00024999999999999995,14,0.04222124650659842,0.5098350827605145,0.04222124650659842,-0.354256904003553,-318.8312136031977,0.2635025978088379,62,2026
"frozen-lake-(30, 30)",PI,0.8,0.001,0.00024999999999999995,15,0.033776997205278714,0.38912072164660483,0.033776997205278714,-0.3538245476461679,-318.4420928815511,0.2999916076660156,58,2084
"frozen-lake-(30, 30)",PI,0.8,0.001,0.00024999999999999995,16,0.021617278211378377,0.21486643494329472,0.021617278211378377,-0.35358580716289756,-318.2272264466078,0.3175177574157715,53,2137
"frozen-lake-(30, 30)",PI,0.8,0.001,0.00024999999999999995,17,0.017293822569102724,0.17703692156769624,0.017293822569102724,-0.3533890994722668,-318.05018952504014,0.3339216709136963,49,2186
"frozen-lake-(30, 30)",PI,0.8,0.001,0.00024999999999999995,18,0.013835058055282179,0.13317326922985206,0.013835058055282179,-0.3532411291731225,-317.91701625581027,0.35692381858825684,38,2224
"frozen-lake-(30, 30)",PI,0.8,0.001,0.00024999999999999995,19,0.011068046444225765,0.08236464986533304,0.011068046444225765,-0.3531496128954944,-317.83465160594494,0.37931370735168457,37,2261
"frozen-lake-(30, 30)",PI,0.8,0.001,0.00024999999999999995,20,0.00885443715538059,0.08140029632082435,0.00885443715538059,-0.3530591681218046,-317.75325130962415,0.3998997211456299,31,2292
"frozen-lake-(30, 30)",PI,0.8,0.001,0.00024999999999999995,21,0.007083549724304472,0.05874321282223144,0.007083549724304472,-0.3529938978853354,-317.6945080968019,0.42014408111572266,26,2318
"frozen-lake-(30, 30)",PI,0.8,0.001,0.00024999999999999995,22,0.0056668397794436,0.030264136130120023,0.0056668397794436,-0.3529602710674131,-317.6642439606718,0.44201016426086426,19,2337
"frozen-lake-(30, 30)",PI,0.8,0.001,0.00024999999999999995,23,0.004533471823554902,0.026955456778880782,0.004533471823554902,-0.35293032055988105,-317.63728850389293,0.4639739990234375,13,2350
"frozen-lake-(30, 30)",PI,0.8,0.001,0.00024999999999999995,24,0.0036267774588438773,0.015389625683695063,0.0036267774588438773,-0.35291322097578803,-317.6218988782092,0.48308801651000977,11,2361
"frozen-lake-(30, 30)",PI,0.8,0.001,0.00024999999999999995,25,0.002901421967075102,0.010754604091292586,0.002901421967075102,-0.35290127141568656,-317.6111442741179,0.5003159046173096,8,2369
"frozen-lake-(30, 30)",PI,0.8,0.001,0.00024999999999999995,26,0.002321137573660037,0.009130581502254154,0.002321137573660037,-0.3528911263251285,-317.6020136926156,0.5195679664611816,7,2376
"frozen-lake-(30, 30)",PI,0.8,0.001,0.00024999999999999995,27,0.001856910058928074,0.010663306013394491,0.001856910058928074,-0.35287927820733583,-317.59135038660224,0.5371212959289551,4,2380
"frozen-lake-(30, 30)",PI,0.8,0.001,0.00024999999999999995,28,0.0014855280471424148,0.0017068098291649902,0.0014855280471424148,-0.3528773817519701,-317.5896435767731,0.5542201995849609,1,2381
"frozen-lake-(30, 30)",PI,0.8,0.001,0.00024999999999999995,29,0.0011884224377138874,0.002139160387884975,0.0011884224377138874,-0.3528750049070946,-317.5875044163852,0.5724713802337646,2,2383
"frozen-lake-(30, 30)",PI,0.8,0.001,0.00024999999999999995,30,0.0009507379501710878,0.001711328310307958,0.0009507379501710878,-0.35287310343119427,-317.58579308807487,0.5890514850616455,2,2385
"frozen-lake-(30, 30)",PI,0.8,0.001,0.00024999999999999995,31,0.0007605903601368702,0.001369062648246322,0.0007605903601368702,-0.35287158225047405,-317.58442402542664,0.6051936149597168,3,2388
"frozen-lake-(30, 30)",PI,0.8,0.001,0.00024999999999999995,32,0.0006084722881095073,0.00158202794908463,0.0006084722881095073,-0.3528698244416417,-317.58284199747754,0.6232097148895264,2,2390
"frozen-lake-(30, 30)",PI,0.8,0.001,0.00024999999999999995,33,0.000389422264390038,0.000389422264390038,0.000389422264390038,-0.3528693917502369,-317.5824525752132,0.6388256549835205,0,2390
"frozen-lake-(30, 30)",PI,0.8,0.001,0.00024999999999999995,34,0.0,0.0,0.0,-0.3528693917502369,-317.5824525752132,0.6558117866516113,0,2390
