env_name,algname,gamma,epsilon,threshold,Iteration,V_variation,V_max_diff,V_average,V_sum,clock_time,# chg action at iter,# chg actions
"frozen-lake-(50, 50)",PI,0.95,0.001,5.263157894736847e-05,1,0.10555555555555557,0.10555555555555557,0.0004355555555555555,1.0888888888888888,0.04316520690917969,2,2
"frozen-lake-(50, 50)",PI,0.95,0.001,5.263157894736847e-05,2,0.06685185185185183,0.06685185185185183,0.000596,1.49,0.06577229499816895,4,6
"frozen-lake-(50, 50)",PI,0.95,0.001,5.263157894736847e-05,3,0.05292438271604935,0.05292438271604935,0.0007399543209876541,1.8498858024691354,0.08593940734863281,5,11
"frozen-lake-(50, 50)",PI,0.95,0.001,5.263157894736847e-05,4,0.040222530864197525,0.040222530864197525,0.0008820739300411521,2.2051848251028803,0.10873556137084961,6,17
"frozen-lake-(50, 50)",PI,0.95,0.001,5.263157894736847e-05,5,0.03290426483196157,0.03290426483196157,0.0010183612721193413,2.545903180298353,0.13870453834533691,6,23
"frozen-lake-(50, 50)",PI,0.95,0.001,5.263157894736847e-05,6,0.02722562557870367,0.02722562557870367,0.0011529432533750569,2.8823581334376422,0.16211533546447754,6,29
"frozen-lake-(50, 50)",PI,0.95,0.001,5.263157894736847e-05,7,0.02309696589732413,0.02309696589732413,0.0012829248881852516,3.207312220463129,0.18926239013671875,3,32
"frozen-lake-(50, 50)",PI,0.95,0.001,5.263157894736847e-05,8,0.021369128356310774,0.021369128356310774,0.0014102633218290087,3.525658304572522,0.21152067184448242,3,35
"frozen-lake-(50, 50)",PI,0.95,0.001,5.263157894736847e-05,9,0.018294086068654514,0.018294086068654514,0.0015327675238486055,3.8319188096215138,0.23273468017578125,4,39
"frozen-lake-(50, 50)",PI,0.95,0.001,5.263157894736847e-05,10,0.01678114166945277,0.01678114166945277,0.0016517422694031015,4.129355673507754,0.2533118724822998,5,44
"frozen-lake-(50, 50)",PI,0.95,0.001,5.263157894736847e-05,11,0.015239969279608662,0.015239969279608662,0.0017656700540522351,4.414175135130588,0.27306103706359863,8,52
"frozen-lake-(50, 50)",PI,0.95,0.001,5.263157894736847e-05,12,0.013573034090724162,0.013573034090724162,0.0018756793780494102,4.689198445123526,0.29319286346435547,8,60
"frozen-lake-(50, 50)",PI,0.95,0.001,5.263157894736847e-05,13,0.012783767671581708,0.012783767671581708,0.0019808379254253475,4.9520948135633684,0.3134019374847412,13,73
"frozen-lake-(50, 50)",PI,0.95,0.001,5.263157894736847e-05,14,0.011582733944839024,0.011582733944839024,0.002082141441725356,5.20535360431339,0.33365774154663086,16,89
"frozen-lake-(50, 50)",PI,0.95,0.001,5.263157894736847e-05,15,0.01063133263426319,0.01063133263426319,0.0021789919133189625,5.447479783297406,0.35358285903930664,8,97
"frozen-lake-(50, 50)",PI,0.95,0.001,5.263157894736847e-05,16,0.009916373536911882,0.009916373536911882,0.0022721194855897762,5.680298713974441,0.3755948543548584,9,106
"frozen-lake-(50, 50)",PI,0.95,0.001,5.263157894736847e-05,17,0.009070540398019383,0.009070540398019383,0.0023611712592000343,5.902928148000085,0.39566898345947266,13,119
"frozen-lake-(50, 50)",PI,0.95,0.001,5.263157894736847e-05,18,0.008540374943426576,0.008540374943426576,0.0024467011266837593,6.116752816709399,0.41858983039855957,12,131
"frozen-lake-(50, 50)",PI,0.95,0.001,5.263157894736847e-05,19,0.007855578920639678,0.007855578920639678,0.0025285091556887717,6.321272889221929,0.43968987464904785,16,147
