episode,V_average,V_sum,time,epsilon
78,55.33215117235301,165.99645351705902,0.30634284019470215,0.6440199999999134
79,55.536898380939824,166.61069514281948,0.30991601943969727,0.6420199999999114
80,55.771202289184394,167.31360686755318,0.31341981887817383,0.6400199999999094
81,56.06793539279701,168.20380617839103,0.3170630931854248,0.6380199999999074
82,56.2982830693858,168.8948492081574,0.32071805000305176,0.6360199999999054
83,56.53721246399099,169.61163739197298,0.32420825958251953,0.6340199999999034
84,56.71673127998523,170.1501938399557,0.3278360366821289,0.6320199999999014
85,56.86559907756546,170.5967972326964,0.33135008811950684,0.6300199999998994
86,57.075267521063346,171.22580256319003,0.33507633209228516,0.6280199999998974
87,57.25633556955202,171.76900670865606,0.3386213779449463,0.6260199999998954
88,57.414714702815765,172.2441441084473,0.34224534034729004,0.6240199999998934
