episode,V_average,V_sum,time,epsilon
89,11.626038696494682,34.878116089484045,0.2871742248535156,0.10996359325514149
90,11.63951260411016,34.918537812330484,0.2902350425720215,0.10982866664979873
91,11.645042765877834,34.935128297633504,0.29332685470581055,0.10969555606293702
92,11.64840906273273,34.94522718819819,0.29631781578063965,0.10956421711282005
93,11.662291819853891,34.98687545956167,0.29941272735595703,0.10943460697561858
94,11.675520499846078,35.02656149953823,0.30247998237609863,0.10930668431451807
95,11.67966647454366,35.03899942363098,0.30548691749572754,0.10918040921277317
96,11.690322971274645,35.07096891382393,0.3085460662841797,0.10905574311044997
97,11.700755133119818,35.10226539935945,0.3115689754486084,0.1089326487446155
98,11.710080337539344,35.13024101261803,0.3145139217376709,0.10881109009275458
99,11.723748474116787,35.17124542235036,0.3175070285797119,0.10869103231920807
100,11.733233261160409,35.19969978348123,0.3205432891845703,0.10857244172444136
