episode,epsilon,terminal_reward,cum_discounted_rewards,episode_tot_rewards,avg_reward,avg_delta_reward,gamma,alpha,episode_time,accumulated_time,num_exploitation,num_exploration,done?,steps_before_done,state_size,decay_rate,decay_type
83,0.46015646397946924,-1.0,-3.1080513472928004,-3.800000000000001,-0.1085714285714286,-0.04182502712071235,0.98,0.8,0.0014650821685791016,0.08883476257324219,21,14,True,34,64,0.999,1
84,0.4596963075154898,-1.0,-2.205647202890031,-2.4000000000000004,-0.15000000000000002,-0.039403611842190836,0.98,0.8,0.0005977153778076172,0.0894324779510498,4,12,True,15,64,0.999,1
85,0.4592366112079743,-1.0,-3.2271268350260582,-4.000000000000002,-0.125,-0.030997900214552107,0.98,0.8,0.0011970996856689453,0.09062957763671875,11,21,True,31,64,0.999,1
86,0.4587773745967664,-1.0,-2.2071544867729807,-2.4000000000000004,-0.14117647058823532,-0.022234071398937107,0.98,0.8,0.0004630088806152344,0.09109258651733398,10,7,True,16,64,0.999,1
87,0.4583185972221696,-1.0,-3.459383458689178,-4.600000000000001,-0.10952380952380951,-0.02359866600985503,0.98,0.8,0.0011539459228515625,0.09224653244018555,21,21,True,41,64,0.999,1
88,0.45786027862494744,-1.0,-2.7640465063170057,-3.3000000000000007,-0.12692307692307694,-0.04457084355300626,0.98,0.8,0.0006961822509765625,0.09294271469116211,15,11,True,25,64,0.999,1
89,0.4574024183463225,-1.0,-3.0021623676017377,-3.600000000000001,-0.12413793103448277,-0.030189548615987077,0.98,0.8,0.0007700920104980469,0.09371280670166016,17,12,True,28,64,0.999,1
90,0.4569450159279762,-1.0,-2.670812977093964,-3.1000000000000005,-0.11481481481481481,-0.0374116156097184,0.98,0.8,0.0007441043853759766,0.09445691108703613,16,11,True,26,64,0.999,1
91,0.45648807091204824,-1.0,-4.186232052297232,-6.1999999999999975,-0.10508474576271186,-0.05391522268339169,0.98,0.8,0.0015988349914550781,0.09605574607849121,30,29,True,58,64,0.999,1
92,0.4560315828411362,-1.0,-2.2071544867729807,-2.4000000000000004,-0.15000000000000002,-0.04539234647461166,0.98,0.8,0.00048279762268066406,0.09653854370117188,9,7,True,15,64,0.999,1
93,0.4555755512582951,-1.0,-2.917036887335398,-3.500000000000001,-0.0945945945945946,-0.014073362064829195,0.98,0.8,0.0014219284057617188,0.0979604721069336,21,16,True,36,64,0.999,1
94,0.4551199757070368,1.0,-2.8305186176582966,-6.599999999999989,-0.0767441860465116,-0.001088415194064621,0.98,0.8,0.0036580562591552734,0.10161852836608887,42,44,True,85,64,0.999,1
95,0.45466485573132975,-1.0,-4.2013112431287745,-6.299999999999997,-0.09130434782608694,-0.04068219520645129,0.98,0.8,0.0031020641326904297,0.1047205924987793,41,28,True,68,64,0.999,1
96,0.45421019087559844,-1.0,-2.6287209384000376,-3.0000000000000004,-0.12,-0.03127157110499231,0.98,0.8,0.001191854476928711,0.10591244697570801,19,6,True,24,64,0.999,1
97,0.45375598068472284,-1.0,-2.694146519632037,-3.1000000000000005,-0.14090909090909093,-0.018180105089625687,0.98,0.8,0.0009610652923583984,0.1068735122680664,10,12,True,21,64,0.999,1
98,0.45330222470403814,-1.0,-2.7582635892393963,-3.2000000000000006,-0.13913043478260873,-0.06825905956507798,0.98,0.8,0.0008037090301513672,0.10767722129821777,14,9,True,22,64,0.999,1
99,0.4528489224793341,-1.0,-2.1255740678150508,-2.3,-0.11500000000000002,-0.022523530050358776,0.98,0.8,0.0005130767822265625,0.10819029808044434,15,5,True,19,64,0.999,1
100,0.4523960735568548,-1.0,-4.169421468940119,-6.1999999999999975,-0.10508474576271186,-0.03622423890622926,0.98,0.8,0.0020520687103271484,0.11024236679077148,37,22,True,58,64,0.999,1
101,0.45194367748329795,-1.0,-4.659578665828256,-7.799999999999992,-0.11304347826086954,-0.034690462689147106,0.98,0.8,0.0023527145385742188,0.1125950813293457,35,34,True,68,64,0.999,1
102,0.45149173380581464,-1.0,-1.5593723337664,-1.6,-0.2285714285714286,-0.03710598150403626,0.98,0.8,0.00019979476928710938,0.11279487609863281,4,3,True,6,64,0.999,1
103,0.4510402420720088,-1.0,-1.886368219686053,-2.0,-0.15384615384615385,-0.015781217611084666,0.98,0.8,0.0005269050598144531,0.11332178115844727,8,5,True,12,64,0.999,1
104,0.45058920182993684,-1.0,-1.4707880956800001,-1.5,-0.21428571428571427,-0.021244892421742705,0.98,0.8,0.00019979476928710938,0.11352157592773438,4,3,True,6,64,0.999,1
105,0.4501386126281069,-1.0,-3.3602041267930667,-4.700000000000002,-0.07460317460317462,-0.010535108926134212,0.98,0.8,0.0021250247955322266,0.1156466007232666,37,26,True,62,64,0.999,1
106,0.4496884740154788,-1.0,-2.1224665895890613,-2.3,-0.12105263157894738,-0.01491946890797409,0.98,0.8,0.0005979537963867188,0.11624455451965332,10,9,True,18,64,0.999,1
107,0.4492387855414633,-1.0,-3.1596696120508043,-3.9000000000000012,-0.10263157894736845,-0.038815885439382504,0.98,0.8,0.001010894775390625,0.11725544929504395,27,11,True,37,64,0.999,1
108,0.4487895467559218,-1.0,-1.4654723182581786,-1.5,-0.16666666666666666,-0.01367560500167633,0.98,0.8,0.000247955322265625,0.11750340461730957,6,3,True,8,64,0.999,1
109,0.4483407572091659,-1.0,-2.9554106310391863,-3.600000000000001,-0.0782608695652174,-0.00695030409612488,0.98,0.8,0.0013492107391357422,0.11885261535644531,21,25,True,45,64,0.999,1
110,0.4478924164519567,-1.0,-3.625090191412369,-4.8000000000000025,-0.11707317073170731,-0.021442663912525785,0.98,0.8,0.001332998275756836,0.12018561363220215,24,17,True,40,64,0.999,1
111,0.4474445240355048,-1.0,-2.6287209384000376,-3.0000000000000004,-0.14285714285714288,-0.056149142717370495,0.98,0.8,0.0006558895111083984,0.12084150314331055,11,10,True,20,64,0.999,1
112,0.4469970795114693,-1.0,-2.694146519632037,-3.1000000000000005,-0.1347826086956522,-0.047364593049916116,0.98,0.8,0.0006251335144042969,0.12146663665771484,16,7,True,22,64,0.999,1
113,0.4465500824319578,-1.0,-2.8801880958681934,-3.400000000000001,-0.12142857142857144,-0.001688518428421909,0.98,0.8,0.001247406005859375,0.12271404266357422,9,19,True,27,64,0.999,1
114,0.4461035323495259,-1.0,-2.6287209384000376,-3.0000000000000004,-0.14285714285714288,-0.03885106116123483,0.98,0.8,0.0007710456848144531,0.12348508834838867,10,11,True,20,64,0.999,1
115,0.44565742881717635,-1.0,-2.2751022413028044,-2.5,-0.13157894736842107,-0.0015584654381184217,0.98,0.8,0.0006678104400634766,0.12415289878845215,7,12,True,18,64,0.999,1
116,0.44521177138835916,-1.0,-1.89634324625102,-2.0,-0.18181818181818182,-0.011095120001121662,0.98,0.8,0.00034117698669433594,0.12449407577514648,4,7,True,10,64,0.999,1
117,0.4447665596169708,-1.0,-1.8146359655622653,-1.9,-0.15833333333333333,-0.04040551119049981,0.98,0.8,0.0003192424774169922,0.12481331825256348,9,3,True,11,64,0.999,1
118,0.44432179305735386,-1.0,-3.9782241347705747,-5.699999999999999,-0.10754716981132074,-0.04448632504903928,0.98,0.8,0.0016319751739501953,0.12644529342651367,30,23,True,52,64,0.999,1
119,0.4438774712642965,-1.0,-2.553356744252547,-2.9000000000000004,-0.12083333333333335,-0.02105030497888395,0.98,0.8,0.0006749629974365234,0.1271202564239502,12,12,True,23,64,0.999,1
120,0.4434335937930322,-1.0,-2.694146519632037,-3.1000000000000005,-0.1347826086956522,-0.02967582123890471,0.98,0.8,0.0006129741668701172,0.1277332305908203,14,9,True,22,64,0.999,1
121,0.4429901601992392,-1.0,-3.34225019097336,-4.300000000000002,-0.09148936170212768,-0.028160393230850508,0.98,0.8,0.001531839370727539,0.12926506996154785,32,15,True,46,64,0.999,1
122,0.44254717003904,-1.0,-2.604333543899876,-3.0000000000000004,-0.10000000000000002,-0.010722856072978678,0.98,0.8,0.001068115234375,0.13033318519592285,17,13,True,29,64,0.999,1
123,0.44210462286900093,-1.0,-4.801182212062804,-8.39999999999999,-0.11052631578947367,-0.06176822491880764,0.98,0.8,0.0028200149536132812,0.13315320014953613,43,33,True,75,64,0.999,1
124,0.44166251824613195,-1.0,-3.5515226658943906,-6.099999999999998,-0.06224489795918367,-0.007541868590332034,0.98,0.8,0.002749919891357422,0.13590312004089355,56,42,True,97,64,0.999,1
125,0.44122085572788583,-1.0,-1.7262580221660515,-1.7999999999999998,-0.11999999999999998,-0.006361380686734101,0.98,0.8,0.0004291534423828125,0.13633227348327637,8,7,True,14,64,0.999,1
126,0.44077963487215793,-1.0,-1.8097328617227304,-1.9,-0.12666666666666665,0.00034932841405218944,0.98,0.8,0.00041294097900390625,0.13674521446228027,9,6,True,14,64,0.999,1
127,0.4403388552372858,-1.0,-2.3533911690967706,-2.6000000000000005,-0.14444444444444446,-0.035507121205918084,0.98,0.8,0.0005710124969482422,0.13731622695922852,12,6,True,17,64,0.999,1
128,0.43989851638204847,-1.0,-2.1317902926254906,-2.3,-0.1642857142857143,-0.028299691691792344,0.98,0.8,0.00041604042053222656,0.13773226737976074,6,8,True,13,64,0.999,1
129,0.4394586178656664,-1.0,-1.646184887091072,-1.7,-0.21250000000000002,-0.033205560643383925,0.98,0.8,0.00020813941955566406,0.1379404067993164,6,2,True,7,64,0.999,1
130,0.43901915924780077,-1.0,-4.143025792980893,-6.099999999999998,-0.10338983050847457,-0.032805285243049084,0.98,0.8,0.0016400814056396484,0.13958048820495605,31,28,True,58,64,0.999,1
131,0.43858014008855295,-1.0,-2.4846085808482252,-3.500000000000001,-0.05932203389830509,0.006134591601856457,0.98,0.8,0.002377033233642578,0.14195752143859863,32,27,True,58,64,0.999,1
132,0.4381415599484644,-1.0,-3.659769836737108,-4.900000000000002,-0.10652173913043479,-0.030962407606666083,0.98,0.8,0.002385854721069336,0.14434337615966797,22,24,True,45,64,0.999,1
133,0.4377034183885159,-1.0,-1.5489158500134266,-1.6,-0.14545454545454548,0.04107554186550837,0.98,0.8,0.0006148815155029297,0.1449582576751709,5,6,True,10,64,0.999,1
134,0.4372657149701274,-1.0,-2.6195319820588057,-3.0000000000000004,-0.12,-0.018662961610165306,0.98,0.8,0.00078582763671875,0.14574408531188965,15,10,True,24,64,0.999,1
135,0.4368284492551573,-1.0,-1.9348995260959856,-2.0999999999999996,-0.08750000000000001,0.023001593267234836,0.98,0.8,0.0007321834564208984,0.14647626876831055,15,9,True,23,64,0.999,1
136,0.43639162080590216,-1.0,-1.4621032966887548,-1.5,-0.125,-0.01532397116728739,0.98,0.8,0.0003287792205810547,0.1468050479888916,7,5,True,11,64,0.999,1
137,0.43595522918509627,-1.0,-2.41881675032877,-2.7,-0.11739130434782612,-0.02204208706856518,0.98,0.8,0.0006649494171142578,0.14746999740600586,13,10,True,22,64,0.999,1
138,0.43551927395591117,-1.0,-3.6804388601777442,-5.000000000000002,-0.10204081632653061,-0.016093860624393237,0.98,0.8,0.0014088153839111328,0.148878812789917,26,23,True,48,64,0.999,1
139,0.43508375468195526,-1.0,-2.8739904039769444,-3.700000000000001,-0.08409090909090909,-0.004218329219859581,0.98,0.8,0.0014679431915283203,0.1503467559814453,27,17,True,43,64,0.999,1
140,0.43464867092727333,-1.0,-1.5593723337664,-1.6,-0.2285714285714286,-0.013587461486523678,0.98,0.8,0.00021195411682128906,0.1505587100982666,4,3,True,6,64,0.999,1
141,0.43421402225634603,-1.0,-2.2071544867729807,-2.4000000000000004,-0.16000000000000003,-0.04640132994091462,0.98,0.8,0.0004589557647705078,0.1510176658630371,7,8,True,14,64,0.999,1
142,0.4337798082340897,-1.0,-1.4689802540864,-1.5,-0.1875,-0.030081579855785925,0.98,0.8,0.0003268718719482422,0.15134453773498535,5,3,True,7,64,0.999,1
