episode,V_average,V_sum,time,epsilon,decay
1,11.313103911666085,33.939311734998256,0.003170013427734375,0.19901000000000446,linear - epsilon: 0.2
2,18.958885271181995,56.87665581354599,0.006430864334106445,0.198010000000009,linear - epsilon: 0.2
3,24.69703324487526,74.09109973462579,0.009462833404541016,0.19701000000001356,linear - epsilon: 0.2
4,28.620536490204852,85.86160947061455,0.012624740600585938,0.19601000000001811,linear - epsilon: 0.2
5,32.26876340977514,96.80629022932541,0.015642166137695312,0.19501000000002267,linear - epsilon: 0.2
6,34.803489392578875,104.41046817773662,0.01849222183227539,0.19401000000002722,linear - epsilon: 0.2
7,37.26776619031959,111.80329857095877,0.021732091903686523,0.19301000000003177,linear - epsilon: 0.2
8,39.16205441839472,117.48616325518415,0.02498316764831543,0.19201000000003632,linear - epsilon: 0.2
9,41.38585851142765,124.15757553428294,0.02817535400390625,0.19101000000004087,linear - epsilon: 0.2
10,42.91647588147426,128.74942764442278,0.03116154670715332,0.19001000000004542,linear - epsilon: 0.2
11,45.03308310947389,135.09924932842168,0.03504753112792969,0.18901000000004997,linear - epsilon: 0.2
12,46.88933543404425,140.66800630213274,0.03856182098388672,0.18801000000005452,linear - epsilon: 0.2
13,48.29300284435357,144.87900853306073,0.041902780532836914,0.18701000000005907,linear - epsilon: 0.2
14,49.773553895388744,149.32066168616623,0.04532575607299805,0.18601000000006362,linear - epsilon: 0.2
15,50.864819108629625,152.59445732588887,0.04848790168762207,0.18501000000006818,linear - epsilon: 0.2
16,52.02292174141354,156.06876522424062,0.0517888069152832,0.18401000000007273,linear - epsilon: 0.2
17,52.84851592193248,158.54554776579744,0.05499100685119629,0.18301000000007728,linear - epsilon: 0.2
18,53.776735682755714,161.33020704826714,0.057892799377441406,0.18201000000008183,linear - epsilon: 0.2
19,54.533096844321825,163.59929053296548,0.06094217300415039,0.18101000000008638,linear - epsilon: 0.2
20,55.44544739169629,166.33634217508887,0.06394839286804199,0.18001000000009093,linear - epsilon: 0.2
21,56.239745238393745,168.71923571518124,0.06680822372436523,0.17901000000009548,linear - epsilon: 0.2
22,56.84345261265914,170.53035783797742,0.06995844841003418,0.17801000000010003,linear - epsilon: 0.2
23,57.00182949602094,171.0054884880628,0.07283639907836914,0.17701000000010458,linear - epsilon: 0.2
24,57.743087649411194,173.22926294823358,0.07607531547546387,0.17601000000010913,linear - epsilon: 0.2
25,58.18543557404579,174.55630672213738,0.07898354530334473,0.17501000000011369,linear - epsilon: 0.2
26,58.80755602361496,176.42266807084488,0.08316659927368164,0.17401000000011824,linear - epsilon: 0.2
27,59.271642683797005,177.814928051391,0.08931851387023926,0.1730100000001228,linear - epsilon: 0.2
28,59.60750105587288,178.82250316761863,0.0965275764465332,0.17201000000012734,linear - epsilon: 0.2
29,60.16899655050372,180.50698965151116,0.1013484001159668,0.1710100000001319,linear - epsilon: 0.2
30,60.85815741302065,182.57447223906195,0.10735440254211426,0.17001000000013644,linear - epsilon: 0.2
31,61.290021257659326,183.87006377297797,0.11020350456237793,0.169010000000141,linear - epsilon: 0.2
32,61.74303051834308,185.22909155502924,0.113006591796875,0.16801000000014554,linear - epsilon: 0.2
33,62.250955464929774,186.75286639478932,0.1161496639251709,0.1670100000001501,linear - epsilon: 0.2
34,62.63170403754649,187.89511211263948,0.1194305419921875,0.16601000000015464,linear - epsilon: 0.2
