env_name,algname,gamma,epsilon,threshold,Iteration,V_variation,V_max_diff,V_average,V_sum,clock_time,# chg action at iter,# chg actions
"frozen-lake-(30, 30)",PI,0.97,0.001,3.092783505154642e-05,1,3.3333333333333304,3.3333333333333304,-0.902238527814219,-812.0146750327971,0.015781879425048828,256,256
"frozen-lake-(30, 30)",PI,0.97,0.001,3.092783505154642e-05,2,2.2633333333333305,2.2633333333333305,-0.8329341042477462,-749.6406938229716,0.031045913696289062,81,337
"frozen-lake-(30, 30)",PI,0.97,0.001,3.092783505154642e-05,3,2.1954333333333302,2.1954333333333302,-0.8021148916811833,-721.903402513065,0.046401023864746094,45,382
"frozen-lake-(30, 30)",PI,0.97,0.001,3.092783505154642e-05,4,2.12957033333333,2.12957033333333,-0.7780336910341551,-700.2303219307396,0.061715126037597656,35,417
"frozen-lake-(30, 30)",PI,0.97,0.001,3.092783505154642e-05,5,2.0656832233333304,2.0656832233333304,-0.7644305508459566,-687.987495761361,0.07521414756774902,19,436
"frozen-lake-(30, 30)",PI,0.97,0.001,3.092783505154642e-05,6,1.3462120213589999,1.3462120213589999,-0.7503333926418945,-675.300053377705,0.08844590187072754,34,470
"frozen-lake-(30, 30)",PI,0.97,0.001,3.092783505154642e-05,7,1.16792566071823,1.16792566071823,-0.732334469321359,-659.1010223892231,0.10188484191894531,36,506
"frozen-lake-(30, 30)",PI,0.97,0.001,3.092783505154642e-05,8,1.0310012541697826,1.0310012541697826,-0.7187450511144319,-646.8705460029887,0.11573243141174316,33,539
"frozen-lake-(30, 30)",PI,0.97,0.001,3.092783505154642e-05,9,0.8621712165446891,0.8621712165446891,-0.7054501829110856,-634.9051646199771,0.12925052642822266,39,578
"frozen-lake-(30, 30)",PI,0.97,0.001,3.092783505154642e-05,10,0.7663060800483484,0.7663060800483484,-0.6971825576594826,-627.4643018935343,0.14493250846862793,37,615
"frozen-lake-(30, 30)",PI,0.97,0.001,3.092783505154642e-05,11,0.673316897646898,0.673316897646898,-0.6884799674958282,-619.6319707462453,0.16309547424316406,42,657
"frozen-lake-(30, 30)",PI,0.97,0.001,3.092783505154642e-05,12,0.5486551529260872,0.5486551529260872,-0.6779023880139986,-610.1121492125988,0.1812746524810791,38,695
"frozen-lake-(30, 30)",PI,0.97,0.001,3.092783505154642e-05,13,0.4663324983383049,0.4663324983383049,-0.6677401289901901,-600.9661160911711,0.19507050514221191,44,739
"frozen-lake-(30, 30)",PI,0.97,0.001,3.092783505154642e-05,14,0.2485795233881557,0.2485795233881557,-0.6624321223603965,-596.1889101243569,0.208526611328125,36,775
"frozen-lake-(30, 30)",PI,0.97,0.001,3.092783505154642e-05,15,0.17112213768651108,0.17112213768651108,-0.6606651752415943,-594.5986577174349,0.22256255149841309,21,796
"frozen-lake-(30, 30)",PI,0.97,0.001,3.092783505154642e-05,16,0.09598847355591578,0.09598847355591578,-0.660087722537723,-594.0789502839507,0.23646974563598633,19,815
"frozen-lake-(30, 30)",PI,0.97,0.001,3.092783505154642e-05,17,0.023108819349238363,0.023108819349238363,-0.6600106931398921,-594.009623825903,0.25026559829711914,11,826
"frozen-lake-(30, 30)",PI,0.97,0.001,3.092783505154642e-05,18,4.440892098500626e-16,4.440892098500626e-16,-0.6600106931398921,-594.009623825903,0.2638876438140869,11,837
