env_name,algname,gamma,epsilon,threshold,Iteration,V_variation,V_max_diff,V_average,V_sum,clock_time,# chg action at iter,# chg actions
"frozen-lake-(25, 25)",PI,0.95,0.001,5.263157894736847e-05,1,0.21111111111111108,0.21111111111111108,0.00208,1.2999999999999998,0.010241985321044922,3,3
"frozen-lake-(25, 25)",PI,0.95,0.001,5.263157894736847e-05,2,0.10027777777777774,0.10027777777777774,0.002935703703703703,1.8348148148148145,0.015358209609985352,4,7
"frozen-lake-(25, 25)",PI,0.95,0.001,5.263157894736847e-05,3,0.09526388888888887,0.09526388888888887,0.0036978148148148152,2.3111342592592594,0.02041149139404297,3,10
"frozen-lake-(25, 25)",PI,0.95,0.001,5.263157894736847e-05,4,0.06703755144032919,0.06703755144032919,0.004362827325102879,2.7267670781892996,0.0254824161529541,3,13
"frozen-lake-(25, 25)",PI,0.95,0.001,5.263157894736847e-05,5,0.054132822788065804,0.054132822788065804,0.004958925232510287,3.0993282703189298,0.03065323829650879,5,18
"frozen-lake-(25, 25)",PI,0.95,0.001,5.263157894736847e-05,6,0.04235097312242797,0.04235097312242797,0.005498866527937812,3.436791579961133,0.03593015670776367,6,24
"frozen-lake-(25, 25)",PI,0.95,0.001,5.263157894736847e-05,7,0.033634291352785395,0.033634291352785395,0.005995291638283987,3.747057273927492,0.04106950759887695,8,32
"frozen-lake-(25, 25)",PI,0.95,0.001,5.263157894736847e-05,8,0.026930494568915275,0.026930494568915275,0.006459938729559632,4.03746170597477,0.04652142524719238,14,46
"frozen-lake-(25, 25)",PI,0.95,0.001,5.263157894736847e-05,9,0.021111844949707526,0.021111844949707526,0.006897750150369056,4.31109384398066,0.05170249938964844,15,61
"frozen-lake-(25, 25)",PI,0.95,0.001,5.263157894736847e-05,10,0.01749767782935685,0.01749767782935685,0.007317002217304052,4.573126385815033,0.05668187141418457,15,76
"frozen-lake-(25, 25)",PI,0.95,0.001,5.263157894736847e-05,11,0.015276359402194961,0.015276359402194961,0.007718839951627825,4.824274969767391,0.06184887886047363,14,90
"frozen-lake-(25, 25)",PI,0.95,0.001,5.263157894736847e-05,12,0.013771645671545818,0.013771645671545818,0.00810869620767314,5.067935129795712,0.06695270538330078,13,103
"frozen-lake-(25, 25)",PI,0.95,0.001,5.263157894736847e-05,13,0.012708491888415524,0.012708491888415524,0.008485685255865493,5.3035532849159335,0.0719907283782959,10,113
"frozen-lake-(25, 25)",PI,0.95,0.001,5.263157894736847e-05,14,0.011383711234714433,0.011383711234714433,0.008853185062317531,5.533240663948457,0.07728981971740723,15,128
"frozen-lake-(25, 25)",PI,0.95,0.001,5.263157894736847e-05,15,0.010653561163965819,0.010653561163965819,0.009209485554596993,5.755928471623121,0.08243274688720703,15,143
"frozen-lake-(25, 25)",PI,0.95,0.001,5.263157894736847e-05,16,0.00965619141568648,0.00965619141568648,0.009556714083955998,5.972946302472499,0.09000492095947266,13,156
"frozen-lake-(25, 25)",PI,0.95,0.001,5.263157894736847e-05,17,0.008850868645153331,0.008850868645153331,0.009893023711707045,6.183139819816903,0.09555292129516602,14,170
"frozen-lake-(25, 25)",PI,0.95,0.001,5.263157894736847e-05,18,0.008362649832578478,0.008362649832578478,0.010219863090294802,6.387414431434252,0.10073709487915039,14,184
"frozen-lake-(25, 25)",PI,0.95,0.001,5.263157894736847e-05,19,0.007617696219963541,0.007617696219963541,0.010535595120301316,6.584746950188323,0.10590386390686035,15,199
"frozen-lake-(25, 25)",PI,0.95,0.001,5.263157894736847e-05,20,0.007138819828551024,0.007138819828551024,0.010841335273352688,6.77583454584543,0.11209273338317871,19,218
"frozen-lake-(25, 25)",PI,0.95,0.001,5.263157894736847e-05,21,0.006611005300345044,0.006611005300345044,0.011135781687676687,6.95986355479793,0.11795401573181152,20,238
"frozen-lake-(25, 25)",PI,0.95,0.001,5.263157894736847e-05,22,0.006092361063542148,0.006092361063542148,0.01141989324602317,7.1374332787644805,0.12504005432128906,21,259
"frozen-lake-(25, 25)",PI,0.95,0.001,5.263157894736847e-05,23,0.005751458785234545,0.005751458785234545,0.011692705692474752,7.30794105779672,0.13058090209960938,24,283
"frozen-lake-(25, 25)",PI,0.95,0.001,5.263157894736847e-05,24,0.005277640298569822,0.005277640298569822,0.011955095799471082,7.471934874669427,0.1369028091430664,26,309
"frozen-lake-(25, 25)",PI,0.95,0.001,5.263157894736847e-05,25,0.004944305485436562,0.004944305485436562,0.012206525108826822,7.629078193016764,0.1424398422241211,30,339
"frozen-lake-(25, 25)",PI,0.95,0.001,5.263157894736847e-05,26,0.004634919840833848,0.004634919840833848,0.012447858985438803,7.779911865899251,0.1488938331604004,26,365
"frozen-lake-(25, 25)",PI,0.95,0.001,5.263157894736847e-05,27,0.004288321487842056,0.004288321487842056,0.01267865805330421,7.924161283315132,0.15505051612854004,29,394
"frozen-lake-(25, 25)",PI,0.95,0.001,5.263157894736847e-05,28,0.004041031306582482,0.004041031306582482,0.01289971731931924,8.062323324574525,0.1627345085144043,22,416
"frozen-lake-(25, 25)",PI,0.95,0.001,5.263157894736847e-05,29,0.003728621577602481,0.003728621577602481,0.01311075253677678,8.194220335485488,0.17008066177368164,28,444
"frozen-lake-(25, 25)",PI,0.95,0.001,5.263157894736847e-05,30,0.0034923737799680554,0.0034923737799680554,0.013312475071193777,8.32029691949611,0.1764545440673828,25,469
"frozen-lake-(25, 25)",PI,0.95,0.001,5.263157894736847e-05,31,0.0032672356880180525,0.0032672356880180525,0.013504713283291206,8.440445802057004,0.18349862098693848,23,492
"frozen-lake-(25, 25)",PI,0.95,0.001,5.263157894736847e-05,32,0.003031010492030889,0.003031010492030889,0.013688115521390124,8.555072200868828,0.18883657455444336,21,513
"frozen-lake-(25, 25)",PI,0.95,0.001,5.263157894736847e-05,33,0.0028433966293354013,0.0028433966293354013,0.013862623013308602,8.664139383317876,0.19589471817016602,17,530
"frozen-lake-(25, 25)",PI,0.95,0.001,5.263157894736847e-05,34,0.0026289161960483393,0.0026289161960483393,0.014028845136825476,8.768028210515922,0.20124077796936035,17,547
"frozen-lake-(25, 25)",PI,0.95,0.001,5.263157894736847e-05,35,0.0024537946498343344,0.0024537946498343344,0.014186775206666915,8.866734504166821,0.20690679550170898,16,563
"frozen-lake-(25, 25)",PI,0.95,0.001,5.263157894736847e-05,36,0.0022796654598029875,0.0022796654598029875,0.014336966148831948,8.960603843019967,0.21220874786376953,21,584
"frozen-lake-(25, 25)",PI,0.95,0.001,5.263157894736847e-05,37,0.002126157889007274,0.002126157889007274,0.014479463017805068,9.049664386128168,0.21776771545410156,15,599
"frozen-lake-(25, 25)",PI,0.95,0.001,5.263157894736847e-05,38,0.0019916079598858716,0.0019916079598858716,0.01461477520360432,9.1342345022527,0.22357487678527832,13,612
"frozen-lake-(25, 25)",PI,0.95,0.001,5.263157894736847e-05,39,0.0018514079632004632,0.0018514079632004632,0.014742987182566,9.21436698910375,0.22911381721496582,10,622
"frozen-lake-(25, 25)",PI,0.95,0.001,5.263157894736847e-05,40,0.0017274338311333015,0.0017274338311333015,0.014864567088256325,9.290354430160203,0.23417258262634277,7,629
"frozen-lake-(25, 25)",PI,0.95,0.001,5.263157894736847e-05,41,0.0016098413210393972,0.0016098413210393972,0.014979628701610084,9.362267938506303,0.23969769477844238,7,636
"frozen-lake-(25, 25)",PI,0.95,0.001,5.263157894736847e-05,42,0.001507598230774218,0.001507598230774218,0.01508860190347775,9.430376189673593,0.24581575393676758,7,643
"frozen-lake-(25, 25)",PI,0.95,0.001,5.263157894736847e-05,43,0.001413261817531819,0.001413261817531819,0.015191619615820613,9.494762259887883,0.25151968002319336,8,651
"frozen-lake-(25, 25)",PI,0.95,0.001,5.263157894736847e-05,44,0.0013193888624878636,0.0013193888624878636,0.015289077658398898,9.555673536499311,0.2566568851470947,10,661
"frozen-lake-(25, 25)",PI,0.95,0.001,5.263157894736847e-05,45,0.0012327820536466721,0.0012327820536466721,0.015381135235037183,9.61320952189824,0.26180195808410645,13,674
"frozen-lake-(25, 25)",PI,0.95,0.001,5.263157894736847e-05,46,0.00114918963689363,0.00114918963689363,0.015468167752730164,9.667604845456353,0.26795291900634766,6,680
"frozen-lake-(25, 25)",PI,0.95,0.001,5.263157894736847e-05,47,0.001079546162502422,0.001079546162502422,0.015550329294564662,9.718955809102914,0.2732276916503906,5,685
"frozen-lake-(25, 25)",PI,0.95,0.001,5.263157894736847e-05,48,0.0010140276475622198,0.0010140276475622198,0.015627949021425367,9.767468138390855,0.2784535884857178,3,688
"frozen-lake-(25, 25)",PI,0.95,0.001,5.263157894736847e-05,49,0.0009499560375490629,0.0009499560375490629,0.015701176863922795,9.813235539951748,0.28370046615600586,3,691
"frozen-lake-(25, 25)",PI,0.95,0.001,5.263157894736847e-05,50,0.0008896839470118323,0.0008896839470118323,0.015770308942436338,9.856443089022711,0.2888824939727783,3,694
"frozen-lake-(25, 25)",PI,0.95,0.001,5.263157894736847e-05,51,0.0008313915003541894,0.0008313915003541894,0.01583549102407325,9.89718189004578,0.29416441917419434,4,698
"frozen-lake-(25, 25)",PI,0.95,0.001,5.263157894736847e-05,52,0.0007813160672053704,0.0007813160672053704,0.015896989752818277,9.935618595511423,0.29933953285217285,1,699
"frozen-lake-(25, 25)",PI,0.95,0.001,5.263157894736847e-05,53,0.0007346230564247921,0.0007346230564247921,0.015954945046234372,9.971840653896482,0.30460453033447266,1,700
"frozen-lake-(25, 25)",PI,0.95,0.001,5.263157894736847e-05,54,0.0006893826653371626,0.0006893826653371626,0.016009596699525484,10.005997937203427,0.30967044830322266,2,702
"frozen-lake-(25, 25)",PI,0.95,0.001,5.263157894736847e-05,55,0.0006464045789145653,0.0006464045789145653,0.016061077411095737,10.038173381934836,0.31476449966430664,1,703
"frozen-lake-(25, 25)",PI,0.95,0.001,5.263157894736847e-05,56,0.0006051062966353493,0.0006051062966353493,0.016109603113446433,10.068501945904021,0.3197464942932129,1,704
"frozen-lake-(25, 25)",PI,0.95,0.001,5.263157894736847e-05,57,0.0005660313350681553,0.0005660313350681553,0.01615529887059081,10.097061794119256,0.32491540908813477,1,705
"frozen-lake-(25, 25)",PI,0.95,0.001,5.263157894736847e-05,58,0.0005291150672517633,0.0005291150672517633,0.01619835734386354,10.123973339914711,0.32996249198913574,1,706
"frozen-lake-(25, 25)",PI,0.95,0.001,5.263157894736847e-05,59,0.0004965363941357229,0.0004965363941357229,0.016238894327913218,10.149308954945761,0.33487939834594727,2,708
"frozen-lake-(25, 25)",PI,0.95,0.001,5.263157894736847e-05,60,0.00046553684885090874,0.00046553684885090874,0.016277081612057924,10.173176007536203,0.33998847007751465,3,711
"frozen-lake-(25, 25)",PI,0.95,0.001,5.263157894736847e-05,61,0.00043586850164324675,0.00043586850164324675,0.016313026123155275,10.195641326972048,0.34478068351745605,3,714
"frozen-lake-(25, 25)",PI,0.95,0.001,5.263157894736847e-05,62,0.0004077550527494672,0.0004077550527494672,0.016346880646259977,10.216800403912485,0.34983396530151367,1,715
"frozen-lake-(25, 25)",PI,0.95,0.001,5.263157894736847e-05,63,0.0003809941267184508,0.0003809941267184508,0.016378743187394504,10.236714492121564,0.3550090789794922,3,718
"frozen-lake-(25, 25)",PI,0.95,0.001,5.263157894736847e-05,64,0.00035572608963317653,0.00035572608963317653,0.01640874929524256,10.2554683095266,0.3598952293395996,1,719
"frozen-lake-(25, 25)",PI,0.95,0.001,5.263157894736847e-05,65,0.0003317822948133847,0.0003317822948133847,0.016436988275062354,10.273117671913973,0.3648653030395508,0,719
"frozen-lake-(25, 25)",PI,0.95,0.001,5.263157894736847e-05,66,0.0003092441092391873,0.0003092441092391873,0.016463580106003118,10.289737566251949,0.3699202537536621,0,719
"frozen-lake-(25, 25)",PI,0.95,0.001,5.263157894736847e-05,67,0.00028796865454081,0.00028796865454081,0.01648860575545475,10.305378597159219,0.3747689723968506,0,719
"frozen-lake-(25, 25)",PI,0.95,0.001,5.263157894736847e-05,68,0.00026799616634868434,0.00026799616634868434,0.016512171228730405,10.320107017956502,0.37981295585632324,0,719
"frozen-lake-(25, 25)",PI,0.95,0.001,5.263157894736847e-05,69,0.0002492040932937159,0.0002492040932937159,0.0165343523057222,10.333970191076375,0.38498806953430176,3,722
"frozen-lake-(25, 25)",PI,0.95,0.001,5.263157894736847e-05,70,0.00023212313732812878,0.00023212313732812878,0.016555245495891425,10.34702843493214,0.38985610008239746,1,723
