algname,gamma,threshold,num_states,Iteration,V_average,V_sum,delta,variation,V_max_diff,# chg actions,clock_time
vi-forest,0.95,5.263157894736847e-05,10,1,1.2,12.0,12.0,4.0,4.0,0,6.198883056640625e-05
vi-forest,0.95,5.263157894736847e-05,10,2,1.8695,18.695,6.695,3.42,3.42,1,0.00010895729064941406
vi-forest,0.95,5.263157894736847e-05,10,3,3.16657,31.6657,12.9707,2.9240999999999993,3.005324999999999,2,0.00015592575073242188
vi-forest,0.95,5.263157894736847e-05,10,4,4.1331760875,41.331760875,9.666060875,2.5001055000000005,2.5772692500000005,3,0.000202178955078125
vi-forest,0.95,5.263157894736847e-05,10,5,5.3880940119375,53.880940119375,12.549179244374997,2.1375902024999998,2.2702732706249997,3,0.00024628639221191406
vi-forest,0.95,5.263157894736847e-05,10,6,6.460870493990937,64.60870493990937,10.727764820534375,1.8276396231375016,1.9536885378562516,4,0.0002923011779785156
vi-forest,0.95,5.263157894736847e-05,10,7,7.635021628777745,76.35021628777744,11.74151134786807,1.5626318777825632,1.7257847878148915,5,0.0003368854522705078
vi-forest,0.95,5.263157894736847e-05,10,8,8.649308464320114,86.49308464320114,10.142868355423701,1.3360502555040918,1.4910455200348034,6,0.0003809928894042969
vi-forest,0.95,5.263157894736847e-05,10,9,9.68502738553451,96.85027385534511,10.357189212143965,1.1423229684559981,1.3212996633283964,6,0.00042510032653808594
vi-forest,0.95,5.263157894736847e-05,10,10,10.614492505715484,106.14492505715484,9.294651201809728,0.9766861380298817,1.1467139981586598,7,0.0004687309265136719
vi-forest,0.95,5.263157894736847e-05,10,11,11.48814525322886,114.88145253228859,8.736527475133755,0.8350666480155504,1.0197894109160988,7,0.0005128383636474609
vi-forest,0.95,5.263157894736847e-05,10,12,12.304429996264965,123.04429996264965,8.162847430361055,0.5354864880399726,0.8894686088088175,8,0.0005578994750976562
vi-forest,0.95,5.263157894736847e-05,10,13,13.081765847761293,130.81765847761292,7.773358514963277,0.1678811050824791,0.7941239620045799,8,0.0006017684936523438
vi-forest,0.95,5.263157894736847e-05,10,14,13.820234906682805,138.20234906682805,7.3846905892151256,7.105427357601002e-15,0.738469058921515,8,0.0006458759307861328
