env_name,algname,gamma,epsilon,threshold,Iteration,V_variation,V_delta,V_max_diff,V_average,V_sum,clock_time,# chg action at iter,# chg actions
"frozen-lake-(30, 30)",VI,0.9,0.001,0.00011111111111111109,1,0.8,1.6,0.8,0.004,3.6,0.01004791259765625,2,2
"frozen-lake-(30, 30)",VI,0.9,0.001,0.00011111111111111109,2,0.6200000000000001,2.48,0.6200000000000001,0.0067555555555555554,6.08,0.01750969886779785,4,6
"frozen-lake-(30, 30)",VI,0.9,0.001,0.00011111111111111109,3,0.4580000000000002,1.8320000000000007,0.4580000000000002,0.008791111111111112,7.912000000000001,0.023752927780151367,4,10
"frozen-lake-(30, 30)",VI,0.9,0.001,0.00011111111111111109,4,0.31220000000000014,1.248800000000001,0.31220000000000014,0.01017866666666667,9.160800000000002,0.028400897979736328,4,14
"frozen-lake-(30, 30)",VI,0.9,0.001,0.00011111111111111109,5,0.1809800000000001,0.9048999999999996,0.1809800000000001,0.011184111111111113,10.065700000000001,0.033838748931884766,5,19
"frozen-lake-(30, 30)",VI,0.9,0.001,0.00011111111111111109,6,0.0628820000000001,0.44017400000000073,0.0628820000000001,0.011673193333333335,10.505874000000002,0.038034677505493164,6,25
"frozen-lake-(30, 30)",VI,0.9,0.001,0.00011111111111111109,7,0.0,0.0,0.0,0.011673193333333335,10.505874000000002,0.04212474822998047,0,25
