algname,gamma,threshold,num_states,Iteration,variation,V_max_diff,# chg actions,clock_time
vi-forest,0.95,0.0005263157894736847,500,32,0.031117847484914307,0.12361083764280067,12,0.0025005340576171875
vi-forest,0.95,0.0005263157894736847,500,33,0.02660575959960454,0.11521314912736358,12,0.002574443817138672
vi-forest,0.95,0.0005263157894736847,500,34,0.022747924457661384,0.10692494450903212,12,0.002659320831298828
vi-forest,0.95,0.0005263157894736847,500,35,0.019449475411300376,0.09995790766597246,12,0.0027322769165039062
vi-forest,0.95,0.0005263157894736847,500,36,0.01662930147666053,0.09311231211860083,12,0.0028400421142578125
vi-forest,0.95,0.0005263157894736847,500,37,0.014218052762544175,0.08727185878245791,12,0.002918243408203125
vi-forest,0.95,0.0005263157894736847,500,38,0.012156435111977615,0.08155755083089566,12,0.002999544143676758
vi-forest,0.95,0.0005263157894736847,500,39,0.01039375202074222,0.07661352728762338,12,0.0030715465545654297
vi-forest,0.95,0.0005263157894736847,500,40,0.008886657977733137,0.07179544448127118,12,0.0031375885009765625
vi-forest,0.95,0.0005263157894736847,500,41,0.007598092570963999,0.06757249787629505,12,0.0032045841217041016
vi-forest,0.95,0.0005263157894736847,500,42,0.006496369148173642,0.06347205418823876,12,0.0032684803009033203
vi-forest,0.95,0.0005263157894736847,500,43,0.005554395621688357,0.05983558517701937,12,0.003333568572998047
vi-forest,0.95,0.0005263157894736847,500,44,0.004749008256547782,0.05631613833411109,12,0.0034058094024658203
vi-forest,0.95,0.0005263157894736847,500,45,0.004060402059348434,0.053161964579125254,12,0.0034728050231933594
vi-forest,0.95,0.0005263157894736847,500,46,0.00347164376074538,0.05011812815453176,12,0.003542661666870117
vi-forest,0.95,0.0005263157894736847,500,47,0.0029682554154373264,0.04736486712885224,12,0.0036094188690185547
vi-forest,0.95,0.0005263157894736847,500,48,0.0025378583802009302,0.0447146395079443,12,0.0037195682525634766
vi-forest,0.95,0.0005263157894736847,500,49,0.00216986891507176,0.042298085122958184,12,0.003842592239379883
vi-forest,0.95,0.0005263157894736847,500,50,0.0018552379223883975,0.03997704331987961,12,0.0039365291595458984
vi-forest,0.95,0.0005263157894736847,500,51,0.0015862284236458635,0.037846005451918074,12,0.004006862640380859
vi-forest,0.95,0.0005263157894736847,500,52,0.0013562253022190163,0.035803013479076995,12,0.004075050354003906
vi-forest,0.95,0.0005263157894736847,500,53,0.0011595726333979428,0.033916231752341375,12,0.00416111946105957
vi-forest,0.95,0.0005263157894736847,500,54,0.0009914346015555964,0.03211026076455248,12,0.004229068756103516
vi-forest,0.95,0.0005263157894736847,500,55,0.0008476765843301592,0.030434108010965133,12,0.004297018051147461
vi-forest,0.95,0.0005263157894736847,500,56,0.0007247634796012647,0.02883187333490511,12,0.004363059997558594
vi-forest,0.95,0.0005263157894736847,500,57,0.0006196727750609199,0.027338640270238912,12,0.00442814826965332
vi-forest,0.95,0.0005263157894736847,500,58,0.0005298202226775572,0.025912839343096294,12,0.004494190216064453
vi-forest,0.95,0.0005263157894736847,500,59,0.00045299629039163847,0.024579447685077582,12,0.004574298858642578
