algname,gamma,threshold,num_states,Iteration,variation,V_max_diff,# chg actions,clock_time
vi-forest,0.95,0.0005263157894736847,500,1,4.0,4.0,0,0.0001919269561767578
vi-forest,0.95,0.0005263157894736847,500,2,3.42,3.42,1,0.0002689361572265625
vi-forest,0.95,0.0005263157894736847,500,3,2.9240999999999993,3.005324999999999,2,0.0003418922424316406
vi-forest,0.95,0.0005263157894736847,500,4,2.5001055000000005,2.5772692500000005,3,0.00040984153747558594
vi-forest,0.95,0.0005263157894736847,500,5,2.1375902024999998,2.2702732706249997,3,0.0004968643188476562
vi-forest,0.95,0.0005263157894736847,500,6,1.8276396231375016,1.9536885378562516,4,0.0005667209625244141
vi-forest,0.95,0.0005263157894736847,500,7,1.5626318777825632,1.7257847878148915,5,0.0006344318389892578
vi-forest,0.95,0.0005263157894736847,500,8,1.3360502555040918,1.4910455200348034,6,0.0007007122039794922
vi-forest,0.95,0.0005263157894736847,500,9,1.1423229684559981,1.3212996633283964,6,0.0007748603820800781
vi-forest,0.95,0.0005263157894736847,500,10,0.9766861380298817,1.1467139981586598,7,0.0008487701416015625
vi-forest,0.95,0.0005263157894736847,500,11,0.8350666480155504,1.0197894109160988,7,0.0009248256683349609
vi-forest,0.95,0.0005263157894736847,500,12,0.7139819840532962,0.8894686088088175,8,0.0009908676147460938
vi-forest,0.95,0.0005263157894736847,500,13,0.6104545963655692,0.7941239620045799,8,0.001058816909790039
vi-forest,0.95,0.0005263157894736847,500,14,0.5219386798925623,0.6964245772496227,9,0.0011248588562011719
vi-forest,0.95,0.0005263157894736847,500,15,0.44625757130814314,0.6244152174447981,9,0.001191854476928711
vi-forest,0.95,0.0005263157894736847,500,16,0.38155022346846224,0.5507999872982845,10,0.001256704330444336
vi-forest,0.95,0.0005263157894736847,500,17,0.3262254410655352,0.4960745345112425,10,0.0013227462768554688
vi-forest,0.95,0.0005263157894736847,500,18,0.2789227521110318,0.440279390884454,10,0.0013897418975830078
vi-forest,0.95,0.0005263157894736847,500,19,0.2384789530549316,0.3983921752523205,10,0.0014536380767822266
vi-forest,0.95,0.0005263157894736847,500,20,0.20389950486196629,0.3558170659494859,11,0.0015177726745605469
vi-forest,0.95,0.0005263157894736847,500,21,0.17433407665698297,0.32349837293059736,11,0.0016069412231445312
vi-forest,0.95,0.0005263157894736847,500,22,0.14905563554172208,0.2907617170016561,11,0.0016782283782958984
vi-forest,0.95,0.0005263157894736847,500,23,0.12744256838817059,0.2656034171192232,11,0.0017473697662353516
vi-forest,0.95,0.0005263157894736847,500,24,0.10896339597188476,0.24021620226638518,11,0.0018422603607177734
vi-forest,0.95,0.0005263157894736847,500,25,0.09316370355596337,0.22044175019007106,12,0.0019092559814453125
vi-forest,0.95,0.0005263157894736847,500,26,0.07965496654035054,0.20056911084275342,12,0.00197601318359375
vi-forest,0.95,0.0005263157894736847,500,27,0.0681049963919973,0.18486523893461282,12,0.0020449161529541016
vi-forest,0.95,0.0005263157894736847,500,28,0.058229771915158324,0.16915200233064276,12,0.002171754837036133
vi-forest,0.95,0.0005263157894736847,500,29,0.04978645498746115,0.15654553096515578,12,0.0022935867309570312
vi-forest,0.95,0.0005263157894736847,500,30,0.04256741901428018,0.14398854119309057,12,0.0023622512817382812
vi-forest,0.95,0.0005263157894736847,500,31,0.03639514325721205,0.13375618552867152,12,0.002428293228149414
