,Iteration,Time,Fitness,Restarts,max_iters,current_restart
133,133,0.056833269000000186,44.0,1,8192,0
134,134,0.05690598700000038,44.0,1,8192,0
135,135,0.056976611999999704,44.0,1,8192,0
136,136,0.057047001999999125,44.0,1,8192,0
137,137,0.057207179999998914,44.0,1,8192,0
138,138,0.057317060999999114,44.0,1,8192,0
139,139,0.057444365000000275,44.0,1,8192,0
140,140,0.057536032999999875,44.0,1,8192,0
141,141,0.05761798400000018,44.0,1,8192,0
142,142,0.05769643899999899,44.0,1,8192,0
143,143,0.05777246199999908,44.0,1,8192,0
144,144,0.05784847700000029,44.0,1,8192,0
145,145,0.057932121000000336,44.0,1,8192,0
146,146,0.05800542099999895,44.0,1,8192,0
147,147,0.05808003900000003,44.0,1,8192,0
148,148,0.058154415000000625,44.0,1,8192,0
149,149,0.05822931600000025,44.0,1,8192,0
150,150,0.05830375699999912,44.0,1,8192,0
151,151,0.058390358000000475,44.0,1,8192,0
152,152,0.05846254699999953,44.0,1,8192,0
153,153,0.05853411200000025,44.0,1,8192,0
154,154,0.058606414999999856,44.0,1,8192,0
155,155,0.05868227100000034,44.0,1,8192,0
156,156,0.058757706999999826,44.0,1,8192,0
157,157,0.05883200799999955,44.0,1,8192,0
158,158,0.05890713800000036,44.0,1,8192,0
159,159,0.05898264899999894,44.0,1,8192,0
160,160,0.05905379200000027,44.0,1,8192,0
161,161,0.0591254990000003,44.0,1,8192,0
162,162,0.059196933999999146,44.0,1,8192,0
163,163,0.05926809199999994,44.0,1,8192,0
164,164,0.05934250299999988,44.0,1,8192,0
165,165,0.05941790099999977,44.0,1,8192,0
166,166,0.059492717999999556,44.0,1,8192,0
167,167,0.05956821200000029,44.0,1,8192,0
168,168,0.05964295199999903,44.0,1,8192,0
169,169,0.059717134999999644,44.0,1,8192,0
170,170,0.059791909999999504,44.0,1,8192,0
171,171,0.05986350499999915,44.0,1,8192,0
172,172,0.059938837999998995,44.0,1,8192,0
173,173,0.06005542800000008,44.0,1,8192,0
174,174,0.06016304399999939,44.0,1,8192,0
175,175,0.060267088999999885,44.0,1,8192,0
176,176,0.06036333900000024,44.0,1,8192,0
177,177,0.06045201999999961,44.0,1,8192,0
178,178,0.06053795299999898,44.0,1,8192,0
179,179,0.06062957099999977,44.0,1,8192,0
180,180,0.06072138499999902,44.0,1,8192,0
181,181,0.06081068800000011,44.0,1,8192,0
182,182,0.060898392000000356,44.0,1,8192,0
183,183,0.06098528799999947,44.0,1,8192,0
184,184,0.061070835000000656,44.0,1,8192,0
185,185,0.06115776899999936,44.0,1,8192,0
186,186,0.061246666000000616,44.0,1,8192,0
187,187,0.0613310639999991,44.0,1,8192,0
188,188,0.06142082999999943,44.0,1,8192,0
189,189,0.061509361000000595,44.0,1,8192,0
190,190,0.061594512999999296,44.0,1,8192,0
191,191,0.06168263300000021,44.0,1,8192,0
192,192,0.061771557000000143,44.0,1,8192,0
193,193,0.061863322000000665,44.0,1,8192,0
194,194,0.062106373999998965,44.0,1,8192,0
195,195,0.062202584999999644,44.0,1,8192,0
196,196,0.062352011999999846,44.0,1,8192,0
197,197,0.06244612799999949,44.0,1,8192,0
198,198,0.0625250390000005,44.0,1,8192,0
199,199,0.06260364099999904,44.0,1,8192,0
200,200,0.06268184300000001,44.0,1,8192,0
201,201,0.06275633399999947,44.0,1,8192,0
202,202,0.06283178600000028,44.0,1,8192,0
203,203,0.06290930199999956,44.0,1,8192,0
204,204,0.06298329799999891,44.0,1,8192,0
205,205,0.06306049500000022,44.0,1,8192,0
206,206,0.0631372309999989,44.0,1,8192,0
207,207,0.06321512999999968,44.0,1,8192,0
208,208,0.06329282999999997,44.0,1,8192,0
209,209,0.06337051200000055,44.0,1,8192,0
210,210,0.06344441299999914,44.0,1,8192,0
211,211,0.06352156099999995,44.0,1,8192,0
212,212,0.06359929099999917,44.0,1,8192,0
213,213,0.06367693900000049,44.0,1,8192,0
214,214,0.06375165499999902,44.0,1,8192,0
215,215,0.06382995199999897,44.0,1,8192,0
216,216,0.06390495199999968,44.0,1,8192,0
217,217,0.06412349799999895,44.0,1,8192,0
218,218,0.06423638100000062,44.0,1,8192,0
219,219,0.06432231199999983,44.0,1,8192,0
220,220,0.06440211399999995,44.0,1,8192,0
221,221,0.06448086400000008,44.0,1,8192,0
222,222,0.06456176999999919,44.0,1,8192,0
223,223,0.06464180999999947,44.0,1,8192,0
224,224,0.0647176389999995,44.0,1,8192,0
225,225,0.06479650200000009,44.0,1,8192,0
226,226,0.06487244000000025,44.0,1,8192,0
227,227,0.06495150299999963,44.0,1,8192,0
228,228,0.06502970599999891,44.0,1,8192,0
229,229,0.06510770399999899,44.0,1,8192,0
230,230,0.06518272399999958,44.0,1,8192,0
231,231,0.06525673600000026,44.0,1,8192,0
232,232,0.06533187299999987,44.0,1,8192,0
233,233,0.06540922800000004,44.0,1,8192,0
234,234,0.06549061800000011,44.0,1,8192,0
235,235,0.06556662899999921,44.0,1,8192,0
236,236,0.06564594800000023,44.0,1,8192,0
237,237,0.0657220719999998,44.0,1,8192,0
238,238,0.06582116100000057,44.0,1,8192,0
239,239,0.0659100979999998,44.0,1,8192,0
240,240,0.06598647200000052,44.0,1,8192,0
241,241,0.06606668299999896,44.0,1,8192,0
242,242,0.06614573000000057,44.0,1,8192,0
243,243,0.0662244619999992,44.0,1,8192,0
244,244,0.0663158940000006,44.0,1,8192,0
245,245,0.06645510399999921,44.0,1,8192,0
246,246,0.06664427399999973,44.0,1,8192,0
247,247,0.06676563199999919,44.0,1,8192,0
248,248,0.06687317799999981,44.0,1,8192,0
249,249,0.06699359599999966,44.0,1,8192,0
250,250,0.06716645699999901,44.0,1,8192,0
251,251,0.06739296699999997,44.0,1,8192,0
252,252,0.06751831100000061,44.0,1,8192,0
253,253,0.06762743999999898,44.0,1,8192,0
254,254,0.06773000599999968,44.0,1,8192,0
255,255,0.06783225599999909,44.0,1,8192,0
256,256,0.06793155499999948,44.0,1,8192,0
257,257,0.07588602599999916,44.0,1,8192,0
258,258,0.07600958399999946,44.0,1,8192,0
259,259,0.07611031099999899,44.0,1,8192,0
260,260,0.0762030290000002,44.0,1,8192,0
261,261,0.07628510500000019,44.0,1,8192,0
262,262,0.07636900299999994,44.0,1,8192,0
263,263,0.07644872300000038,44.0,1,8192,0
264,264,0.07654509099999984,44.0,1,8192,0
265,265,0.07662646600000045,44.0,1,8192,0
266,266,0.0767103640000002,44.0,1,8192,0
267,267,0.07678948599999913,44.0,1,8192,0
268,268,0.07687094899999991,44.0,1,8192,0
269,269,0.07695253900000054,44.0,1,8192,0
270,270,0.07703439600000017,44.0,1,8192,0
271,271,0.07711257299999907,44.0,1,8192,0
272,272,0.07719380300000012,44.0,1,8192,0
273,273,0.07727508500000013,44.0,1,8192,0
274,274,0.07735924900000057,44.0,1,8192,0
275,275,0.07745398399999992,44.0,1,8192,0
276,276,0.0775598999999989,44.0,1,8192,0
277,277,0.07764090100000054,44.0,1,8192,0
278,278,0.07772330899999957,44.0,1,8192,0
279,279,0.07783472000000025,44.0,1,8192,0
280,280,0.07791526599999976,44.0,1,8192,0
281,281,0.07799486100000053,44.0,1,8192,0
282,282,0.07807349199999969,44.0,1,8192,0
283,283,0.07815517799999938,44.0,1,8192,0
284,284,0.07823686399999907,44.0,1,8192,0
285,285,0.07831475699999935,44.0,1,8192,0
286,286,0.07839602099999965,44.0,1,8192,0
287,287,0.07847488700000049,44.0,1,8192,0
288,288,0.07856040199999903,44.0,1,8192,0
289,289,0.07870957799999978,44.0,1,8192,0
290,290,0.07883099999999921,44.0,1,8192,0
291,291,0.07893028800000046,44.0,1,8192,0
292,292,0.07902106799999942,44.0,1,8192,0
293,293,0.07910528999999933,44.0,1,8192,0
294,294,0.07918782499999999,44.0,1,8192,0
295,295,0.07927242899999953,44.0,1,8192,0
296,296,0.07935375599999972,44.0,1,8192,0
297,297,0.07943529599999977,44.0,1,8192,0
298,298,0.07951986199999972,44.0,1,8192,0
299,299,0.07960457899999973,44.0,1,8192,0
300,300,0.07968672600000026,44.0,1,8192,0
301,301,0.07979518900000038,44.0,1,8192,0
302,302,0.07990689100000026,44.0,1,8192,0
303,303,0.08010312899999938,44.0,1,8192,0
304,304,0.08022613600000028,44.0,1,8192,0
305,305,0.08036325600000005,44.0,1,8192,0
306,306,0.08046137999999914,44.0,1,8192,0
307,307,0.08055077599999905,44.0,1,8192,0
308,308,0.08063820299999946,44.0,1,8192,0
309,309,0.08072239400000036,44.0,1,8192,0
310,310,0.08082109499999923,44.0,1,8192,0
311,311,0.08092033800000031,44.0,1,8192,0
312,312,0.08101908399999935,44.0,1,8192,0
313,313,0.08111258699999979,44.0,1,8192,0
314,314,0.08120836099999984,44.0,1,8192,0
315,315,0.08130302400000033,44.0,1,8192,0
316,316,0.08139832900000066,44.0,1,8192,0
317,317,0.08148925599999934,44.0,1,8192,0
318,318,0.0815862299999992,44.0,1,8192,0
319,319,0.08168051800000065,44.0,1,8192,0
320,320,0.08177753400000043,44.0,1,8192,0
321,321,0.08187472600000056,44.0,1,8192,0
322,322,0.08204040799999923,44.0,1,8192,0
323,323,0.08233104900000043,44.0,1,8192,0
324,324,0.08252768500000052,44.0,1,8192,0
325,325,0.08270933300000038,44.0,1,8192,0
326,326,0.08287205599999936,44.0,1,8192,0
327,327,0.08303107899999951,44.0,1,8192,0
328,328,0.08323746700000001,44.0,1,8192,0
329,329,0.0833667810000005,44.0,1,8192,0
330,330,0.08345900399999984,44.0,1,8192,0
331,331,0.08355896900000026,44.0,1,8192,0
332,332,0.08366994200000022,44.0,1,8192,0
333,333,0.08375823599999954,44.0,1,8192,0
334,334,0.08384493900000045,44.0,1,8192,0
335,335,0.08393121199999953,44.0,1,8192,0
336,336,0.08401739399999997,44.0,1,8192,0
337,337,0.08410375399999914,44.0,1,8192,0
338,338,0.08422665600000023,44.0,1,8192,0
339,339,0.08432183399999893,44.0,1,8192,0
340,340,0.08440971099999928,44.0,1,8192,0
341,341,0.08449847900000051,44.0,1,8192,0
342,342,0.08458573100000066,44.0,1,8192,0
343,343,0.08467251199999914,44.0,1,8192,0
344,344,0.08475947900000058,44.0,1,8192,0
345,345,0.084846795999999,44.0,1,8192,0
346,346,0.08494187500000017,44.0,1,8192,0
347,347,0.08503017099999965,44.0,1,8192,0
348,348,0.08511354799999893,44.0,1,8192,0
349,349,0.08521679399999904,44.0,1,8192,0
350,350,0.08531182499999979,44.0,1,8192,0
351,351,0.08540245600000063,44.0,1,8192,0
352,352,0.08549100599999981,44.0,1,8192,0
353,353,0.085578881,44.0,1,8192,0
354,354,0.08566992699999965,44.0,1,8192,0
355,355,0.08575640799999995,44.0,1,8192,0
356,356,0.0858399779999992,44.0,1,8192,0
357,357,0.08592442399999989,44.0,1,8192,0
358,358,0.08601028,44.0,1,8192,0
359,359,0.08609578099999915,44.0,1,8192,0
360,360,0.08618220399999998,44.0,1,8192,0
361,361,0.08626768999999967,44.0,1,8192,0
362,362,0.08635248899999937,44.0,1,8192,0
363,363,0.08643754399999892,44.0,1,8192,0
364,364,0.08651977399999922,44.0,1,8192,0
365,365,0.08660682200000025,44.0,1,8192,0
366,366,0.08669187299999948,44.0,1,8192,0
367,367,0.08677947500000016,44.0,1,8192,0
368,368,0.08688551999999916,44.0,1,8192,0
369,369,0.08699792800000061,44.0,1,8192,0
370,370,0.08715514699999893,44.0,1,8192,0
371,371,0.08725026199999952,44.0,1,8192,0
372,372,0.0873377039999994,44.0,1,8192,0
373,373,0.0874468059999991,44.0,1,8192,0
374,374,0.0875699920000006,44.0,1,8192,0
375,375,0.08767983199999918,44.0,1,8192,0
376,376,0.08784986000000039,44.0,1,8192,0
377,377,0.088084791,44.0,1,8192,0
378,378,0.08823965999999928,44.0,1,8192,0
379,379,0.08837087300000057,44.0,1,8192,0
380,380,0.08848698699999957,44.0,1,8192,0
381,381,0.0885987539999995,44.0,1,8192,0
382,382,0.08871637699999901,44.0,1,8192,0
383,383,0.08882894699999966,44.0,1,8192,0
384,384,0.08893970499999959,44.0,1,8192,0
385,385,0.08904485499999915,44.0,1,8192,0
386,386,0.08915505599999918,44.0,1,8192,0
387,387,0.08927727400000052,44.0,1,8192,0
388,388,0.0925495319999996,44.0,1,8192,0
389,389,0.0927815540000001,44.0,1,8192,0
390,390,0.09290973499999922,44.0,1,8192,0
391,391,0.09301198400000033,44.0,1,8192,0
392,392,0.09310804399999917,44.0,1,8192,0
393,393,0.09319750200000065,44.0,1,8192,0
394,394,0.09328876000000008,44.0,1,8192,0
395,395,0.09337992699999909,44.0,1,8192,0
396,396,0.09347044699999962,44.0,1,8192,0
397,397,0.0935577409999997,44.0,1,8192,0
398,398,0.09364911499999984,44.0,1,8192,0
399,399,0.09373820000000066,44.0,1,8192,0
400,400,0.09382805999999988,44.0,1,8192,0
401,401,0.09391375999999951,44.0,1,8192,0
402,402,0.09400260900000035,44.0,1,8192,0
403,403,0.09409136300000043,44.0,1,8192,0
404,404,0.09417787900000008,44.0,1,8192,0
405,405,0.09426634399999934,44.0,1,8192,0
406,406,0.09435579099999991,44.0,1,8192,0
407,407,0.09444600600000008,44.0,1,8192,0
408,408,0.0945357480000002,44.0,1,8192,0
409,409,0.09462636099999955,44.0,1,8192,0
410,410,0.09471352799999977,44.0,1,8192,0
411,411,0.09480051399999923,44.0,1,8192,0
412,412,0.09488956399999893,44.0,1,8192,0
413,413,0.09497835900000062,44.0,1,8192,0
414,414,0.09506768099999974,44.0,1,8192,0
415,415,0.09515470600000064,44.0,1,8192,0
416,416,0.09526928200000029,44.0,1,8192,0
417,417,0.09536983499999963,44.0,1,8192,0
418,418,0.09545799900000063,44.0,1,8192,0
419,419,0.0955490379999997,44.0,1,8192,0
420,420,0.09564061799999912,44.0,1,8192,0
421,421,0.0957302939999991,44.0,1,8192,0
422,422,0.09582020000000036,44.0,1,8192,0
423,423,0.09590975999999962,44.0,1,8192,0
424,424,0.09599990799999958,44.0,1,8192,0
425,425,0.09608647800000014,44.0,1,8192,0
426,426,0.09617651900000013,44.0,1,8192,0
427,427,0.09626798899999933,44.0,1,8192,0
428,428,0.09635528499999957,44.0,1,8192,0
429,429,0.0964455639999997,44.0,1,8192,0
430,430,0.09653309700000001,44.0,1,8192,0
431,431,0.0966231319999995,44.0,1,8192,0
432,432,0.09671279500000018,44.0,1,8192,0
433,433,0.0968038369999995,44.0,1,8192,0
434,434,0.09689675699999967,44.0,1,8192,0
435,435,0.09698678899999891,44.0,1,8192,0
436,436,0.09707715100000058,44.0,1,8192,0
437,437,0.09716812099999927,44.0,1,8192,0
438,438,0.09725546900000026,44.0,1,8192,0
439,439,0.09734696499999984,44.0,1,8192,0
440,440,0.09743441300000022,44.0,1,8192,0
441,441,0.09752098399999909,44.0,1,8192,0
442,442,0.0976080709999998,44.0,1,8192,0
443,443,0.09769437399999958,44.0,1,8192,0
444,444,0.09778054499999911,44.0,1,8192,0
445,445,0.09787248099999957,44.0,1,8192,0
446,446,0.09801578099999908,44.0,1,8192,0
447,447,0.09814931600000065,44.0,1,8192,0
448,448,0.09834429899999897,44.0,1,8192,0
449,449,0.09847218800000057,44.0,1,8192,0
450,450,0.0985760649999996,44.0,1,8192,0
451,451,0.09867524300000063,44.0,1,8192,0
452,452,0.09876979300000066,44.0,1,8192,0
453,453,0.09886270400000008,44.0,1,8192,0
454,454,0.09895539399999898,44.0,1,8192,0
455,455,0.09904412300000054,44.0,1,8192,0
456,456,0.099135317,44.0,1,8192,0
457,457,0.09922719199999896,44.0,1,8192,0
458,458,0.09932269699999985,44.0,1,8192,0
459,459,0.0994131179999993,44.0,1,8192,0
460,460,0.09953508099999908,44.0,1,8192,0
461,461,0.09972529100000038,44.0,1,8192,0
462,462,0.09993567299999917,44.0,1,8192,0
463,463,0.10012462899999974,44.0,1,8192,0
464,464,0.1002558140000005,44.0,1,8192,0
465,465,0.10036058100000034,44.0,1,8192,0
466,466,0.10046013200000026,44.0,1,8192,0
467,467,0.100568234999999,44.0,1,8192,0
468,468,0.10068115800000044,44.0,1,8192,0
469,469,0.10079230999999922,44.0,1,8192,0
470,470,0.10090908799999987,44.0,1,8192,0
471,471,0.10102116300000041,44.0,1,8192,0
472,472,0.10113852399999956,44.0,1,8192,0
473,473,0.10130140199999893,44.0,1,8192,0
474,474,0.10140028899999898,44.0,1,8192,0
475,475,0.10149265799999974,44.0,1,8192,0
476,476,0.10158409599999985,44.0,1,8192,0
477,477,0.10167451799999938,44.0,1,8192,0
478,478,0.10176513799999931,44.0,1,8192,0
479,479,0.10185622300000041,44.0,1,8192,0
480,480,0.10195001299999973,44.0,1,8192,0
481,481,0.10204202999999978,44.0,1,8192,0
482,482,0.10213233900000063,44.0,1,8192,0
483,483,0.10222218400000038,44.0,1,8192,0
484,484,0.10231241400000002,44.0,1,8192,0
485,485,0.1024077099999996,44.0,1,8192,0
486,486,0.10249922999999939,44.0,1,8192,0
487,487,0.10259508999999944,44.0,1,8192,0
488,488,0.10268624399999915,44.0,1,8192,0
489,489,0.10278059300000031,44.0,1,8192,0
490,490,0.10287355800000064,44.0,1,8192,0
491,491,0.10296551599999937,44.0,1,8192,0
492,492,0.1030954279999996,44.0,1,8192,0
493,493,0.10330665599999911,44.0,1,8192,0
494,494,0.10348961100000054,44.0,1,8192,0
495,495,0.10366911799999912,44.0,1,8192,0
496,496,0.10386228800000019,44.0,1,8192,0
497,497,0.10401784499999955,44.0,1,8192,0
498,498,0.10411984799999985,44.0,1,8192,0
499,499,0.10422011700000056,44.0,1,8192,0
500,500,0.10434867699999906,44.0,1,8192,0
501,501,0.1044887560000003,44.0,1,8192,0
502,502,0.10458931199999988,44.0,1,8192,0
503,503,0.10468380200000027,44.0,1,8192,0
504,504,0.1047795899999997,44.0,1,8192,0
505,505,0.10487543400000021,44.0,1,8192,0
506,506,0.10497221800000034,44.0,1,8192,0
507,507,0.1050669769999999,44.0,1,8192,0
508,508,0.10516274299999928,44.0,1,8192,0
509,509,0.10525852800000024,44.0,1,8192,0
510,510,0.10535023399999943,44.0,1,8192,0
511,511,0.10544207499999914,44.0,1,8192,0
512,512,0.10553351899999974,44.0,1,8192,0
513,513,0.11934971500000024,44.0,1,8192,0
514,514,0.11948446799999957,44.0,1,8192,0
515,515,0.11958871899999934,44.0,1,8192,0
516,516,0.11973987200000025,44.0,1,8192,0
517,517,0.11991957200000058,44.0,1,8192,0
518,518,0.12008616299999986,44.0,1,8192,0
519,519,0.1202431930000003,44.0,1,8192,0
520,520,0.12038262199999927,44.0,1,8192,0
521,521,0.1204928229999993,44.0,1,8192,0
522,522,0.12059230899999918,44.0,1,8192,0
523,523,0.12070402500000021,44.0,1,8192,0
524,524,0.12080811799999935,44.0,1,8192,0
525,525,0.12090733700000023,44.0,1,8192,0
526,526,0.121001197,44.0,1,8192,0
527,527,0.12110051700000035,44.0,1,8192,0
528,528,0.12119698699999937,44.0,1,8192,0
529,529,0.12131580399999997,44.0,1,8192,0
530,530,0.12147937900000016,44.0,1,8192,0
531,531,0.1216147000000003,44.0,1,8192,0
532,532,0.12173887900000047,44.0,1,8192,0
533,533,0.12186565100000024,44.0,1,8192,0
534,534,0.1219914830000004,44.0,1,8192,0
535,535,0.12211678299999917,44.0,1,8192,0
536,536,0.12223646600000038,44.0,1,8192,0
537,537,0.12235918400000045,44.0,1,8192,0
538,538,0.12249003199999997,44.0,1,8192,0
539,539,0.12262087100000052,44.0,1,8192,0
540,540,0.122753466999999,44.0,1,8192,0
541,541,0.12287897899999933,44.0,1,8192,0
542,542,0.12300584199999953,44.0,1,8192,0
543,543,0.12316212700000051,44.0,1,8192,0
544,544,0.12332192399999897,44.0,1,8192,0
545,545,0.12343632600000021,44.0,1,8192,0
546,546,0.12354292799999911,44.0,1,8192,0
547,547,0.12364173799999989,44.0,1,8192,0
548,548,0.12373950199999939,44.0,1,8192,0
549,549,0.1238388429999997,44.0,1,8192,0
550,550,0.12393550500000039,44.0,1,8192,0
551,551,0.12403145399999893,44.0,1,8192,0
552,552,0.12413035299999997,44.0,1,8192,0
553,553,0.12423130400000026,44.0,1,8192,0
554,554,0.124329938999999,44.0,1,8192,0
555,555,0.12442791600000014,44.0,1,8192,0
556,556,0.12452670499999918,44.0,1,8192,0
557,557,0.12462509499999896,44.0,1,8192,0
558,558,0.12472087599999959,44.0,1,8192,0
559,559,0.12481589399999926,44.0,1,8192,0
560,560,0.12490994200000038,44.0,1,8192,0
561,561,0.12500349199999938,44.0,1,8192,0
562,562,0.12513604399999956,44.0,1,8192,0
563,563,0.1252406300000004,44.0,1,8192,0
564,564,0.1253402949999991,44.0,1,8192,0
565,565,0.1254362760000003,44.0,1,8192,0
566,566,0.12553010099999895,44.0,1,8192,0
567,567,0.12562798299999933,44.0,1,8192,0
568,568,0.12572253499999952,44.0,1,8192,0
569,569,0.1258203180000006,44.0,1,8192,0
570,570,0.12591828899999946,44.0,1,8192,0
571,571,0.12601633299999904,44.0,1,8192,0
572,572,0.1261405609999997,44.0,1,8192,0
573,573,0.12632625700000055,44.0,1,8192,0
574,574,0.12652441500000045,44.0,1,8192,0
575,575,0.1267163870000001,44.0,1,8192,0
576,576,0.12691049599999893,44.0,1,8192,0
577,577,0.1271019219999996,44.0,1,8192,0
578,578,0.127292894,44.0,1,8192,0
579,579,0.12746590899999966,44.0,1,8192,0
580,580,0.1276546379999992,44.0,1,8192,0
