,Iteration,Fitness,Time,State,max_iters,restart,init_state,algorithm,activation,bias,early_stopping,clip_max,hidden_layer_sizes,learning_rate_init,max_attempts,current_restart
0,0,1.3713916825650554,0.003604809000009368,"[-0.3233414635339247, 0.804699946180818, 0.766767395658351, -0.3477475820865634, -0.4524845992981108, 0.2218893485407627, -0.8418281402154855, -0.773212667675993, 0.8793790935800101, 0.5799979944872771, 0.11857522707165624, 0.46718835016716387, -0.5179226361765041, -0.7678580363058618, -0.3315930858623044, -0.30092859609303546, 0.28463487259425246, -0.4689472989874359, -0.9202842825207869, -0.6305439224307217, 0.14985071000372918, -0.32045936319033297, 0.31232315247386766, -0.9090547530571116, -0.9885538697260596, -0.19031075456363689, 0.30579518563743924, 0.7393960796380645, 0.07564384074527974, -0.6569386667378692, 0.9804543581481442, -0.29532489237905124, 0.5636272610891335, 0.31821711651179774, 0.6044747806503694, 0.5492432001844012, -0.13193834159071316, 0.586926059144278, 0.19792799353995627, -0.3708778371540393, -0.47279889141660525, 0.5260766753718422, -0.08912456838972749, -0.7688078597984958, -0.996128623441701, 0.8876658712305456, 0.760275749190833, 0.45382963436250146, -0.5384459307954359, -0.7972329740693924, -0.26004006430466187, -0.13841616705907134, -0.22205704062827247, -0.2908403840329745, -0.013915855644078379, -0.13263212576038752, 0.8489448032452203, 0.8940173558427877, -0.740877934866534, 0.631739103931451, -0.6178409981623121, -0.30377872276082196, 0.19470612499024487, 0.7696893333843702, 0.7701198679835544, -0.29752087873955957, -0.43837092138155676, 0.5443762142593327, 0.48466816493925524, -0.8127813407874753, -0.254845097167159, 0.6294714093906992, -0.4618166437821505, 0.7892920089364912, 0.8015365887872845, 0.8789207632952174, -0.296603973313047, 0.9262975240602376, -0.4371899142800608, -0.8799332865159373, -0.30041400637387516, 0.44239804537514726, -0.9511988359727537, 0.03921153917213682, -0.7054452986136401, -0.7798970280046313, -0.5079828948222795, -0.45633887363216985, -0.4276730036139367, -0.8639239821702096, -0.18196064656119892, -0.08577483843076505, -0.16054060501442025, 0.07072045256851478, -0.415627272435265, 0.6499383671356125, 0.45542212405975757, 0.15145413311581435, -0.7473916039814632, 0.7205838078900346, 0.10151921927248986, 0.4012760648367133, -0.3588156033175436, -0.2547686442828474, -0.6093289663331471, -0.09834312055295391, -0.2821702801927046, -0.8389821298129398, 0.37882023483417027, -0.48117320514922657, 0.24923749156413022, 0.5248092980501011, -0.29031871470878334, -0.3621125297664842, -0.37505685055727134, 0.8093274691932013, 0.42120696117911893, 0.3178400475343157, -0.6716449611878157, -0.09342255783524189, -0.13583798191929186, 0.2474115441031206, -0.21260699706942354, 0.5326749222207345, -0.6146785863936406, 0.9776899142560735, 0.6391170617766966, -0.3201495730809467, 0.43575732946143586, 0.1749995917013929, 0.4198664884434111, -0.7293612881753733, 0.4546014969733807, 0.04616676952239218, -0.8910631914546943, 0.7572771351651082, 0.032760509990175324, -0.127323241592592, 0.357894438439478, -0.4795557897983227, -0.8030213266953861, -0.7328209643017516, 0.3778321783427283, 0.3669071079237387, 0.3473523667784957]",1000,1,"[-0.3233414635339247, 0.804699946180818, 0.766767395658351, -0.3477475820865634, -0.4524845992981108, 0.2218893485407627, -0.8418281402154855, -0.773212667675993, 0.8793790935800101, 0.5799979944872771, 0.11857522707165624, 0.46718835016716387, -0.5179226361765041, -0.7678580363058618, -0.3315930858623044, -0.30092859609303546, 0.28463487259425246, -0.4689472989874359, -0.9202842825207869, -0.6305439224307217, 0.14985071000372918, -0.32045936319033297, 0.31232315247386766, -0.9090547530571116, -0.9885538697260596, -0.19031075456363689, 0.30579518563743924, 0.7393960796380645, 0.07564384074527974, -0.6569386667378692, 0.9804543581481442, -0.29532489237905124, 0.5636272610891335, 0.31821711651179774, 0.6044747806503694, 0.5492432001844012, -0.13193834159071316, 0.586926059144278, 0.19792799353995627, -0.3708778371540393, -0.47279889141660525, 0.5260766753718422, -0.08912456838972749, -0.7688078597984958, -0.996128623441701, 0.8876658712305456, 0.760275749190833, 0.45382963436250146, -0.5384459307954359, -0.7972329740693924, -0.26004006430466187, -0.13841616705907134, -0.22205704062827247, -0.2908403840329745, -0.013915855644078379, -0.13263212576038752, 0.8489448032452203, 0.8940173558427877, -0.740877934866534, 0.631739103931451, -0.6178409981623121, -0.30377872276082196, 0.19470612499024487, 0.7696893333843702, 0.7701198679835544, -0.29752087873955957, -0.43837092138155676, 0.5443762142593327, 0.48466816493925524, -0.8127813407874753, -0.254845097167159, 0.6294714093906992, -0.4618166437821505, 0.7892920089364912, 0.8015365887872845, 0.8789207632952174, -0.296603973313047, 0.9262975240602376, -0.4371899142800608, -0.8799332865159373, -0.30041400637387516, 0.44239804537514726, -0.9511988359727537, 0.03921153917213682, -0.7054452986136401, -0.7798970280046313, -0.5079828948222795, -0.45633887363216985, -0.4276730036139367, -0.8639239821702096, -0.18196064656119892, -0.08577483843076505, -0.16054060501442025, 0.07072045256851478, -0.415627272435265, 0.6499383671356125, 0.45542212405975757, 0.15145413311581435, -0.7473916039814632, 0.7205838078900346, 0.10151921927248986, 0.4012760648367133, -0.3588156033175436, -0.2547686442828474, -0.6093289663331471, -0.09834312055295391, -0.2821702801927046, -0.8389821298129398, 0.37882023483417027, -0.48117320514922657, 0.24923749156413022, 0.5248092980501011, -0.29031871470878334, -0.3621125297664842, -0.37505685055727134, 0.8093274691932013, 0.42120696117911893, 0.3178400475343157, -0.6716449611878157, -0.09342255783524189, -0.13583798191929186, 0.2474115441031206, -0.21260699706942354, 0.5326749222207345, -0.6146785863936406, 0.9776899142560735, 0.6391170617766966, -0.3201495730809467, 0.43575732946143586, 0.1749995917013929, 0.4198664884434111, -0.7293612881753733, 0.4546014969733807, 0.04616676952239218, -0.8910631914546943, 0.7572771351651082, 0.032760509990175324, -0.127323241592592, 0.357894438439478, -0.4795557897983227, -0.8030213266953861, -0.7328209643017516, 0.3778321783427283, 0.3669071079237387, 0.3473523667784957]",rhc,relu,True,True,10000000000.0,"[5, 5, 5, 5]",0.001,1000,0
1,1000,1.3354139160356653,4.83687508300001,"[-0.3213414635339247, 0.801699946180818, 0.763767395658351, -0.3497475820865634, -0.4484845992981108, 0.2178893485407627, -0.8348281402154855, -0.771212667675993, 0.8733790935800101, 0.5799979944872771, 0.11457522707165624, 0.46818835016716387, -0.5139226361765041, -0.7628580363058618, -0.3365930858623044, -0.29892859609303546, 0.28363487259425246, -0.4719472989874359, -0.9242842825207869, -0.6265439224307217, 0.15285071000372918, -0.32345936319033297, 0.31232315247386766, -0.9130547530571116, -0.9855538697260596, -0.18931075456363688, 0.30179518563743923, 0.7363960796380645, 0.07064384074527974, -0.6509386667378692, 0.9834543581481442, -0.29732489237905124, 0.5606272610891335, 0.31421711651179773, 0.6074747806503694, 0.5522432001844012, -0.13593834159071316, 0.582926059144278, 0.19692799353995627, -0.3678778371540393, -0.46879889141660525, 0.5230766753718422, -0.08912456838972749, -0.7728078597984958, -0.989128623441701, 0.8876658712305456, 0.758275749190833, 0.45082963436250145, -0.5434459307954359, -0.7942329740693924, -0.25204006430466186, -0.13941616705907134, -0.22305704062827247, -0.2848403840329745, -0.01491585564407838, -0.13663212576038752, 0.8529448032452203, 0.8960173558427877, -0.745877934866534, 0.627739103931451, -0.6198409981623121, -0.29577872276082195, 0.19670612499024487, 0.7676893333843702, 0.7711198679835544, -0.30052087873955957, -0.43237092138155675, 0.5503762142593327, 0.48066816493925524, -0.8077813407874753, -0.256845097167159, 0.6324714093906992, -0.4588166437821505, 0.7822920089364912, 0.7985365887872845, 0.8739207632952174, -0.291603973313047, 0.9322975240602376, -0.4381899142800608, -0.8839332865159373, -0.29741400637387516, 0.44039804537514726, -0.9511988359727537, 0.03821153917213682, -0.7094452986136401, -0.7768970280046313, -0.5099828948222795, -0.45633887363216985, -0.4306730036139367, -0.8639239821702096, -0.17996064656119892, -0.08777483843076506, -0.16054060501442025, 0.06572045256851478, -0.417627272435265, 0.6559383671356125, 0.45142212405975757, 0.15045413311581435, -0.7493916039814632, 0.7125838078900346, 0.10451921927248986, 0.3992760648367133, -0.3618156033175436, -0.2547686442828474, -0.6093289663331471, -0.09934312055295391, -0.28617028019270463, -0.8389821298129398, 0.37882023483417027, -0.48117320514922657, 0.24623749156413022, 0.5238092980501011, -0.29031871470878334, -0.36611252976648423, -0.37505685055727134, 0.8043274691932013, 0.42020696117911893, 0.3178400475343157, -0.6696449611878157, -0.09342255783524189, -0.13383798191929186, 0.2444115441031206, -0.21260699706942354, 0.5326749222207345, -0.6146785863936406, 0.9736899142560735, 0.6361170617766966, -0.3201495730809467, 0.43975732946143586, 0.1749995917013929, 0.4248664884434111, -0.7253612881753733, 0.4546014969733807, 0.04716676952239218, -0.8890631914546943, 0.7532771351651082, 0.032760509990175324, -0.127323241592592, 0.357894438439478, -0.4735557897983227, -0.7990213266953861, -0.7358209643017516, 0.3778321783427283, 0.3669071079237387, 0.3473523667784957]",1000,1,"[-0.3233414635339247, 0.804699946180818, 0.766767395658351, -0.3477475820865634, -0.4524845992981108, 0.2218893485407627, -0.8418281402154855, -0.773212667675993, 0.8793790935800101, 0.5799979944872771, 0.11857522707165624, 0.46718835016716387, -0.5179226361765041, -0.7678580363058618, -0.3315930858623044, -0.30092859609303546, 0.28463487259425246, -0.4689472989874359, -0.9202842825207869, -0.6305439224307217, 0.14985071000372918, -0.32045936319033297, 0.31232315247386766, -0.9090547530571116, -0.9885538697260596, -0.19031075456363689, 0.30579518563743924, 0.7393960796380645, 0.07564384074527974, -0.6569386667378692, 0.9804543581481442, -0.29532489237905124, 0.5636272610891335, 0.31821711651179774, 0.6044747806503694, 0.5492432001844012, -0.13193834159071316, 0.586926059144278, 0.19792799353995627, -0.3708778371540393, -0.47279889141660525, 0.5260766753718422, -0.08912456838972749, -0.7688078597984958, -0.996128623441701, 0.8876658712305456, 0.760275749190833, 0.45382963436250146, -0.5384459307954359, -0.7972329740693924, -0.26004006430466187, -0.13841616705907134, -0.22205704062827247, -0.2908403840329745, -0.013915855644078379, -0.13263212576038752, 0.8489448032452203, 0.8940173558427877, -0.740877934866534, 0.631739103931451, -0.6178409981623121, -0.30377872276082196, 0.19470612499024487, 0.7696893333843702, 0.7701198679835544, -0.29752087873955957, -0.43837092138155676, 0.5443762142593327, 0.48466816493925524, -0.8127813407874753, -0.254845097167159, 0.6294714093906992, -0.4618166437821505, 0.7892920089364912, 0.8015365887872845, 0.8789207632952174, -0.296603973313047, 0.9262975240602376, -0.4371899142800608, -0.8799332865159373, -0.30041400637387516, 0.44239804537514726, -0.9511988359727537, 0.03921153917213682, -0.7054452986136401, -0.7798970280046313, -0.5079828948222795, -0.45633887363216985, -0.4276730036139367, -0.8639239821702096, -0.18196064656119892, -0.08577483843076505, -0.16054060501442025, 0.07072045256851478, -0.415627272435265, 0.6499383671356125, 0.45542212405975757, 0.15145413311581435, -0.7473916039814632, 0.7205838078900346, 0.10151921927248986, 0.4012760648367133, -0.3588156033175436, -0.2547686442828474, -0.6093289663331471, -0.09834312055295391, -0.2821702801927046, -0.8389821298129398, 0.37882023483417027, -0.48117320514922657, 0.24923749156413022, 0.5248092980501011, -0.29031871470878334, -0.3621125297664842, -0.37505685055727134, 0.8093274691932013, 0.42120696117911893, 0.3178400475343157, -0.6716449611878157, -0.09342255783524189, -0.13583798191929186, 0.2474115441031206, -0.21260699706942354, 0.5326749222207345, -0.6146785863936406, 0.9776899142560735, 0.6391170617766966, -0.3201495730809467, 0.43575732946143586, 0.1749995917013929, 0.4198664884434111, -0.7293612881753733, 0.4546014969733807, 0.04616676952239218, -0.8910631914546943, 0.7572771351651082, 0.032760509990175324, -0.127323241592592, 0.357894438439478, -0.4795557897983227, -0.8030213266953861, -0.7328209643017516, 0.3778321783427283, 0.3669071079237387, 0.3473523667784957]",rhc,relu,True,True,10000000000.0,"[5, 5, 5, 5]",0.001,1000,0
