Iteration,Fitness,Time,State,current_restart,Restarts,run_number
0,535.0,0.00010320999999979819,"[4 0 3 3 3 1 3 2 4 0 0 4 2 1 0 1 1 0 1 4 3 0 3 0 2 3 0 1 3 3 3 0 1 1 1 0 2
 4 3 3 2 4 2 0 0 4 0 4 1 4]",0,1,0
1,535.0,0.0004346089999998082,"[4 0 3 3 3 1 3 2 4 0 0 4 2 1 0 1 1 0 1 4 3 0 3 0 2 3 0 1 3 3 3 0 1 1 1 0 2
 4 3 3 2 4 2 0 0 4 0 4 1 4]",0,1,0
2,539.0,0.0008435639999999633,"[4 0 3 3 3 1 3 2 4 0 0 4 2 1 0 1 1 0 1 4 3 0 3 0 2 3 0 1 3 3 3 1 1 1 1 0 2
 4 3 3 2 4 2 0 0 4 0 4 1 4]",0,1,0
4,553.0,0.0012519169999998248,"[4 2 3 3 3 1 3 2 4 0 0 4 2 1 0 1 1 0 1 4 3 0 3 0 2 3 0 1 3 3 3 1 1 1 1 0 2
 4 3 3 2 4 2 0 0 4 0 4 1 4]",0,1,0
8,592.0,0.001796215999999795,"[4 2 3 3 3 1 3 2 4 0 0 4 2 1 0 1 1 0 4 4 3 0 3 0 2 3 0 1 3 3 3 1 1 1 1 3 2
 4 3 3 2 4 2 0 0 4 0 4 1 4]",0,1,0
16,592.0,0.002514825999999859,"[4 2 3 3 3 1 3 2 4 0 0 4 2 1 0 1 1 0 4 4 3 0 3 0 2 3 0 1 3 3 3 1 1 1 1 3 2
 4 3 3 2 4 2 0 0 4 0 4 1 4]",0,1,0
32,654.0,0.004533852000000005,"[4 2 3 3 3 3 3 2 4 0 0 4 2 2 0 1 1 0 4 4 3 1 3 4 2 3 0 1 3 3 3 1 1 1 1 3 3
 4 3 3 3 4 2 0 0 4 0 4 4 4]",0,1,0
64,807.0,0.009708398999999979,"[4 2 4 3 4 3 3 2 4 0 3 4 2 2 1 1 1 0 4 4 3 2 3 4 2 3 3 3 3 3 3 1 1 1 3 3 3
 4 3 3 3 4 4 3 0 4 4 4 4 4]",0,1,0
128,930.0,0.01662311999999999,"[4 4 4 3 4 4 3 2 4 2 3 4 3 2 1 4 1 0 4 4 3 2 3 4 4 4 3 4 4 4 3 2 1 1 3 4 4
 4 4 3 3 4 4 3 1 4 4 4 4 4]",0,1,0
256,944.0,0.030766611,"[4 4 4 3 4 4 3 2 4 2 3 4 3 2 1 4 1 0 4 4 4 2 3 4 4 4 3 4 4 4 3 2 1 1 3 4 4
 4 4 4 3 4 4 3 2 4 4 4 4 4]",0,1,0
512,944.0,0.05975289799999994,"[4 4 4 3 4 4 3 2 4 2 3 4 3 2 1 4 1 0 4 4 4 2 3 4 4 4 3 4 4 4 3 2 1 1 3 4 4
 4 4 4 3 4 4 3 2 4 4 4 4 4]",0,1,0
1024,944.0,0.12059323799999988,"[4 4 4 3 4 4 3 2 4 2 3 4 3 2 1 4 1 0 4 4 4 2 3 4 4 4 3 4 4 4 3 2 1 1 3 4 4
 4 4 4 3 4 4 3 2 4 4 4 4 4]",0,1,0
2048,944.0,0.300308719,"[4 4 4 3 4 4 3 2 4 2 3 4 3 2 1 4 1 0 4 4 4 2 3 4 4 4 3 4 4 4 3 2 1 1 3 4 4
 4 4 4 3 4 4 3 2 4 4 4 4 4]",0,1,0
4096,944.0,0.8664101710000001,"[4 4 4 3 4 4 3 2 4 2 3 4 3 2 1 4 1 0 4 4 4 2 3 4 4 4 3 4 4 4 3 2 1 1 3 4 4
 4 4 4 3 4 4 3 2 4 4 4 4 4]",0,1,0
8192,944.0,1.333128677,"[4 4 4 3 4 4 3 2 4 2 3 4 3 2 1 4 1 0 4 4 4 2 3 4 4 4 3 4 4 4 3 2 1 1 3 4 4
 4 4 4 3 4 4 3 2 4 4 4 4 4]",0,1,0
0,587.0,0.0001090740000000423,"[3 4 0 1 3 0 0 1 4 4 1 2 4 2 4 3 4 2 4 2 4 1 1 0 1 1 1 1 0 4 1 0 0 3 2 1 0
 3 1 1 3 4 0 1 3 4 2 4 0 3]",0,1,1
1,587.0,0.000514026999999917,"[3 4 0 1 3 0 0 1 4 4 1 2 4 2 4 3 4 2 4 2 4 1 1 0 1 1 1 1 0 4 1 0 0 3 2 1 0
 3 1 1 3 4 0 1 3 4 2 4 0 3]",0,1,1
2,587.0,0.0008133219999999497,"[3 4 0 1 3 0 0 1 4 4 1 2 4 2 4 3 4 2 4 2 4 1 1 0 1 1 1 1 0 4 1 0 0 3 2 1 0
 3 1 1 3 4 0 1 3 4 2 4 0 3]",0,1,1
4,587.0,0.0011346660000000064,"[3 4 0 1 3 0 0 1 4 4 1 2 4 2 4 3 4 2 4 2 4 1 1 0 1 1 1 1 0 4 1 0 0 3 2 1 0
 3 1 1 3 4 0 1 3 4 2 4 0 3]",0,1,1
8,605.0,0.0016095080000000372,"[3 4 0 1 3 0 0 1 4 4 1 2 4 2 4 3 4 2 4 2 4 1 1 4 1 1 2 1 0 4 1 0 0 3 2 1 0
 3 1 1 3 4 0 1 3 4 2 4 0 3]",0,1,1
16,672.0,0.0023633990000000438,"[3 4 0 1 3 0 0 1 4 4 1 2 4 2 4 3 4 2 4 3 4 1 1 4 1 1 2 1 0 4 1 0 0 3 3 1 4
 3 1 3 3 4 0 1 3 4 2 4 0 3]",0,1,1
32,757.0,0.003930336999999895,"[3 4 1 1 3 0 0 1 4 4 1 4 4 4 4 3 4 2 4 3 4 3 1 4 4 4 2 2 3 4 1 0 0 3 3 1 4
 3 1 3 3 4 0 1 3 4 2 4 0 3]",0,1,1
