Iteration,Fitness,Time,State,current_restart,Restarts,run_number
0,25.0,0.0001962420000003462,"[0 1 1 0 1 1 1 1 1 1 1 0 0 1 0 0 0 0 0 1 0 1 1 0 0 1 1 1 1 0 1 0 1 0 1 1 0
 1 1 0 0 1 0 1 1 1 1 1 0 1]",0,1,0
1,25.0,0.0008064190000003357,"[0 1 1 0 1 1 1 1 1 1 1 0 0 1 0 0 0 0 0 1 0 1 1 0 0 1 1 1 1 0 1 0 1 0 1 1 0
 1 1 0 0 1 0 1 1 1 1 1 0 1]",0,1,0
2,25.0,0.0014627060000003134,"[0 1 1 0 1 1 1 1 1 1 1 0 0 1 0 0 0 0 0 1 0 1 1 0 0 1 1 1 1 0 1 0 1 0 1 1 0
 1 1 0 0 1 0 1 1 1 1 1 0 1]",0,1,0
4,27.0,0.0026770320000002457,"[0 1 1 0 1 1 1 1 1 0 1 0 0 1 0 0 0 0 0 1 0 1 1 0 0 1 1 1 1 0 1 0 1 0 1 1 0
 1 1 0 0 1 0 1 1 1 1 1 0 1]",0,1,0
8,27.0,0.004216771000000286,"[0 1 1 0 1 1 1 1 1 0 1 0 0 1 0 0 0 0 0 1 0 1 1 0 0 1 1 1 1 0 1 0 1 0 1 1 0
 1 1 0 0 1 0 1 1 1 1 1 0 1]",0,1,0
16,29.0,0.00721480200000002,"[0 1 1 0 1 0 1 1 1 0 1 0 0 1 0 0 0 0 0 1 0 1 1 0 0 1 1 1 1 0 1 0 1 0 1 1 0
 1 1 0 0 1 0 1 1 1 1 1 0 1]",0,1,0
32,35.0,0.013323490999999965,"[0 1 1 0 1 0 1 1 1 0 1 0 0 1 0 1 0 1 0 1 0 1 1 0 0 1 1 1 1 0 1 0 1 0 1 1 0
 1 1 0 0 1 0 1 1 1 0 1 0 1]",0,1,0
64,37.0,0.024120268999999972,"[0 1 1 0 1 0 1 1 1 0 1 0 0 1 0 1 0 1 0 1 0 1 1 0 0 1 1 0 1 0 1 0 1 0 1 1 0
 1 1 0 0 1 0 1 1 1 0 1 0 1]",0,1,0
128,37.0,0.045013825000000285,"[0 1 1 0 1 0 1 1 1 0 1 0 0 1 0 1 0 1 0 1 0 1 1 0 0 1 1 0 1 0 1 0 1 0 1 1 0
 1 1 0 0 1 0 1 1 1 0 1 0 1]",0,1,0
256,41.0,0.0828954150000003,"[0 1 1 0 1 0 1 0 1 0 1 0 0 1 0 1 0 1 0 1 0 1 1 0 0 1 1 0 1 0 1 0 1 0 1 1 0
 1 1 0 0 1 0 1 0 1 0 1 0 1]",0,1,0
512,41.0,0.15194900500000008,"[0 1 1 0 1 0 1 0 1 0 1 0 0 1 0 1 0 1 0 1 0 1 1 0 0 1 1 0 1 0 1 0 1 0 1 1 0
 1 1 0 0 1 0 1 0 1 0 1 0 1]",0,1,0
1024,41.0,0.302149859,"[0 1 1 0 1 0 1 0 1 0 1 0 0 1 0 1 0 1 0 1 0 1 1 0 0 1 1 0 1 0 1 0 1 0 1 1 0
 1 1 0 0 1 0 1 0 1 0 1 0 1]",0,1,0
2048,41.0,0.6327353410000001,"[0 1 1 0 1 0 1 0 1 0 1 0 0 1 0 1 0 1 0 1 0 1 1 0 0 1 1 0 1 0 1 0 1 0 1 1 0
 1 1 0 0 1 0 1 0 1 0 1 0 1]",0,1,0
4096,41.0,1.6991298060000002,"[0 1 1 0 1 0 1 0 1 0 1 0 0 1 0 1 0 1 0 1 0 1 1 0 0 1 1 0 1 0 1 0 1 0 1 1 0
 1 1 0 0 1 0 1 0 1 0 1 0 1]",0,1,0
8192,41.0,2.435067176,"[0 1 1 0 1 0 1 0 1 0 1 0 0 1 0 1 0 1 0 1 0 1 1 0 0 1 1 0 1 0 1 0 1 0 1 1 0
 1 1 0 0 1 0 1 0 1 0 1 0 1]",0,1,0
0,21.0,0.0003358860000002295,"[1 1 0 0 1 1 1 1 1 0 0 1 0 1 1 0 0 1 0 0 0 1 0 0 1 0 0 0 1 0 0 0 1 1 1 1 1
 0 0 0 1 1 1 1 1 1 0 1 1 0]",0,1,1
1,21.0,0.0008785920000002889,"[1 1 0 0 1 1 1 1 1 0 0 1 0 1 1 0 0 1 0 0 0 1 0 0 1 0 0 0 1 0 0 0 1 1 1 1 1
 0 0 0 1 1 1 1 1 1 0 1 1 0]",0,1,1
2,21.0,0.0016517260000004086,"[1 1 0 0 1 1 1 1 1 0 0 1 0 1 1 0 0 1 0 0 0 1 0 0 1 0 0 0 1 0 0 0 1 1 1 1 1
 0 0 0 1 1 1 1 1 1 0 1 1 0]",0,1,1
4,21.0,0.0024602460000000548,"[1 1 0 0 1 1 1 1 1 0 0 1 0 1 1 0 0 1 0 0 0 1 0 0 1 0 0 0 1 0 0 0 1 1 1 1 1
 0 0 0 1 1 1 1 1 1 0 1 1 0]",0,1,1
8,25.0,0.003955989999999687,"[1 1 0 0 1 1 1 1 1 0 0 1 0 1 1 0 0 1 0 0 0 1 0 0 1 0 0 0 1 0 1 0 1 1 1 1 1
 0 0 0 1 1 0 1 1 1 0 1 1 0]",0,1,1
16,27.0,0.0060439629999997635,"[1 1 0 0 1 1 1 0 1 0 0 1 0 1 1 0 0 1 0 0 0 1 0 0 1 0 0 0 1 0 1 0 1 1 1 1 1
 0 0 0 1 1 0 1 1 1 0 1 1 0]",0,1,1
32,32.0,0.011237173999999683,"[0 1 0 0 1 1 1 0 1 0 0 1 0 1 1 0 0 1 0 0 0 1 0 0 1 0 1 0 1 0 1 0 1 1 0 1 1
 0 0 0 1 1 0 1 1 1 0 1 1 0]",0,1,1
64,36.0,0.01791698400000019,"[0 1 0 0 1 1 1 0 1 0 0 1 0 1 1 0 0 1 0 1 0 1 0 0 1 0 1 0 1 0 1 0 1 1 0 1 1
 0 1 0 1 1 0 1 1 1 0 1 1 0]",0,1,1
128,40.0,0.03668299200000025,"[0 1 0 0 1 0 1 0 1 0 0 1 0 1 1 0 0 1 0 1 0 1 0 0 1 0 1 0 1 0 1 0 1 1 0 1 1
 0 1 0 1 1 0 1 0 1 0 1 1 0]",0,1,1
256,40.0,0.07450888999999972,"[0 1 0 0 1 0 1 0 1 0 0 1 0 1 1 0 0 1 0 1 0 1 0 0 1 0 1 0 1 0 1 0 1 1 0 1 1
 0 1 0 1 1 0 1 0 1 0 1 1 0]",0,1,1
512,40.0,0.14660801800000023,"[0 1 0 0 1 0 1 0 1 0 0 1 0 1 1 0 0 1 0 1 0 1 0 0 1 0 1 0 1 0 1 0 1 1 0 1 1
 0 1 0 1 1 0 1 0 1 0 1 1 0]",0,1,1
1024,40.0,0.3032950139999997,"[0 1 0 0 1 0 1 0 1 0 0 1 0 1 1 0 0 1 0 1 0 1 0 0 1 0 1 0 1 0 1 0 1 1 0 1 1
 0 1 0 1 1 0 1 0 1 0 1 1 0]",0,1,1
2048,40.0,0.7160730439999998,"[0 1 0 0 1 0 1 0 1 0 0 1 0 1 1 0 0 1 0 1 0 1 0 0 1 0 1 0 1 0 1 0 1 1 0 1 1
 0 1 0 1 1 0 1 0 1 0 1 1 0]",0,1,1
4096,40.0,1.7386575220000005,"[0 1 0 0 1 0 1 0 1 0 0 1 0 1 1 0 0 1 0 1 0 1 0 0 1 0 1 0 1 0 1 0 1 1 0 1 1
 0 1 0 1 1 0 1 0 1 0 1 1 0]",0,1,1
8192,40.0,2.370605672,"[0 1 0 0 1 0 1 0 1 0 0 1 0 1 1 0 0 1 0 1 0 1 0 0 1 0 1 0 1 0 1 0 1 1 0 1 1
 0 1 0 1 1 0 1 0 1 0 1 1 0]",0,1,1
0,20.0,0.0004567259999994633,"[0 1 1 0 0 1 0 1 0 1 0 1 1 1 1 1 1 1 0 0 0 0 1 1 1 0 0 0 1 1 1 0 0 1 0 0 1
 1 1 0 0 0 0 1 1 1 1 0 0 0]",0,1,2
1,20.0,0.0011111769999994081,"[0 1 1 0 0 1 0 1 0 1 0 1 1 1 1 1 1 1 0 0 0 0 1 1 1 0 0 0 1 1 1 0 0 1 0 0 1
 1 1 0 0 0 0 1 1 1 1 0 0 0]",0,1,2
2,22.0,0.001731166999999978,"[0 1 1 0 0 1 0 1 0 1 0 1 0 1 1 1 1 1 0 0 0 0 1 1 1 0 0 0 1 1 1 0 0 1 0 0 1
 1 1 0 0 0 0 1 1 1 1 0 0 0]",0,1,2
4,24.0,0.002638076999999406,"[0 1 1 0 0 1 0 1 0 1 0 1 0 1 1 1 1 1 0 0 0 0 1 1 1 0 1 0 1 1 1 0 0 1 0 0 1
 1 1 0 0 0 0 1 1 1 1 0 0 0]",0,1,2
8,27.0,0.004393796999999644,"[0 1 1 0 0 1 0 1 0 1 0 1 0 1 1 0 1 1 0 0 0 0 1 1 1 0 1 0 1 1 1 0 0 1 0 0 1
 1 1 0 0 0 0 1 1 1 1 0 0 1]",0,1,2
16,31.0,0.008902764000000118,"[0 1 1 0 0 1 0 1 0 1 0 1 0 1 1 0 1 1 0 0 0 0 1 1 1 0 1 0 1 1 1 0 0 1 0 0 1
 1 1 0 0 1 0 1 1 0 1 0 0 1]",0,1,2
