Iteration,Fitness,Time,State,schedule,Temperature,run_number
0,25.0,0.00024637599999977056,"[0 1 1 0 1 1 1 1 1 1 1 0 0 1 0 0 0 0 0 1 0 1 1 0 0 1 1 1 1 0 1 0 1 0 1 1 0
 1 1 0 0 1 0 1 1 1 1 1 0 1]",10,10,0
1,23.0,0.0010798819999990883,"[0 1 1 0 1 1 1 1 1 1 1 0 0 1 0 0 0 0 0 1 0 1 1 0 0 1 1 1 1 0 1 0 0 0 1 1 0
 1 1 0 0 1 0 1 1 1 1 1 0 1]",10,10,0
2,25.0,0.0018007789999998636,"[0 1 1 0 1 1 1 1 1 1 1 0 0 1 0 0 0 0 0 1 0 1 1 0 0 1 1 1 1 0 1 0 1 0 1 1 0
 1 1 0 0 1 0 1 1 1 1 1 0 1]",10,10,0
4,23.0,0.003008183000000386,"[0 1 1 0 1 1 1 1 1 1 1 0 0 1 0 0 0 0 0 1 0 1 1 1 0 1 1 1 1 0 1 1 1 0 1 1 0
 1 1 0 0 1 0 1 1 1 1 1 0 1]",10,10,0
8,24.0,0.0046807849999996876,"[1 1 1 0 1 0 1 1 1 1 1 1 0 1 0 0 0 0 0 1 0 1 1 1 0 1 1 1 0 0 1 1 1 0 1 1 0
 1 1 0 0 1 0 1 1 1 1 1 0 1]",10,10,0
16,28.0,0.007921177000000057,"[1 1 1 0 0 0 1 1 1 1 1 1 0 1 0 1 0 1 0 1 0 1 1 1 0 1 1 1 0 0 1 0 1 0 1 0 0
 1 0 0 0 1 0 1 1 1 1 1 0 1]",10,10,0
32,29.0,0.013889398999999969,"[1 1 1 0 1 1 0 1 1 1 1 0 0 1 0 1 0 1 0 1 1 0 1 0 0 1 1 0 0 0 1 0 1 0 1 0 0
 1 0 0 1 0 1 1 1 1 1 1 1 0]",10,10,0
64,30.0,0.025895038999999898,"[0 0 1 0 1 1 0 1 0 1 0 1 0 0 0 1 0 1 1 0 0 0 0 1 1 1 0 1 0 1 0 0 1 0 1 0 1
 1 1 1 0 0 1 0 0 0 1 1 1 0]",10,10,0
128,35.0,0.05929916100000021,"[0 1 1 0 1 0 0 1 0 1 1 0 0 1 0 1 0 1 0 1 0 1 1 1 0 0 1 0 0 1 0 1 0 1 1 1 0
 0 1 0 1 0 0 1 1 1 0 1 0 1]",10,10,0
256,32.0,0.11876005899999953,"[1 0 1 1 0 0 0 1 1 0 0 1 1 0 1 0 0 1 1 0 1 0 1 1 1 1 0 0 1 0 1 0 1 0 0 1 0
 1 0 0 0 1 0 1 1 1 0 1 0 1]",10,10,0
512,42.0,0.20444354500000017,"[1 0 1 0 1 0 1 0 1 0 1 1 1 0 1 0 1 0 1 0 0 1 0 1 0 1 0 0 1 0 1 0 1 0 0 1 0
 1 0 1 1 0 1 1 0 1 0 1 0 1]",10,10,0
1024,44.0,0.4123430389999996,"[1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 1 0 1 1 0 1 0 1 0 1 0 1 0 1 0 1 0 0 1 0
 0 1 0 0 1 0 1 0 1 0 1 0 1]",10,10,0
2048,48.0,0.8559833539999993,"[1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 1 0
 1 0 1 0 1 0 1 0 1 0 1 0 1]",10,10,0
4096,48.0,2.019433079999999,"[1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1
 0 1 1 0 1 0 1 0 1 0 1 0 1]",10,10,0
8192,48.0,5.152291725000001,"[1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 1 0 1 0
 1 0 1 0 1 0 1 0 1 0 1 0 1]",10,10,0
0,21.0,0.0003059539999981098,"[1 1 0 0 1 1 1 1 1 0 0 1 0 1 1 0 0 1 0 0 0 1 0 0 1 0 0 0 1 0 0 0 1 1 1 1 1
 0 0 0 1 1 1 1 1 1 0 1 1 0]",10,10,1
1,19.0,0.0011113959999988765,"[1 1 0 0 1 1 1 1 1 0 0 1 0 1 1 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 1 1 1 1 1
 0 0 0 1 1 1 1 1 1 0 1 1 0]",10,10,1
2,19.0,0.0018329579999978307,"[1 1 0 0 1 1 1 1 1 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 1 1 1 1 1
 0 0 0 1 1 1 1 1 1 0 1 1 0]",10,10,1
4,21.0,0.003010092999996772,"[1 1 0 0 1 1 1 1 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 1 1 1 1 1
 0 0 0 1 1 0 1 1 1 0 1 1 0]",10,10,1
8,20.0,0.005040087999997667,"[1 1 0 1 0 1 1 1 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 1 1 1 1
 0 0 0 1 1 0 1 1 1 0 1 1 1]",10,10,1
16,24.0,0.008389783999998457,"[1 1 0 1 0 1 1 0 0 0 0 1 1 0 1 1 1 0 1 0 0 1 0 0 0 1 0 0 1 0 0 0 1 1 1 1 1
 0 0 0 1 1 0 1 1 0 0 0 1 1]",10,10,1
32,21.0,0.01545339799999823,"[0 0 0 1 0 1 1 0 0 0 0 1 1 1 1 1 1 0 1 1 0 1 0 1 0 0 0 0 0 0 0 0 1 1 1 1 0
 0 0 0 0 1 0 1 1 0 1 0 1 1]",10,10,1
64,26.0,0.027947613999998566,"[0 0 1 1 0 0 1 0 1 0 0 0 1 0 1 1 1 0 0 1 1 1 0 0 1 0 0 1 0 0 0 0 0 0 1 1 0
 0 0 1 0 1 0 1 1 0 1 0 0 0]",10,10,1
128,31.0,0.04981513399999926,"[1 0 1 1 0 1 1 0 1 1 1 0 1 1 0 1 1 0 1 1 0 1 1 0 0 1 0 1 0 1 0 0 1 1 1 1 0
 0 0 1 0 1 0 1 1 0 0 1 0 0]",10,10,1
