Iteration,Fitness,Time,State,schedule_type,schedule_init_temp,schedule_decay,schedule_min_temp,schedule_current_value,Temperature,max_iters,run_number
16,1.0,0.01357946799999965,"[1, 0, 0, 1, 0]",geometric,10,0.99,0.001,9.99863531098616,10,8192,3
32,0.0,0.017599428000000472,"[0, 0, 1, 0, 1]",geometric,10,0.99,0.001,9.99823135480144,10,8192,3
64,5.0,0.02222066399999889,"[0, 0, 0, 0, 0]",geometric,10,0.99,0.001,9.99776699799114,10,8192,3
128,3.0,0.02789195500000119,"[0, 1, 0, 0, 0]",geometric,10,0.99,0.001,9.997197157716048,10,8192,3
256,8.0,0.03919128600000121,"[1, 1, 1, 0, 0]",geometric,10,0.99,0.001,9.996061919759132,10,8192,3
512,8.0,0.06048272600000004,"[1, 1, 1, 0, 0]",geometric,10,0.99,0.001,9.993923130069426,10,8192,3
1024,8.0,0.10365720500000108,"[1, 1, 0, 0, 0]",geometric,10,0.99,0.001,9.989587527506313,10,8192,3
2048,8.0,0.20740294200000164,"[1, 1, 1, 0, 0]",geometric,10,0.99,0.001,9.979177017731478,10,8192,3
4096,8.0,0.5425798640000004,"[1, 1, 0, 0, 0]",geometric,10,0.99,0.001,9.945617313538497,10,8192,3
8192,8.0,1.6562986449999997,"[1, 1, 1, 0, 0]",geometric,10,0.99,0.001,9.83491427356734,10,8192,3
0,0.0,0.00010752000000024964,"[0, 0, 1, 1, 1]",geometric,10,0.99,0.001,9.999989193884728,10,8192,4
1,1.0,0.00038234200000175633,"[1, 0, 1, 1, 1]",geometric,10,0.99,0.001,9.999961573418721,10,8192,4
2,0.0,0.002823030999998366,"[0, 0, 1, 1, 1]",geometric,10,0.99,0.001,9.999716279928181,10,8192,4
4,0.0,0.006878997999997694,"[0, 1, 0, 1, 1]",geometric,10,0.99,0.001,9.999308661496192,10,8192,4
8,1.0,0.011131423999998447,"[1, 0, 0, 1, 1]",geometric,10,0.99,0.001,9.998881317079963,10,8192,4
16,1.0,0.015214678999996067,"[0, 0, 1, 1, 0]",geometric,10,0.99,0.001,9.998470990566878,10,8192,4
32,4.0,0.02109617400000019,"[1, 1, 1, 1, 0]",geometric,10,0.99,0.001,9.997879988414983,10,8192,4
64,1.0,0.02771573500000102,"[1, 0, 1, 1, 1]",geometric,10,0.99,0.001,9.997214863469537,10,8192,4
128,2.0,0.03639701999999545,"[0, 0, 1, 0, 0]",geometric,10,0.99,0.001,9.996342646224283,10,8192,4
256,8.0,0.04870865799999535,"[1, 1, 1, 0, 0]",geometric,10,0.99,0.001,9.99510581432485,10,8192,4
512,8.0,0.07087965699999899,"[1, 1, 1, 0, 0]",geometric,10,0.99,0.001,9.992878893132193,10,8192,4
1024,8.0,0.11492724200000026,"[1, 1, 1, 0, 0]",geometric,10,0.99,0.001,9.988456094411958,10,8192,4
2048,8.0,0.22596631999999772,"[1, 1, 1, 0, 0]",geometric,10,0.99,0.001,9.977315394467935,10,8192,4
4096,8.0,0.596093585999995,"[1, 1, 0, 0, 0]",geometric,10,0.99,0.001,9.940269691624845,10,8192,4
8192,8.0,1.739861863999998,"[1, 1, 0, 0, 0]",geometric,10,0.99,0.001,9.826658002195042,10,8192,4
