Iteration,Fitness,Time,State,schedule_type,schedule_init_temp,schedule_decay,schedule_min_temp,schedule_current_value,Temperature,max_iters,run_number
64,3.2018159293929243,0.030035704999999524,"[2, 1, 0]",geometric,10,0.99,0.001,9.996981766349922,10,4096,3
128,3.2018159293929243,0.045170676999997994,"[1, 0, 2]",geometric,10,0.99,0.001,9.995461225589633,10,4096,3
256,3.2018159293929243,0.07928438499999757,"[2, 1, 0]",geometric,10,0.99,0.001,9.992034826912713,10,4096,3
512,3.2018159293929243,0.13934250899999867,"[1, 0, 2]",geometric,10,0.99,0.001,9.98600541142993,10,4096,3
1024,3.2018159293929243,0.28590757999999994,"[2, 1, 0]",geometric,10,0.99,0.001,9.971306572533772,10,4096,3
2048,3.2018159293929243,0.6619287659999991,"[0, 2, 1]",geometric,10,0.99,0.001,9.933694731872048,10,4096,3
4096,3.2018159293929243,1.5243758209999996,"[2, 1, 0]",geometric,10,0.99,0.001,9.847962726807529,10,4096,3
0,3.2018159293929243,0.00017573599999920475,"[1, 0, 2]",geometric,10,0.99,0.001,9.999982337957382,10,4096,4
1,3.2018159293929243,0.0005820219999996823,"[2, 0, 1]",geometric,10,0.99,0.001,9.999941505005342,10,4096,4
2,3.2018159293929243,0.0027730259999998452,"[2, 1, 0]",geometric,10,0.99,0.001,9.9997213054573,10,4096,4
4,3.2018159293929243,0.00517009599999696,"[1, 0, 2]",geometric,10,0.99,0.001,9.99948040148765,10,4096,4
8,3.2018159293929243,0.007936714999999595,"[1, 0, 2]",geometric,10,0.99,0.001,9.999202365299512,10,4096,4
16,3.2018159293929243,0.011344538999999543,"[1, 0, 2]",geometric,10,0.99,0.001,9.998859900725726,10,4096,4
32,3.2018159293929243,0.016268617999998014,"[1, 0, 2]",geometric,10,0.99,0.001,9.998365082914539,10,4096,4
64,3.2018159293929243,0.024691184999998228,"[2, 1, 0]",geometric,10,0.99,0.001,9.997518760859604,10,4096,4
128,3.2018159293929243,0.03866261599999987,"[2, 1, 0]",geometric,10,0.99,0.001,9.996115032086545,10,4096,4
256,3.2018159293929243,0.08835925899999708,"[1, 0, 2]",geometric,10,0.99,0.001,9.991123539623128,10,4096,4
512,3.2018159293929243,0.14205757299999888,"[0, 2, 1]",geometric,10,0.99,0.001,9.985732923971643,10,4096,4
1024,3.2018159293929243,0.26472452299999816,"[0, 2, 1]",geometric,10,0.99,0.001,9.973429658157443,10,4096,4
2048,3.2018159293929243,0.6443369929999996,"[1, 0, 2]",geometric,10,0.99,0.001,9.935451196425493,10,4096,4
4096,3.2018159293929243,1.5086868469999963,"[0, 2, 1]",geometric,10,0.99,0.001,9.849515670662136,10,4096,4
