Iteration,Fitness,Time,State,pop_size,keep_pct,Population Size,Keep Percent,run_number
0,0.3944766892001257,0.30371366100007435,[12  4 18  0  9  5  3 10  1 17  7 16 14  2 11  6 19 13 15  8],3000,0.2,3000,0.2,2
1,0.6621165798719362,3.9448135109996656,[ 0 11 19  5  3 14  8 13  9  1  6 10 17 16  2 12 15  4 18  7],3000,0.2,3000,0.2,2
2,0.6925853970301065,7.736489103001077,[ 8  9 14 15 17 10 16  2  6  1 11  0  7 18 12  3  5 19 13  4],3000,0.2,3000,0.2,2
4,0.8046886609371147,15.398846917996707,[ 3  1 15 14  4 13 16 17 10 12  9  8  6  2 18  7  0 19 11  5],3000,0.2,3000,0.2,2
8,0.8911244641263248,30.703635489997396,[ 3 12 15  9 14 10 16  6  4  8 17 13  1  2 18  7  0 19  5 11],3000,0.2,3000,0.2,2
16,0.9403463554074489,61.795140481997805,[ 3 12 15  8  4 13 16  6 10 17 14  9  1  2 18  7  0 19  5 11],3000,0.2,3000,0.2,2
32,0.9403463554074489,124.88489956199919,[ 3 12 15  8  4 13 16  6 10 17 14  9  1  2 18  7  0 19  5 11],3000,0.2,3000,0.2,2
64,0.9403463554074489,239.94690793700283,[ 3 12 15  8  4 13 16  6 10 17 14  9  1  2 18  7  0 19  5 11],3000,0.2,3000,0.2,2
128,0.9403463554074489,462.29481551500066,[ 3 12 15  8  4 13 16  6 10 17 14  9  1  2 18  7  0 19  5 11],3000,0.2,3000,0.2,2
256,0.9403463554074489,915.6085832559984,[ 3 12 15  8  4 13 16  6 10 17 14  9  1  2 18  7  0 19  5 11],3000,0.2,3000,0.2,2
512,0.9403463554074489,1865.283409087002,[ 3 12 15  8  4 13 16  6 10 17 14  9  1  2 18  7  0 19  5 11],3000,0.2,3000,0.2,2
1024,0.9403463554074489,3697.344390059996,[ 3 12 15  8  4 13 16  6 10 17 14  9  1  2 18  7  0 19  5 11],3000,0.2,3000,0.2,2
