Iteration,Fitness,Time,State,use_fast_mimic,Population Size,Keep Percent,max_iters,run_number
4096,3.2018159293929243,2350.8548696530015,"[0, 2, 1]",False,3000,0.2,4096,1
0,3.2018159293929243,0.2169803850010794,"[2, 1, 0]",False,3000,0.2,4096,2
1,3.2018159293929243,0.7610585479997098,"[2, 1, 0]",False,3000,0.2,4096,2
2,3.2018159293929243,1.3073837810006808,"[2, 1, 0]",False,3000,0.2,4096,2
4,3.2018159293929243,2.399854866000169,"[2, 1, 0]",False,3000,0.2,4096,2
8,3.2018159293929243,4.577175143000204,"[2, 1, 0]",False,3000,0.2,4096,2
16,3.2018159293929243,8.927005671999723,"[2, 1, 0]",False,3000,0.2,4096,2
32,3.2018159293929243,17.66004489199986,"[2, 1, 0]",False,3000,0.2,4096,2
64,3.2018159293929243,35.05588689000069,"[2, 1, 0]",False,3000,0.2,4096,2
128,3.2018159293929243,69.86946001300021,"[2, 1, 0]",False,3000,0.2,4096,2
256,3.2018159293929243,140.54871026399996,"[2, 1, 0]",False,3000,0.2,4096,2
512,3.2018159293929243,279.29189354499977,"[2, 1, 0]",False,3000,0.2,4096,2
1024,3.2018159293929243,569.9999147300005,"[2, 1, 0]",False,3000,0.2,4096,2
2048,3.2018159293929243,1171.2103432960012,"[2, 1, 0]",False,3000,0.2,4096,2
4096,3.2018159293929243,2380.9110363790005,"[2, 1, 0]",False,3000,0.2,4096,2
0,3.2018159293929243,0.2513882690000173,"[1, 0, 2]",False,3000,0.2,4096,3
1,3.2018159293929243,0.8338974409998627,"[1, 0, 2]",False,3000,0.2,4096,3
2,3.2018159293929243,1.4084094199988613,"[1, 0, 2]",False,3000,0.2,4096,3
4,3.2018159293929243,2.7121068159995048,"[1, 0, 2]",False,3000,0.2,4096,3
8,3.2018159293929243,5.102443873000084,"[1, 0, 2]",False,3000,0.2,4096,3
16,3.2018159293929243,9.991719632998866,"[1, 0, 2]",False,3000,0.2,4096,3
32,3.2018159293929243,19.550330214000496,"[1, 0, 2]",False,3000,0.2,4096,3
64,3.2018159293929243,37.386711903000105,"[1, 0, 2]",False,3000,0.2,4096,3
128,3.2018159293929243,72.9440360589997,"[1, 0, 2]",False,3000,0.2,4096,3
256,3.2018159293929243,151.4360119390003,"[1, 0, 2]",False,3000,0.2,4096,3
512,3.2018159293929243,299.6387969139996,"[1, 0, 2]",False,3000,0.2,4096,3
1024,3.2018159293929243,599.5586531829995,"[1, 0, 2]",False,3000,0.2,4096,3
2048,3.2018159293929243,1199.6527670569994,"[1, 0, 2]",False,3000,0.2,4096,3
4096,3.2018159293929243,2369.133911073999,"[1, 0, 2]",False,3000,0.2,4096,3
0,3.2018159293929243,0.2177273380002589,"[1, 0, 2]",False,3000,0.2,4096,4
1,3.2018159293929243,0.811786441001459,"[1, 0, 2]",False,3000,0.2,4096,4
2,3.2018159293929243,1.397688762001053,"[1, 0, 2]",False,3000,0.2,4096,4
4,3.2018159293929243,2.49123114500253,"[1, 0, 2]",False,3000,0.2,4096,4
8,3.2018159293929243,4.807295845999761,"[1, 0, 2]",False,3000,0.2,4096,4
16,3.2018159293929243,9.486184848999983,"[1, 0, 2]",False,3000,0.2,4096,4
32,3.2018159293929243,18.62352870399991,"[1, 0, 2]",False,3000,0.2,4096,4
64,3.2018159293929243,38.6885695710007,"[1, 0, 2]",False,3000,0.2,4096,4
128,3.2018159293929243,76.38946887800194,"[1, 0, 2]",False,3000,0.2,4096,4
256,3.2018159293929243,150.43875187700178,"[1, 0, 2]",False,3000,0.2,4096,4
512,3.2018159293929243,306.2725793749996,"[1, 0, 2]",False,3000,0.2,4096,4
1024,3.2018159293929243,614.0444738980004,"[1, 0, 2]",False,3000,0.2,4096,4
2048,3.2018159293929243,1205.233639045,"[1, 0, 2]",False,3000,0.2,4096,4
4096,3.2018159293929243,2399.6404241769997,"[1, 0, 2]",False,3000,0.2,4096,4
