Iteration,Fitness,Time,State,Restarts,max_iters,current_restart,run_number
0,3.2018159293929243,0.00021703500000036513,"[0, 2, 1]",1,4096,0,1
1,3.2018159293929243,0.0005702290000000332,"[0, 2, 1]",1,4096,0,1
2,3.2018159293929243,0.005973069000000386,"[0, 2, 1]",1,4096,0,1
4,3.2018159293929243,0.010823521999999919,"[0, 2, 1]",1,4096,0,1
8,3.2018159293929243,0.015503772999999832,"[0, 2, 1]",1,4096,0,1
16,3.2018159293929243,0.022979891000000308,"[0, 2, 1]",1,4096,0,1
32,3.2018159293929243,0.029449825000000374,"[0, 2, 1]",1,4096,0,1
64,3.2018159293929243,0.03855575399999989,"[0, 2, 1]",1,4096,0,1
128,3.2018159293929243,0.0520739739999998,"[0, 2, 1]",1,4096,0,1
256,3.2018159293929243,0.07559777200000006,"[0, 2, 1]",1,4096,0,1
512,3.2018159293929243,0.12504465600000003,"[0, 2, 1]",1,4096,0,1
1024,3.2018159293929243,0.22655112899999974,"[0, 2, 1]",1,4096,0,1
2048,3.2018159293929243,0.5560611,"[0, 2, 1]",1,4096,0,1
4096,3.2018159293929243,1.4156649870000004,"[0, 2, 1]",1,4096,0,1
0,3.2018159293929243,1.4882557060000003,"[2, 1, 0]",1,4096,1,1
1,3.2018159293929243,1.489283147,"[2, 1, 0]",1,4096,1,1
2,3.2018159293929243,1.5497944549999998,"[2, 1, 0]",1,4096,1,1
4,3.2018159293929243,1.620338769,"[2, 1, 0]",1,4096,1,1
8,3.2018159293929243,1.6773993550000004,"[2, 1, 0]",1,4096,1,1
16,3.2018159293929243,1.7332999779999998,"[2, 1, 0]",1,4096,1,1
32,3.2018159293929243,1.7936080890000001,"[2, 1, 0]",1,4096,1,1
64,3.2018159293929243,1.8717705760000003,"[2, 1, 0]",1,4096,1,1
128,3.2018159293929243,1.960558733,"[2, 1, 0]",1,4096,1,1
256,3.2018159293929243,2.0991465170000003,"[2, 1, 0]",1,4096,1,1
512,3.2018159293929243,2.3803761570000006,"[2, 1, 0]",1,4096,1,1
1024,3.2018159293929243,2.7951332420000004,"[2, 1, 0]",1,4096,1,1
2048,3.2018159293929243,3.4615724530000005,"[2, 1, 0]",1,4096,1,1
4096,3.2018159293929243,4.898901746,"[2, 1, 0]",1,4096,1,1
0,3.2018159293929243,0.0001973090000007005,"[2, 1, 0]",1,4096,0,2
1,3.2018159293929243,0.0005622850000008839,"[2, 1, 0]",1,4096,0,2
2,3.2018159293929243,0.006241765000000399,"[2, 1, 0]",1,4096,0,2
4,3.2018159293929243,0.011368072999999868,"[2, 1, 0]",1,4096,0,2
8,3.2018159293929243,0.01655679699999979,"[2, 1, 0]",1,4096,0,2
16,3.2018159293929243,0.02343432099999987,"[2, 1, 0]",1,4096,0,2
32,3.2018159293929243,0.034460863000001396,"[2, 1, 0]",1,4096,0,2
64,3.2018159293929243,0.04691482299999983,"[2, 1, 0]",1,4096,0,2
128,3.2018159293929243,0.06192109600000073,"[2, 1, 0]",1,4096,0,2
256,3.2018159293929243,0.08782871900000089,"[2, 1, 0]",1,4096,0,2
512,3.2018159293929243,0.13579531800000133,"[2, 1, 0]",1,4096,0,2
1024,3.2018159293929243,0.2601426,"[2, 1, 0]",1,4096,0,2
2048,3.2018159293929243,0.5724128120000014,"[2, 1, 0]",1,4096,0,2
4096,3.2018159293929243,1.325196785000001,"[2, 1, 0]",1,4096,0,2
0,3.2018159293929243,1.3793630510000003,"[0, 1, 2]",1,4096,1,2
1,3.2018159293929243,1.3800260510000015,"[0, 1, 2]",1,4096,1,2
2,3.2018159293929243,1.4378683429999999,"[0, 1, 2]",1,4096,1,2
4,3.2018159293929243,1.483044877000001,"[0, 1, 2]",1,4096,1,2
8,3.2018159293929243,1.526566464,"[0, 1, 2]",1,4096,1,2
16,3.2018159293929243,1.5710059730000001,"[0, 1, 2]",1,4096,1,2
32,3.2018159293929243,1.618605445,"[0, 1, 2]",1,4096,1,2
64,3.2018159293929243,1.6756852550000012,"[0, 1, 2]",1,4096,1,2
128,3.2018159293929243,1.7465078500000004,"[0, 1, 2]",1,4096,1,2
256,3.2018159293929243,1.8564076959999998,"[0, 1, 2]",1,4096,1,2
512,3.2018159293929243,2.016514916,"[0, 1, 2]",1,4096,1,2
1024,3.2018159293929243,2.2853410070000013,"[0, 1, 2]",1,4096,1,2
2048,3.2018159293929243,2.853877691000001,"[0, 1, 2]",1,4096,1,2
4096,3.2018159293929243,4.112744535000001,"[0, 1, 2]",1,4096,1,2
0,3.2018159293929243,0.0001500369999991591,"[1, 0, 2]",1,4096,0,3
1,3.2018159293929243,0.00046183899999974187,"[1, 0, 2]",1,4096,0,3
2,3.2018159293929243,0.00506863199999863,"[1, 0, 2]",1,4096,0,3
4,3.2018159293929243,0.009867510999999496,"[1, 0, 2]",1,4096,0,3
8,3.2018159293929243,0.014648865999999927,"[1, 0, 2]",1,4096,0,3
16,3.2018159293929243,0.020187290999999163,"[1, 0, 2]",1,4096,0,3
32,3.2018159293929243,0.026776842999998607,"[1, 0, 2]",1,4096,0,3
64,3.2018159293929243,0.037413496999999296,"[1, 0, 2]",1,4096,0,3
128,3.2018159293929243,0.051804852999998374,"[1, 0, 2]",1,4096,0,3
256,3.2018159293929243,0.07604590499999908,"[1, 0, 2]",1,4096,0,3
512,3.2018159293929243,0.1227693219999999,"[1, 0, 2]",1,4096,0,3
1024,3.2018159293929243,0.22251856799999992,"[1, 0, 2]",1,4096,0,3
2048,3.2018159293929243,0.4835912399999991,"[1, 0, 2]",1,4096,0,3
4096,3.2018159293929243,1.2019240060000005,"[1, 0, 2]",1,4096,0,3
0,3.2018159293929243,1.2490579630000003,"[2, 1, 0]",1,4096,1,3
1,3.2018159293929243,1.2495998010000005,"[2, 1, 0]",1,4096,1,3
2,3.2018159293929243,1.2933930379999996,"[2, 1, 0]",1,4096,1,3
4,3.2018159293929243,1.336928759000001,"[2, 1, 0]",1,4096,1,3
8,3.2018159293929243,1.4363316189999988,"[2, 1, 0]",1,4096,1,3
16,3.2018159293929243,1.5053090849999986,"[2, 1, 0]",1,4096,1,3
32,3.2018159293929243,1.5866501769999974,"[2, 1, 0]",1,4096,1,3
64,3.2018159293929243,1.649023558999998,"[2, 1, 0]",1,4096,1,3
128,3.2018159293929243,1.725389753,"[2, 1, 0]",1,4096,1,3
256,3.2018159293929243,1.8385883329999988,"[2, 1, 0]",1,4096,1,3
512,3.2018159293929243,2.0345731229999995,"[2, 1, 0]",1,4096,1,3
1024,3.2018159293929243,2.3522156769999985,"[2, 1, 0]",1,4096,1,3
2048,3.2018159293929243,2.970824606999999,"[2, 1, 0]",1,4096,1,3
4096,3.2018159293929243,4.509135452000001,"[2, 1, 0]",1,4096,1,3
0,3.2018159293929243,0.00017229300000209946,"[1, 0, 2]",1,4096,0,4
1,3.2018159293929243,0.0005023130000019194,"[1, 0, 2]",1,4096,0,4
2,3.2018159293929243,0.005249233000000686,"[1, 0, 2]",1,4096,0,4
4,3.2018159293929243,0.010003458999999992,"[1, 0, 2]",1,4096,0,4
8,3.2018159293929243,0.01506107600000206,"[1, 0, 2]",1,4096,0,4
16,3.2018159293929243,0.02103132100000238,"[1, 0, 2]",1,4096,0,4
32,3.2018159293929243,0.02807584700000021,"[1, 0, 2]",1,4096,0,4
64,3.2018159293929243,0.0402426449999993,"[1, 0, 2]",1,4096,0,4
128,3.2018159293929243,0.05478083799999922,"[1, 0, 2]",1,4096,0,4
256,3.2018159293929243,0.08033939499999931,"[1, 0, 2]",1,4096,0,4
512,3.2018159293929243,0.12823609700000205,"[1, 0, 2]",1,4096,0,4
1024,3.2018159293929243,0.2543285200000014,"[1, 0, 2]",1,4096,0,4
2048,3.2018159293929243,0.5708901570000009,"[1, 0, 2]",1,4096,0,4
4096,3.2018159293929243,1.3035976429999998,"[1, 0, 2]",1,4096,0,4
0,3.2018159293929243,1.357890758,"[1, 0, 2]",1,4096,1,4
1,3.2018159293929243,1.358476779,"[1, 0, 2]",1,4096,1,4
2,3.2018159293929243,1.4069400770000016,"[1, 0, 2]",1,4096,1,4
4,3.2018159293929243,1.4527904880000015,"[1, 0, 2]",1,4096,1,4
8,3.2018159293929243,1.5016368379999996,"[1, 0, 2]",1,4096,1,4
16,3.2018159293929243,1.5527087610000017,"[1, 0, 2]",1,4096,1,4
32,3.2018159293929243,1.6052378860000012,"[1, 0, 2]",1,4096,1,4
64,3.2018159293929243,1.6689096620000008,"[1, 0, 2]",1,4096,1,4
128,3.2018159293929243,1.743007728000002,"[1, 0, 2]",1,4096,1,4
256,3.2018159293929243,1.869594205000002,"[1, 0, 2]",1,4096,1,4
512,3.2018159293929243,2.0290672349999994,"[1, 0, 2]",1,4096,1,4
1024,3.2018159293929243,2.298047499999999,"[1, 0, 2]",1,4096,1,4
2048,3.2018159293929243,2.8610361100000006,"[1, 0, 2]",1,4096,1,4
4096,3.2018159293929243,4.475501773000001,"[1, 0, 2]",1,4096,1,4
