iter,train_accuracy,test_accuracy,test_f1,fit_time,loss
1,0.288622754491018,0.29101796407185626,0.20303488247046908,0.013119935989379883,1.5022235647801627
50,0.2760479041916168,0.28263473053892213,0.19931293272025793,0.2394874095916748,1.5753257140300998
100,0.16766467065868262,0.16407185628742516,0.1331952856723784,0.46239614486694336,1.6193264492473356
200,0.12275449101796407,0.13532934131736526,0.11365711913657117,0.912106990814209,1.710558459796087
400,0.2691616766467066,0.27664670658682633,0.186918500265552,1.8390421867370605,1.528306799298302
800,0.5290419161676647,0.5425149700598803,0.2523701808383086,3.603148937225342,1.125543360425881
1600,0.7089820359281437,0.6982035928143713,0.4180721116353953,7.179452180862427,0.5789478579638854
3200,0.7227544910179641,0.6946107784431138,0.4329292922548964,13.996793985366821,0.5531434159255286
