Iteration,Fitness,Time,State,schedule,Temperature,run_number
128,907.0,0.031040863000001195,"[0 0 4 2 3 3 4 0 4 4 4 4 4 3 4 4 4 4 2 4 3 1 3 3 3 3 4 4 4 4 4 2 4 4 4 3 3
 4 0 4 3 3 4 4 1 0 4 3 3 2]",10,10,2
256,925.0,0.0530069200000014,"[0 0 2 2 3 4 4 0 4 4 4 4 4 3 4 4 4 4 2 4 3 1 3 3 3 4 4 3 4 3 4 3 4 4 4 3 3
 4 0 3 3 3 4 4 1 0 4 3 3 4]",10,10,2
512,959.0,0.0957058110000002,"[0 4 3 2 3 4 4 0 4 4 4 4 4 3 4 4 4 4 2 4 4 1 4 3 3 4 4 2 4 3 4 3 4 4 4 3 3
 4 0 3 3 3 4 4 1 0 4 3 3 4]",10,10,2
1024,961.0,0.2003445620000015,"[0 4 3 2 3 4 4 0 4 4 4 4 4 4 4 4 4 4 2 4 4 1 4 3 3 4 4 2 4 3 4 3 4 4 4 3 3
 4 0 3 3 3 4 4 1 0 4 3 3 4]",10,10,2
2048,961.0,0.4275583890000014,"[0 4 3 2 3 4 4 0 4 4 4 4 4 4 4 4 4 4 2 4 4 1 4 3 3 4 4 2 4 3 4 3 4 4 4 3 3
 4 0 3 3 3 4 4 1 0 4 3 3 4]",10,10,2
4096,961.0,1.0606832930000003,"[0 4 3 2 3 4 4 0 4 4 4 4 4 4 4 4 4 4 2 4 4 1 4 3 3 4 4 2 4 3 4 3 4 4 4 3 3
 4 0 3 3 3 4 4 1 0 4 3 3 4]",10,10,2
8192,961.0,1.6653720120000006,"[0 4 3 2 3 4 4 0 4 4 4 4 4 4 4 4 4 4 2 4 4 1 4 3 3 4 4 2 4 3 4 3 4 4 4 3 3
 4 0 3 3 3 4 4 1 0 4 3 3 4]",10,10,2
0,462.0,0.00024407099999912418,"[2 0 1 3 0 0 0 3 2 3 1 1 2 0 4 4 0 2 1 2 2 2 4 1 3 2 0 1 2 0 3 0 3 1 3 0 4
 1 4 4 0 0 1 2 4 0 0 1 1 1]",10,10,3
1,459.0,0.0008091959999987353,"[2 0 1 3 0 0 0 3 2 3 1 1 2 0 4 4 0 2 1 2 2 1 4 1 3 2 0 1 2 0 3 0 3 1 3 0 4
 1 4 4 0 0 1 2 4 0 0 1 1 1]",10,10,3
2,459.0,0.0013548039999999872,"[2 0 1 3 0 0 0 3 2 3 1 1 2 0 4 4 0 2 1 2 2 1 4 1 3 2 0 1 2 0 3 0 3 1 3 0 4
 1 4 4 0 0 1 2 4 0 0 1 1 1]",10,10,3
4,458.0,0.0019126399999986887,"[2 0 1 3 0 0 0 3 2 3 1 1 2 0 4 4 0 2 1 2 2 1 4 1 3 2 0 0 2 0 3 0 3 1 3 0 4
 1 4 4 0 0 1 2 4 0 0 1 1 1]",10,10,3
8,466.0,0.0029091069999989116,"[2 0 1 3 0 0 0 3 2 3 1 4 2 2 4 4 0 2 1 2 2 1 4 1 3 2 0 0 2 0 0 0 4 1 3 0 4
 1 4 4 0 0 1 2 4 0 0 1 1 1]",10,10,3
16,494.0,0.004589627999999735,"[2 0 1 3 0 0 0 3 2 3 1 4 2 2 4 4 0 2 1 2 2 2 4 1 3 2 0 0 2 1 0 0 4 1 3 0 4
 1 4 4 4 0 1 2 4 0 0 1 2 1]",10,10,3
32,617.0,0.010025480999999559,"[2 4 1 3 1 0 0 1 2 3 1 4 2 2 4 4 1 3 1 2 3 2 4 4 4 2 0 0 4 1 0 0 4 4 4 0 4
 1 4 4 4 0 1 2 4 3 0 1 2 1]",10,10,3
