Iteration,Fitness,Time,State,schedule,Temperature,run_number
4,535.0,0.003406221999995296,"[4 2 3 3 3 1 3 2 4 0 0 4 2 1 0 1 1 0 1 4 3 0 3 0 2 3 0 1 3 3 3 0 1 1 1 0 2
 4 4 3 2 2 2 0 0 4 0 4 1 4]",150,150,0
8,507.0,0.0053109400000010965,"[2 2 3 3 3 1 3 2 4 0 0 2 1 1 0 1 1 0 1 4 3 0 3 0 2 3 0 1 3 3 3 0 1 1 1 0 2
 4 4 3 2 2 2 0 0 4 0 4 1 4]",150,150,0
16,507.0,0.008434311000002026,"[2 2 3 3 3 1 3 2 4 0 0 2 0 2 4 1 1 0 1 4 4 1 3 4 2 3 0 1 3 3 3 0 1 1 1 0 2
 4 4 3 2 2 2 0 0 4 0 3 1 1]",150,150,0
32,579.0,0.011943287999997665,"[3 2 3 2 3 3 3 2 4 4 0 2 0 0 4 1 1 0 1 4 1 1 4 3 2 3 0 1 3 3 3 0 1 1 2 0 3
 4 4 3 2 2 2 3 0 4 0 3 1 1]",150,150,0
64,620.0,0.021527125000005753,"[3 2 3 3 3 4 1 0 3 4 0 0 3 0 4 4 0 0 4 1 1 1 4 3 4 0 3 1 3 1 3 0 1 1 2 3 4
 4 4 3 3 3 2 0 1 3 0 3 1 1]",150,150,0
128,719.0,0.04224163400000691,"[0 2 1 2 2 2 1 3 2 2 0 1 3 2 4 4 2 0 2 4 3 4 0 1 4 4 3 4 3 4 1 2 3 2 4 2 4
 4 4 0 4 2 3 2 1 4 4 4 1 2]",150,150,0
256,825.0,0.08192983000000709,"[0 2 0 3 1 1 3 1 4 4 3 1 0 1 4 4 2 4 2 4 2 3 1 4 2 3 4 1 4 2 3 1 3 2 4 3 4
 4 4 0 1 3 4 4 4 3 1 4 4 3]",150,150,0
512,985.0,0.1856585889999991,"[2 3 4 3 1 4 4 0 4 3 4 1 4 4 4 4 3 4 2 3 2 4 3 3 2 4 4 0 2 4 4 3 3 4 4 4 4
 4 0 4 4 3 4 4 4 4 4 4 4 4]",150,150,0
1024,990.0,0.4025736440000003,"[2 3 4 3 1 4 4 0 4 4 4 1 4 4 4 4 3 4 2 3 2 4 3 3 2 4 4 0 2 4 4 3 3 4 4 4 4
 4 0 4 4 3 4 4 4 4 4 4 4 4]",150,150,0
2048,990.0,1.0280970660000008,"[2 3 4 3 1 4 4 0 4 4 4 1 4 4 4 4 3 4 2 3 2 4 3 3 2 4 4 0 2 4 4 3 3 4 4 4 4
 4 0 4 4 3 4 4 4 4 4 4 4 4]",150,150,0
4096,990.0,2.700196366,"[2 3 4 3 1 4 4 0 4 4 4 1 4 4 4 4 3 4 2 3 2 4 3 3 2 4 4 0 2 4 4 3 3 4 4 4 4
 4 0 4 4 3 4 4 4 4 4 4 4 4]",150,150,0
8192,990.0,4.387766464999999,"[2 3 4 3 1 4 4 0 4 4 4 1 4 4 4 4 3 4 2 3 2 4 3 3 2 4 4 0 2 4 4 3 3 4 4 4 4
 4 0 4 4 3 4 4 4 4 4 4 4 4]",150,150,0
0,535.0,0.0003050020000046061,"[4 0 3 3 3 1 3 2 4 0 0 4 2 1 0 1 1 0 1 4 3 0 3 0 2 3 0 1 3 3 3 0 1 1 1 0 2
 4 3 3 2 4 2 0 0 4 0 4 1 4]",250,250,0
1,517.0,0.0011910759999977927,"[4 0 3 3 3 1 3 2 4 0 0 4 2 1 0 1 1 0 1 4 3 0 3 0 2 3 0 1 3 3 3 0 1 1 1 0 2
 4 3 3 2 2 2 0 0 4 0 4 1 4]",250,250,0
2,531.0,0.002122865000004026,"[4 2 3 3 3 1 3 2 4 0 0 4 2 1 0 1 1 0 1 4 3 0 3 0 2 3 0 1 3 3 3 0 1 1 1 0 2
 4 3 3 2 2 2 0 0 4 0 4 1 4]",250,250,0
4,535.0,0.0032784060000068393,"[4 2 3 3 3 1 3 2 4 0 0 4 2 1 0 1 1 0 1 4 3 0 3 0 2 3 0 1 3 3 3 0 1 1 1 0 2
 4 4 3 2 2 2 0 0 4 0 4 1 4]",250,250,0
8,507.0,0.004443313999999532,"[2 2 3 3 3 1 3 2 4 0 0 2 1 1 0 1 1 0 1 4 3 0 3 0 2 3 0 1 3 3 3 0 1 1 1 0 2
 4 4 3 2 2 2 0 0 4 0 4 1 4]",250,250,0
16,507.0,0.006596952000009537,"[2 2 3 3 3 1 3 2 4 0 0 2 0 2 4 1 1 0 1 4 4 1 3 4 2 3 0 1 3 3 3 0 1 1 1 0 2
 4 4 3 2 2 2 0 0 4 0 3 1 1]",250,250,0
32,579.0,0.009894271000007393,"[3 2 3 2 3 3 3 2 4 4 0 2 0 0 4 1 1 0 1 4 1 1 4 3 2 3 0 1 3 3 3 0 1 1 2 0 3
 4 4 3 2 2 2 3 0 4 0 3 1 1]",250,250,0
64,620.0,0.017121283999998127,"[3 2 3 3 3 4 1 0 3 4 0 0 3 0 4 4 0 0 4 1 1 1 4 3 4 0 3 1 3 1 3 0 1 1 2 3 4
 4 4 3 3 3 2 0 1 3 0 3 1 1]",250,250,0
128,711.0,0.03357997700000226,"[0 2 1 2 2 2 1 3 2 2 0 1 3 2 4 4 2 0 2 4 3 4 0 1 4 4 3 4 3 4 1 2 3 2 4 1 4
 4 4 0 4 2 3 2 1 4 4 4 1 2]",250,250,0
