,Iteration,Fitness,Time,State,current_restart,Restarts
0,0,462.0,0.0006612390000100277,"[2 0 1 3 0 0 0 3 2 3 1 1 2 0 4 4 0 2 1 2 2 2 4 1 3 2 0 1 2 0 3 0 3 1 3 0 4
 1 4 4 0 0 1 2 4 0 0 1 1 1]",0,1
1,1,462.0,0.00382132600000773,"[2 0 1 3 0 0 0 3 2 3 1 1 2 0 4 4 0 2 1 2 2 2 4 1 3 2 0 1 2 0 3 0 3 1 3 0 4
 1 4 4 0 0 1 2 4 0 0 1 1 1]",0,1
2,2,486.0,0.004764012999999068,"[2 0 1 3 0 0 0 3 2 3 4 1 2 0 4 4 0 2 1 2 2 2 4 1 3 2 0 1 2 0 3 0 3 1 3 0 4
 1 4 4 0 0 1 2 4 0 0 1 1 1]",0,1
3,4,486.0,0.006451086000012651,"[2 0 1 3 0 0 0 3 2 3 4 1 2 0 4 4 0 2 1 2 2 2 4 1 3 2 0 1 2 0 3 0 3 1 3 0 4
 1 4 4 0 0 1 2 4 0 0 1 1 1]",0,1
4,8,535.0,0.007700052000004121,"[2 0 1 3 0 0 0 3 2 3 4 1 2 0 4 4 3 2 4 2 2 2 4 1 3 2 0 1 2 0 3 0 4 1 3 0 4
 1 4 4 0 0 1 2 4 0 0 1 1 1]",0,1
5,16,564.0,0.012349971000006121,"[2 0 1 3 0 0 0 3 2 3 4 1 2 2 4 4 3 2 4 2 2 2 4 1 3 2 0 1 2 0 3 0 4 1 3 0 4
 1 4 4 1 0 1 2 4 0 0 1 4 1]",0,1
6,32,616.0,0.019378835000011918,"[2 0 1 3 1 0 0 3 2 3 4 1 2 2 4 4 3 2 4 2 2 2 4 1 4 2 0 2 2 1 3 0 4 4 4 0 4
 1 4 4 4 0 1 2 4 0 0 1 4 1]",0,1
7,64,785.0,0.0301386030000117,"[2 4 4 3 1 1 0 3 2 3 4 1 4 3 4 4 4 3 4 2 3 2 4 1 4 2 3 2 4 1 3 2 4 4 4 1 4
 1 4 4 4 0 2 2 4 3 0 1 4 1]",0,1
8,128,917.0,0.04732732300000464,"[2 4 4 3 2 1 0 3 2 4 4 1 4 3 4 4 4 4 4 3 3 4 4 1 4 4 4 2 4 1 4 2 4 4 4 2 4
 1 4 4 4 2 4 2 4 3 2 3 4 2]",0,1
9,256,924.0,0.08549670700000433,"[2 4 4 3 2 1 0 3 2 4 4 1 4 3 4 4 4 4 4 3 3 4 4 1 4 4 4 2 4 1 4 2 4 4 4 2 4
 1 4 4 4 2 4 2 4 4 2 3 4 2]",0,1
10,512,924.0,0.1915609050000029,"[2 4 4 3 2 1 0 3 2 4 4 1 4 3 4 4 4 4 4 3 3 4 4 1 4 4 4 2 4 1 4 2 4 4 4 2 4
 1 4 4 4 2 4 2 4 4 2 3 4 2]",0,1
11,1024,924.0,0.5427365510000044,"[2 4 4 3 2 1 0 3 2 4 4 1 4 3 4 4 4 4 4 3 3 4 4 1 4 4 4 2 4 1 4 2 4 4 4 2 4
 1 4 4 4 2 4 2 4 4 2 3 4 2]",0,1
12,2048,924.0,1.209648080000008,"[2 4 4 3 2 1 0 3 2 4 4 1 4 3 4 4 4 4 4 3 3 4 4 1 4 4 4 2 4 1 4 2 4 4 4 2 4
 1 4 4 4 2 4 2 4 4 2 3 4 2]",0,1
13,4096,924.0,3.3811615410000115,"[2 4 4 3 2 1 0 3 2 4 4 1 4 3 4 4 4 4 4 3 3 4 4 1 4 4 4 2 4 1 4 2 4 4 4 2 4
 1 4 4 4 2 4 2 4 4 2 3 4 2]",0,1
14,8192,924.0,4.792304828000013,"[2 4 4 3 2 1 0 3 2 4 4 1 4 3 4 4 4 4 4 3 3 4 4 1 4 4 4 2 4 1 4 2 4 4 4 2 4
 1 4 4 4 2 4 2 4 4 2 3 4 2]",0,1
15,0,462.0,0.000330516000005332,"[2 0 1 3 0 0 0 3 2 3 1 1 2 0 4 4 0 2 1 2 2 2 4 1 3 2 0 1 2 0 3 0 3 1 3 0 4
 1 4 4 0 0 1 2 4 0 0 1 1 1]",0,5
16,1,462.0,0.0012333909999995285,"[2 0 1 3 0 0 0 3 2 3 1 1 2 0 4 4 0 2 1 2 2 2 4 1 3 2 0 1 2 0 3 0 3 1 3 0 4
 1 4 4 0 0 1 2 4 0 0 1 1 1]",0,5
17,2,486.0,0.002462512999997557,"[2 0 1 3 0 0 0 3 2 3 4 1 2 0 4 4 0 2 1 2 2 2 4 1 3 2 0 1 2 0 3 0 3 1 3 0 4
 1 4 4 0 0 1 2 4 0 0 1 1 1]",0,5
18,4,486.0,0.0035924410000092166,"[2 0 1 3 0 0 0 3 2 3 4 1 2 0 4 4 0 2 1 2 2 2 4 1 3 2 0 1 2 0 3 0 3 1 3 0 4
 1 4 4 0 0 1 2 4 0 0 1 1 1]",0,5
19,8,535.0,0.0054924040000088326,"[2 0 1 3 0 0 0 3 2 3 4 1 2 0 4 4 3 2 4 2 2 2 4 1 3 2 0 1 2 0 3 0 4 1 3 0 4
 1 4 4 0 0 1 2 4 0 0 1 1 1]",0,5
20,16,564.0,0.008333516000007535,"[2 0 1 3 0 0 0 3 2 3 4 1 2 2 4 4 3 2 4 2 2 2 4 1 3 2 0 1 2 0 3 0 4 1 3 0 4
 1 4 4 1 0 1 2 4 0 0 1 4 1]",0,5
21,32,616.0,0.01327305499999909,"[2 0 1 3 1 0 0 3 2 3 4 1 2 2 4 4 3 2 4 2 2 2 4 1 4 2 0 2 2 1 3 0 4 4 4 0 4
 1 4 4 4 0 1 2 4 0 0 1 4 1]",0,5
22,64,785.0,0.026315535999998474,"[2 4 4 3 1 1 0 3 2 3 4 1 4 3 4 4 4 3 4 2 3 2 4 1 4 2 3 2 4 1 3 2 4 4 4 1 4
 1 4 4 4 0 2 2 4 3 0 1 4 1]",0,5
23,128,917.0,0.04698648200000832,"[2 4 4 3 2 1 0 3 2 4 4 1 4 3 4 4 4 4 4 3 3 4 4 1 4 4 4 2 4 1 4 2 4 4 4 2 4
 1 4 4 4 2 4 2 4 3 2 3 4 2]",0,5
24,256,924.0,0.08366771900000458,"[2 4 4 3 2 1 0 3 2 4 4 1 4 3 4 4 4 4 4 3 3 4 4 1 4 4 4 2 4 1 4 2 4 4 4 2 4
 1 4 4 4 2 4 2 4 4 2 3 4 2]",0,5
25,512,924.0,0.17426225799999884,"[2 4 4 3 2 1 0 3 2 4 4 1 4 3 4 4 4 4 4 3 3 4 4 1 4 4 4 2 4 1 4 2 4 4 4 2 4
 1 4 4 4 2 4 2 4 4 2 3 4 2]",0,5
26,1024,924.0,0.4486074670000022,"[2 4 4 3 2 1 0 3 2 4 4 1 4 3 4 4 4 4 4 3 3 4 4 1 4 4 4 2 4 1 4 2 4 4 4 2 4
 1 4 4 4 2 4 2 4 4 2 3 4 2]",0,5
27,2048,924.0,1.1054353899999967,"[2 4 4 3 2 1 0 3 2 4 4 1 4 3 4 4 4 4 4 3 3 4 4 1 4 4 4 2 4 1 4 2 4 4 4 2 4
 1 4 4 4 2 4 2 4 4 2 3 4 2]",0,5
28,4096,924.0,2.8942035210000085,"[2 4 4 3 2 1 0 3 2 4 4 1 4 3 4 4 4 4 4 3 3 4 4 1 4 4 4 2 4 1 4 2 4 4 4 2 4
 1 4 4 4 2 4 2 4 4 2 3 4 2]",0,5
29,8192,924.0,4.042332342999998,"[2 4 4 3 2 1 0 3 2 4 4 1 4 3 4 4 4 4 4 3 3 4 4 1 4 4 4 2 4 1 4 2 4 4 4 2 4
 1 4 4 4 2 4 2 4 4 2 3 4 2]",0,5
30,0,462.0,0.0001882130000012694,"[2 0 1 3 0 0 0 3 2 3 1 1 2 0 4 4 0 2 1 2 2 2 4 1 3 2 0 1 2 0 3 0 3 1 3 0 4
 1 4 4 0 0 1 2 4 0 0 1 1 1]",0,10
31,1,462.0,0.0006867909999925814,"[2 0 1 3 0 0 0 3 2 3 1 1 2 0 4 4 0 2 1 2 2 2 4 1 3 2 0 1 2 0 3 0 3 1 3 0 4
 1 4 4 0 0 1 2 4 0 0 1 1 1]",0,10
32,2,486.0,0.0011803049999912218,"[2 0 1 3 0 0 0 3 2 3 4 1 2 0 4 4 0 2 1 2 2 2 4 1 3 2 0 1 2 0 3 0 3 1 3 0 4
 1 4 4 0 0 1 2 4 0 0 1 1 1]",0,10
33,4,486.0,0.0017550970000002053,"[2 0 1 3 0 0 0 3 2 3 4 1 2 0 4 4 0 2 1 2 2 2 4 1 3 2 0 1 2 0 3 0 3 1 3 0 4
 1 4 4 0 0 1 2 4 0 0 1 1 1]",0,10
34,8,535.0,0.002702331999998364,"[2 0 1 3 0 0 0 3 2 3 4 1 2 0 4 4 3 2 4 2 2 2 4 1 3 2 0 1 2 0 3 0 4 1 3 0 4
 1 4 4 0 0 1 2 4 0 0 1 1 1]",0,10
35,16,564.0,0.004249156000000198,"[2 0 1 3 0 0 0 3 2 3 4 1 2 2 4 4 3 2 4 2 2 2 4 1 3 2 0 1 2 0 3 0 4 1 3 0 4
 1 4 4 1 0 1 2 4 0 0 1 4 1]",0,10
36,32,616.0,0.006936093999996729,"[2 0 1 3 1 0 0 3 2 3 4 1 2 2 4 4 3 2 4 2 2 2 4 1 4 2 0 2 2 1 3 0 4 4 4 0 4
 1 4 4 4 0 1 2 4 0 0 1 4 1]",0,10
37,64,785.0,0.011709228000000849,"[2 4 4 3 1 1 0 3 2 3 4 1 4 3 4 4 4 3 4 2 3 2 4 1 4 2 3 2 4 1 3 2 4 4 4 1 4
 1 4 4 4 0 2 2 4 3 0 1 4 1]",0,10
38,128,917.0,0.021152305000001093,"[2 4 4 3 2 1 0 3 2 4 4 1 4 3 4 4 4 4 4 3 3 4 4 1 4 4 4 2 4 1 4 2 4 4 4 2 4
 1 4 4 4 2 4 2 4 3 2 3 4 2]",0,10
39,256,924.0,0.05274528299999304,"[2 4 4 3 2 1 0 3 2 4 4 1 4 3 4 4 4 4 4 3 3 4 4 1 4 4 4 2 4 1 4 2 4 4 4 2 4
 1 4 4 4 2 4 2 4 4 2 3 4 2]",0,10
40,512,924.0,0.10011546599999122,"[2 4 4 3 2 1 0 3 2 4 4 1 4 3 4 4 4 4 4 3 3 4 4 1 4 4 4 2 4 1 4 2 4 4 4 2 4
 1 4 4 4 2 4 2 4 4 2 3 4 2]",0,10
41,1024,924.0,0.29704691099999536,"[2 4 4 3 2 1 0 3 2 4 4 1 4 3 4 4 4 4 4 3 3 4 4 1 4 4 4 2 4 1 4 2 4 4 4 2 4
 1 4 4 4 2 4 2 4 4 2 3 4 2]",0,10
42,2048,924.0,0.7592337819999955,"[2 4 4 3 2 1 0 3 2 4 4 1 4 3 4 4 4 4 4 3 3 4 4 1 4 4 4 2 4 1 4 2 4 4 4 2 4
 1 4 4 4 2 4 2 4 4 2 3 4 2]",0,10
43,4096,924.0,2.2676039600000024,"[2 4 4 3 2 1 0 3 2 4 4 1 4 3 4 4 4 4 4 3 3 4 4 1 4 4 4 2 4 1 4 2 4 4 4 2 4
 1 4 4 4 2 4 2 4 4 2 3 4 2]",0,10
44,8192,924.0,3.272434621000002,"[2 4 4 3 2 1 0 3 2 4 4 1 4 3 4 4 4 4 4 3 3 4 4 1 4 4 4 2 4 1 4 2 4 4 4 2 4
 1 4 4 4 2 4 2 4 4 2 3 4 2]",0,10
